"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",9644,938,224,4259,2455,494,790,129,355
"Jefe o Jefa (049)",4148,273,2,2110,812,164,479,66,242
"Esposa(o)/ compa¤era(o) (050)",156,11,2,64,45,4,13,1,16
"Hijo(a)/ hijastro(a) (051)",3878,439,162,1524,1222,237,199,43,52
"Yerno/ nuera (052)",181,1,,46,60,18,39,3,14
"Nieto(a) (053)",529,124,48,221,104,19,10,1,2
"Padres/ suegros (054)",63,14,,45,2,,,,2
"Otro(a) pariente (055)",572,62,10,213,173,40,44,13,17
"Trabajador(a) del hogar (056)",4,2,,1,1,,,,
"Pensionista (057)",4,,,,2,,1,,1
"Otro(a) no pariente (058)",109,12,,35,34,12,5,2,9
"Mujeres (060)",10220,1851,267,4471,1865,459,845,127,335
"Jefe o Jefa (061)",1710,398,3,780,218,59,150,19,83
"Esposa(o)/ compa¤era(o) (062)",3173,643,3,1541,450,70,297,23,146
"Hijo(a)/ hijastro(a) (063)",3696,472,188,1472,887,231,308,62,76
"Yerno/ nuera (064)",165,10,,69,41,9,29,2,5
"Nieto(a) (065)",507,112,53,211,102,12,9,6,2
"Padres/ suegros (066)",206,107,,93,4,1,1,,
"Otro(a) pariente (067)",553,83,20,209,118,60,40,9,14
"Trabajador(a) del hogar (068)",56,4,,33,17,2,,,
"Pensionista (069)",8,,,2,1,1,1,1,2
"Otro(a) no pariente (070)",146,22,,61,27,14,10,5,7
,,,,,,,,,
"RURAL (072)",62650,14244,1385,39179,6948,325,302,112,155
"Jefe o Jefa (073)",16378,3402,7,11319,1360,67,100,54,69
"Esposa(o)/ compa¤era(o) (074)",11334,3528,32,7029,669,26,20,4,26
"Hijo(a)/ hijastro(a) (075)",28021,5369,1102,16971,4172,191,142,42,32
"Yerno/ nuera (076)",819,56,1,571,155,10,17,3,6
"Nieto(a) (077)",2728,758,184,1480,293,12,,1,
"Padres/ suegros (078)",556,362,,189,4,,1,,
"Otro(a) pariente (079)",2606,721,56,1522,267,16,12,4,8
"Trabajador(a) del hogar (080)",14,4,,10,,,,,
"Pensionista (081)",15,2,,2,3,1,1,2,4
"Otro(a) no pariente (082)",179,42,3,86,25,2,9,2,10
"Hombres (084)",31868,5270,676,20980,4387,201,182,86,86
"Jefe o Jefa (085)",13188,1896,3,9825,1220,58,85,50,51
"Esposa(o)/ compa¤era(o) (086)",360,41,,262,49,3,2,1,2
"Hijo(a)/ hijastro(a) (087)",14987,2596,559,8961,2640,113,74,29,15
"Yerno/ nuera (088)",333,9,,226,75,6,10,2,5
"Nieto(a) (089)",1404,366,94,737,198,9,,,
"Padres/ suegros (090)",139,45,,90,4,,,,
"Otro(a) pariente (091)",1333,291,18,823,179,10,7,3,2
"Trabajador(a) del hogar (092)",3,1,,2,,,,,
"Pensionista (093)",9,2,,2,3,,,,2
"Otro(a) no pariente (094)",112,23,2,52,19,2,4,1,9
"Mujeres (096)",30782,8974,709,18199,2561,124,120,26,69
"Jefe o Jefa (097)",3190,1506,4,1494,140,9,15,4,18
"Esposa(o)/ compa¤era(o) (098)",10974,3487,32,6767,620,23,18,3,24
"Hijo(a)/ hijastro(a) (099)",13034,2773,543,8010,1532,78,68,13,17
"Yerno/ nuera (100)",486,47,1,345,80,4,7,1,1
"Nieto(a) (101)",1324,392,90,743,95,3,,1,
"Padres/ suegros (102)",417,317,,99,,,1,,
"Otro(a) pariente (103)",1273,430,38,699,88,6,5,1,6
"Trabajador(a) del hogar (104)",11,3,,8,,,,,
"Pensionista (105)",6,,,,,1,1,2,2
"Otro(a) no pariente (106)",67,19,1,34,6,,5,1,1
