"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Sin nivel (061)",110,87,11,8,4
"Educación inicial (062)",5,4,,1,
"Primaria (063)",1295,1121,81,52,41
"Secundaria (064)",1364,1050,140,75,99
"Superior no univ. incompleta (065)",187,120,15,16,36
"Superior no univ. completa (066)",918,437,159,166,156
"Superior univ. incompleta (067)",131,66,23,20,22
"Superior univ. completa (068)",454,156,89,94,115
"De 06 a 14 años (070)",39,33,3,3,
"Sin nivel (071)",2,2,,,
"Educación inicial (072)",1,1,,,
"Primaria (073)",22,18,2,2,
"Secundaria (074)",14,12,1,1,
"De 15 a 29 años (080)",1045,769,120,65,91
"Sin nivel (081)",7,4,2,,1
"Educación inicial (082)",1,,,1,
"Primaria (083)",199,170,16,8,5
"Secundaria (084)",492,391,58,17,26
"Superior no univ. incompleta (085)",69,51,5,7,6
"Superior no univ. completa (086)",184,105,26,20,33
"Superior univ. incompleta (087)",35,22,3,4,6
"Superior univ. completa (088)",58,26,10,8,14
"De 30 a 44 años (090)",1698,1026,249,206,217
"Sin nivel (091)",23,15,3,4,1
"Educación inicial (092)",3,3,,,
"Primaria (093)",336,278,26,18,14
"Secundaria (094)",454,344,47,26,37
"Superior no univ. incompleta (095)",80,48,7,5,20
"Superior no univ. completa (096)",513,239,107,92,75
"Superior univ. incompleta (097)",58,26,13,10,9
"Superior univ. completa (098)",231,73,46,51,61
"De 45 a 64 años (100)",1372,929,139,148,156
"Sin nivel (101)",50,42,4,2,2
"Primaria (103)",499,429,32,19,19
"Secundaria (104)",377,278,34,30,35
"Superior no univ. incompleta (105)",37,21,3,4,9
"Superior no univ. completa (106)",215,89,26,54,46
"Superior univ. incompleta (107)",36,17,7,6,6
"Superior univ. completa (108)",158,53,33,33,39
"De 65 y más años (110)",310,284,7,10,9
"Sin nivel (111)",28,24,2,2,
"Primaria (113)",239,226,5,5,3
"Secundaria (114)",27,25,,1,1
"Superior no univ. incompleta (115)",1,,,,1
"Superior no univ. completa (116)",6,4,,,2
"Superior univ. incompleta (117)",2,1,,,1
"Superior univ. completa (118)",7,4,,2,1
,,,,,
"RURAL (120)",4766,4423,179,79,85
"Sin nivel (121)",342,338,3,,1
"Educación inicial (122)",2,2,,,
"Primaria (123)",3256,3082,87,33,54
"Secundaria (124)",914,820,58,24,12
"Superior no univ. incompleta (125)",61,51,3,4,3
"Superior no univ. completa (126)",142,100,22,10,10
"Superior univ. incompleta (127)",13,11,,2,
"Superior univ. completa (128)",36,19,6,6,5
"De 06 a 14 años (130)",139,135,3,,1
"Sin nivel (131)",19,19,,,
"Primaria (133)",111,107,3,,1
"Secundaria (134)",9,9,,,
"De 15 a 29 años (140)",1524,1404,67,32,21
"Sin nivel (141)",65,63,1,,1
"Educación inicial (142)",1,1,,,
"Primaria (143)",977,923,27,14,13
"Secundaria (144)",400,356,33,10,1
"Superior no univ. incompleta (145)",22,17,1,3,1
"Superior no univ. completa (146)",53,40,4,5,4
"Superior univ. incompleta (147)",2,2,,,
"Superior univ. completa (148)",4,2,1,,1
"De 30 a 44 años (150)",1439,1308,65,29,37
"Sin nivel (151)",77,76,1,,
"Educación inicial (152)",1,1,,,
"Primaria (153)",907,852,27,9,19
"Secundaria (154)",332,296,18,10,8
"Superior no univ. incompleta (155)",24,19,2,1,2
"Superior no univ. completa (156)",72,49,14,5,4
"Superior univ. incompleta (157)",7,6,,1,
"Superior univ. completa (158)",19,9,3,3,4
"De 45 a 64 años (160)",1157,1086,34,15,22
"Sin nivel (161)",94,93,1,,
"Primaria (163)",861,814,22,8,17
"Secundaria (164)",156,144,5,4,3
"Superior no univ. incompleta (165)",15,15,,,
"Superior no univ. completa (166)",16,10,4,,2
"Superior univ. incompleta (167)",4,3,,1,
"Superior univ. completa (168)",11,7,2,2,
"De 65 y más años (170)",507,490,10,3,4
"Sin nivel (171)",87,87,,,
"Primaria (173)",400,386,8,2,4
"Secundaria (174)",17,15,2,,
"Superior no univ. completa (176)",1,1,,,
"Superior univ. completa (178)",2,1,,1,
