"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 20 a 24 años (023)",136,123,,66,39,15,3,,,,13,202
"De 25 a 29 años (024)",254,214,3,77,69,36,28,1,,,40,446
"De 30 a 34 años (025)",262,247,1,67,55,65,45,10,3,1,15,674
"De 35 a 39 años (026)",249,241,,31,51,49,78,26,5,1,8,845
"De 40 a 44 años (027)",194,191,,19,31,34,65,31,9,2,3,769
"De 45 a 49 años (028)",149,144,,9,16,20,52,31,10,6,5,681
"De 50 y más años (029)",341,337,,29,39,47,99,73,46,4,4,1574
"Desocupada (030)",106,101,,19,16,20,26,18,2,,5,357
"De 15 a 19 años (032)",4,4,,2,2,,,,,,,6
"De 20 a 24 años (033)",13,11,,6,2,2,,1,,,2,22
"De 25 a 29 años (034)",14,13,,4,4,3,1,1,,,1,31
"De 30 a 34 años (035)",24,24,,1,3,6,12,2,,,,90
"De 35 a 39 años (036)",10,9,,,1,6,1,1,,,1,31
"De 40 a 44 años (037)",14,14,,3,1,1,5,4,,,,55
"De 45 a 49 años (038)",9,9,,1,,2,3,3,,,,40
"De 50 y más años (039)",18,17,,2,3,,4,6,2,,1,82
"No PEA (040)",9069,8809,62,1206,1281,1311,2552,1698,583,116,260,36013
"De 12 a 14 años (041)",13,9,,6,3,,,,,,4,12
"De 15 a 19 años (042)",290,252,8,200,39,2,3,,,,38,296
"De 20 a 24 años (043)",914,846,5,389,325,104,20,3,,,68,1452
"De 25 a 29 años (044)",1056,1012,2,189,312,281,207,19,2,,44,2667
"De 30 a 34 años (045)",1014,990,1,67,149,230,406,119,17,1,24,3727
"De 35 a 39 años (046)",954,950,2,36,78,148,381,249,49,7,4,4411
"De 40 a 44 años (047)",940,933,5,22,48,76,338,315,105,24,7,5020
"De 45 a 49 años (048)",781,773,1,37,43,81,240,245,103,23,8,4125
"De 50 y más años (049)",3107,3044,38,260,284,389,957,748,307,61,63,14303
,,,,,,,,,,,,
"URBANA (060)",2972,2826,16,543,491,476,689,443,137,31,146,10316
"De 12 a 14 años (061)",6,5,,1,4,,,,,,1,9
"De 15 a 19 años (062)",73,63,1,55,6,1,,,,,10,70
"De 20 a 24 años (063)",302,268,1,157,81,23,5,1,,,34,417
"De 25 a 29 años (064)",432,379,3,143,124,74,33,,2,,53,767
"De 30 a 34 años (065)",422,406,,74,91,114,92,29,5,1,16,1227
"De 35 a 39 años (066)",364,355,,28,69,88,119,45,5,1,9,1297
"De 40 a 44 años (067)",306,303,2,12,31,46,115,67,24,6,3,1418
"De 45 a 49 años (068)",259,253,,15,18,30,85,76,19,10,6,1269
"De 50 y más años (069)",808,794,9,58,67,100,240,225,82,13,14,3842
"PEA (070)",936,860,2,206,178,168,179,89,31,7,76,2746
"De 12 a 14 años (071)",2,2,,1,1,,,,,,,3
"De 15 a 19 años (072)",14,12,,9,2,1,,,,,2,16
"De 20 a 24 años (073)",65,57,,33,18,4,2,,,,8,90
"De 25 a 29 años (074)",156,120,2,62,33,15,8,,,,36,208
"De 30 a 34 años (075)",182,170,,50,40,48,24,6,1,1,12,436
"De 35 a 39 años (076)",164,156,,21,41,39,44,9,2,,8,485
"De 40 a 44 años (077)",107,105,,8,20,27,33,12,4,1,2,395
"De 45 a 49 años (078)",87,83,,8,9,16,26,18,2,4,4,360
"De 50 y más años (079)",159,155,,14,14,18,42,44,22,1,4,753
"Ocupada (080)",893,819,2,200,171,161,168,79,31,7,74,2593
"De 12 a 14 años (081)",2,2,,1,1,,,,,,,3
"De 15 a 19 años (082)",12,10,,8,1,1,,,,,2,13
"De 20 a 24 años (083)",61,54,,31,17,4,2,,,,7,86
"De 25 a 29 años (084)",151,116,2,61,31,15,7,,,,35,199
"De 30 a 34 años (085)",169,157,,49,38,45,18,5,1,1,12,389
"De 35 a 39 años (086)",159,151,,21,40,37,43,8,2,,8,466
"De 40 a 44 años (087)",104,102,,8,20,27,32,10,4,1,2,378
"De 45 a 49 años (088)",83,79,,8,9,14,26,16,2,4,4,342
"De 50 y más años (089)",152,148,,13,14,18,40,40,22,1,4,717
"Desocupada (090)",43,41,,6,7,7,11,10,,,2,153
"De 15 a 19 años (092)",2,2,,1,1,,,,,,,3
"De 20 a 24 años (093)",4,3,,2,1,,,,,,1,4
"De 25 a 29 años (094)",5,4,,1,2,,1,,,,1,9
"De 30 a 34 años (095)",13,13,,1,2,3,6,1,,,,47
"De 35 a 39 años (096)",5,5,,,1,2,1,1,,,,19
"De 40 a 44 años (097)",3,3,,,,,1,2,,,,17
"De 45 a 49 años (098)",4,4,,,,2,,2,,,,18
"De 50 y más años (099)",7,7,,1,,,2,4,,,,36
"No PEA (100)",2036,1966,14,337,313,308,510,354,106,24,70,7570
"De 12 a 14 años (101)",4,3,,,3,,,,,,1,6
"De 15 a 19 años (102)",59,51,1,46,4,,,,,,8,54
"De 20 a 24 años (103)",237,211,1,124,63,19,3,1,,,26,327
"De 25 a 29 años (104)",276,259,1,81,91,59,25,,2,,17,559
"De 30 a 34 años (105)",240,236,,24,51,66,68,23,4,,4,791
"De 35 a 39 años (106)",200,199,,7,28,49,75,36,3,1,1,812
"De 40 a 44 años (107)",199,198,2,4,11,19,82,55,20,5,1,1023
"De 45 a 49 años (108)",172,170,,7,9,14,59,58,17,6,2,909
"De 50 y más años (109)",649,639,9,44,53,82,198,181,60,12,10,3089
,,,,,,,,,,,,
"RURAL (120)",7825,7615,51,1007,1111,1122,2259,1445,521,99,210,31285
"De 12 a 14 años (121)",10,7,,6,1,,,,,,3,8
"De 15 a 19 años (122)",255,224,8,173,38,2,3,,,,31,267
"De 20 a 24 años (123)",761,712,4,304,285,98,18,3,,,49,1259
"De 25 a 29 años (124)",892,860,2,127,261,246,203,21,,,32,2377
"De 30 a 34 años (125)",878,855,2,61,116,187,371,102,15,1,23,3264
"De 35 a 39 años (126)",849,845,2,39,61,115,341,231,49,7,4,3990
"De 40 a 44 años (127)",842,835,3,32,49,65,293,283,90,20,7,4426
"De 45 a 49 años (128)",680,673,1,32,41,73,210,203,94,19,7,3577
"De 50 y más años (129)",2658,2604,29,233,259,336,820,602,273,52,54,12117
"PEA (130)",792,772,3,138,143,119,217,101,44,7,20,2842
"De 12 a 14 años (131)",1,1,,,1,,,,,,,2
"De 15 a 19 años (132)",24,23,1,19,3,,,,,,1,25
"De 20 a 24 años (133)",84,77,,39,23,13,1,1,,,7,134
"De 25 a 29 años (134)",112,107,1,19,40,24,21,2,,,5,269
"De 30 a 34 años (135)",104,101,1,18,18,23,33,6,2,,3,328
"De 35 a 39 años (136)",95,94,,10,11,16,35,18,3,1,1,391
"De 40 a 44 años (137)",101,100,,14,12,8,37,23,5,1,1,429
"De 45 a 49 años (138)",71,70,,2,7,6,29,16,8,2,1,361
"De 50 y más años (139)",200,199,,17,28,29,61,35,26,3,1,903
"Ocupada (140)",729,712,3,125,134,106,202,93,42,7,17,2638
"De 12 a 14 años (141)",1,1,,,1,,,,,,,2
"De 15 a 19 años (142)",22,21,1,18,2,,,,,,1,22
"De 20 a 24 años (143)",75,69,,35,22,11,1,,,,6,116
"De 25 a 29 años (144)",103,98,1,16,38,21,21,1,,,5,247
"De 30 a 34 años (145)",93,90,1,18,17,20,27,5,2,,3,285
"De 35 a 39 años (146)",90,90,,10,11,12,35,18,3,1,,379
"De 40 a 44 años (147)",90,89,,11,11,7,33,21,5,1,1,391
"De 45 a 49 años (148)",66,65,,1,7,6,26,15,8,2,1,339
"De 50 y más años (149)",189,189,,16,25,29,59,33,24,3,,857
"Desocupada (150)",63,60,,13,9,13,15,8,2,,3,204
"De 15 a 19 años (152)",2,2,,1,1,,,,,,,3
"De 20 a 24 años (153)",9,8,,4,1,2,,1,,,1,18
"De 25 a 29 años (154)",9,9,,3,2,3,,1,,,,22
"De 30 a 34 años (155)",11,11,,,1,3,6,1,,,,43
"De 35 a 39 años (156)",5,4,,,,4,,,,,1,12
"De 40 a 44 años (157)",11,11,,3,1,1,4,2,,,,38
"De 45 a 49 años (158)",5,5,,1,,,3,1,,,,22
"De 50 y más años (159)",11,10,,1,3,,2,2,2,,1,46
"No PEA (160)",7033,6843,48,869,968,1003,2042,1344,477,92,190,28443
"De 12 a 14 años (161)",9,6,,6,,,,,,,3,6
"De 15 a 19 años (162)",231,201,7,154,35,2,3,,,,30,242
"De 20 a 24 años (163)",677,635,4,265,262,85,17,2,,,42,1125
"De 25 a 29 años (164)",780,753,1,108,221,222,182,19,,,27,2108
"De 30 a 34 años (165)",774,754,1,43,98,164,338,96,13,1,20,2936
"De 35 a 39 años (166)",754,751,2,29,50,99,306,213,46,6,3,3599
"De 40 a 44 años (167)",741,735,3,18,37,57,256,260,85,19,6,3997
"De 45 a 49 años (168)",609,603,1,30,34,67,181,187,86,17,6,3216
"De 50 y más años (169)",2458,2405,29,216,231,307,759,567,247,49,53,11214
