"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior no univ. incompleta (065)",77,45,8,7,17
"Superior no univ. completa (066)",123,52,16,26,29
"Superior univ. incompleta (067)",68,43,5,10,10
"Superior univ. completa (068)",259,57,33,86,83
"De 06 a 14 años (070)",45,42,3,,
"Sin nivel (071)",1,1,,,
"Primaria (073)",35,32,3,,
"Secundaria (074)",9,9,,,
"De 15 a 29 años (080)",405,283,44,24,54
"Sin nivel (081)",3,3,,,
"Educación inicial (082)",1,1,,,
"Primaria (083)",48,41,4,2,1
"Secundaria (084)",237,196,20,5,16
"Superior no univ. incompleta (085)",29,15,5,1,8
"Superior no univ. completa (086)",33,15,4,4,10
"Superior univ. incompleta (087)",16,8,3,2,3
"Superior univ. completa (088)",38,4,8,10,16
"De 30 a 44 años (090)",620,398,55,76,91
"Sin nivel (091)",14,13,1,,
"Primaria (093)",130,123,5,,2
"Secundaria (094)",208,173,16,6,13
"Superior no univ. incompleta (095)",26,18,3,,5
"Superior no univ. completa (096)",66,22,11,16,17
"Superior univ. incompleta (097)",31,20,2,5,4
"Superior univ. completa (098)",145,29,17,49,50
"De 45 a 64 años (100)",471,363,22,46,40
"Sin nivel (101)",36,35,,,1
"Primaria (103)",181,171,6,,4
"Secundaria (104)",126,106,7,4,9
"Superior no univ. incompleta (105)",19,9,,6,4
"Superior no univ. completa (106)",22,13,1,6,2
"Superior univ. incompleta (107)",17,11,,3,3
"Superior univ. completa (108)",70,18,8,27,17
"De 65 y más años (110)",193,183,4,2,4
"Sin nivel (111)",31,29,2,,
"Primaria (113)",123,118,1,2,2
"Secundaria (114)",24,21,1,,2
"Superior no univ. incompleta (115)",3,3,,,
"Superior no univ. completa (116)",2,2,,,
"Superior univ. incompleta (117)",4,4,,,
"Superior univ. completa (118)",6,6,,,
,,,,,
"RURAL (120)",1130,898,63,17,152
"Sin nivel (121)",55,47,8,,
"Primaria (123)",503,468,16,,19
"Secundaria (124)",326,292,10,1,23
"Superior no univ. incompleta (125)",47,20,1,1,25
"Superior no univ. completa (126)",62,18,3,1,40
"Superior univ. incompleta (127)",32,16,1,,15
"Superior univ. completa (128)",105,37,24,14,30
"De 06 a 14 años (130)",19,17,2,,
"Sin nivel (131)",4,3,1,,
"Primaria (133)",12,11,1,,
"Secundaria (134)",3,3,,,
"De 15 a 29 años (140)",295,226,11,3,55
"Sin nivel (141)",2,1,1,,
"Primaria (143)",79,74,4,,1
"Secundaria (144)",149,132,5,1,11
"Superior no univ. incompleta (145)",17,7,,1,9
"Superior no univ. completa (146)",19,3,1,,15
"Superior univ. incompleta (147)",9,4,,,5
"Superior univ. completa (148)",20,5,,1,14
"De 30 a 44 años (150)",368,269,28,12,59
"Sin nivel (151)",9,8,1,,
"Primaria (153)",130,116,2,,12
"Secundaria (154)",110,97,5,,8
"Superior no univ. incompleta (155)",19,8,,,11
"Superior no univ. completa (156)",32,11,2,1,18
"Superior univ. incompleta (157)",11,7,1,,3
"Superior univ. completa (158)",57,22,17,11,7
"De 45 a 64 años (160)",309,255,16,2,36
"Sin nivel (161)",23,20,3,,
"Primaria (163)",177,165,6,,6
"Secundaria (164)",54,50,,,4
"Superior no univ. incompleta (165)",9,3,1,,5
"Superior no univ. completa (166)",10,4,,,6
"Superior univ. incompleta (167)",11,4,,,7
"Superior univ. completa (168)",25,9,6,2,8
"De 65 y más años (170)",139,131,6,,2
"Sin nivel (171)",17,15,2,,
"Primaria (173)",105,102,3,,
"Secundaria (174)",10,10,,,
"Superior no univ. incompleta (175)",2,2,,,
"Superior no univ. completa (176)",1,,,,1
"Superior univ. incompleta (177)",1,1,,,
"Superior univ. completa (178)",3,1,1,,1
