"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior no univ. completa (066)",463,226,66,56,115
"Superior univ. incompleta (067)",151,103,14,8,26
"Superior univ. completa (068)",374,154,45,69,106
"De 06 a 14 años (070)",73,40,18,15,
"Sin nivel (071)",1,,1,,
"Primaria (073)",46,23,10,13,
"Secundaria (074)",26,17,7,2,
"De 15 a 29 años (080)",1030,572,182,133,143
"Sin nivel (081)",9,3,2,3,1
"Primaria (083)",71,35,11,12,13
"Secundaria (084)",573,327,104,79,63
"Superior no univ. incompleta (085)",120,80,20,8,12
"Superior no univ. completa (086)",157,81,33,16,27
"Superior univ. incompleta (087)",45,24,5,5,11
"Superior univ. completa (088)",55,22,7,10,16
"De 30 a 44 años (090)",1202,701,166,150,185
"Sin nivel (091)",14,4,4,5,1
"Primaria (093)",163,86,31,34,12
"Secundaria (094)",508,348,77,39,44
"Superior no univ. incompleta (095)",78,50,8,6,14
"Superior no univ. completa (096)",212,100,26,29,57
"Superior univ. incompleta (097)",57,38,5,2,12
"Superior univ. completa (098)",170,75,15,35,45
"De 45 a 64 años (100)",884,560,114,83,127
"Sin nivel (101)",34,21,9,3,1
"Primaria (103)",221,148,44,21,8
"Secundaria (104)",325,241,28,22,34
"Superior no univ. incompleta (105)",33,21,1,1,10
"Superior no univ. completa (106)",88,42,6,11,29
"Superior univ. incompleta (107)",46,38,4,1,3
"Superior univ. completa (108)",137,49,22,24,42
"De 65 y más años (110)",185,157,15,4,9
"Sin nivel (111)",15,12,2,1,
"Primaria (113)",110,99,7,2,2
"Secundaria (114)",35,29,3,1,2
"Superior no univ. incompleta (115)",4,3,1,,
"Superior no univ. completa (116)",6,3,1,,2
"Superior univ. incompleta (117)",3,3,,,
"Superior univ. completa (118)",12,8,1,,3
,,,,,
"RURAL (120)",1796,1227,358,158,53
"Sin nivel (121)",75,62,12,1,
"Primaria (123)",462,347,78,35,2
"Secundaria (124)",919,610,199,84,26
"Superior no univ. incompleta (125)",105,60,26,14,5
"Superior no univ. completa (126)",109,69,18,17,5
"Superior univ. incompleta (127)",39,31,5,2,1
"Superior univ. completa (128)",87,48,20,5,14
"De 06 a 14 años (130)",16,7,4,5,
"Primaria (133)",7,2,2,3,
"Secundaria (134)",9,5,2,2,
"De 15 a 29 años (140)",559,347,136,58,18
"Sin nivel (141)",4,3,1,,
"Primaria (143)",47,33,10,4,
"Secundaria (144)",356,222,89,37,8
"Superior no univ. incompleta (145)",63,36,17,9,1
"Superior no univ. completa (146)",50,32,9,7,2
"Superior univ. incompleta (147)",16,11,4,1,
"Superior univ. completa (148)",23,10,6,,7
"De 30 a 44 años (150)",596,383,134,59,20
"Sin nivel (151)",15,10,4,1,
"Primaria (153)",111,71,30,10,
"Secundaria (154)",345,223,79,35,8
"Superior no univ. incompleta (155)",31,17,7,3,4
"Superior no univ. completa (156)",44,29,6,7,2
"Superior univ. incompleta (157)",11,8,1,1,1
"Superior univ. completa (158)",39,25,7,2,5
"De 45 a 64 años (160)",494,374,72,34,14
"Sin nivel (161)",32,30,2,,
"Primaria (163)",209,159,32,16,2
"Secundaria (164)",194,148,27,10,9
"Superior no univ. incompleta (165)",10,6,2,2,
"Superior no univ. completa (166)",14,7,3,3,1
"Superior univ. incompleta (167)",12,12,,,
"Superior univ. completa (168)",23,12,6,3,2
"De 65 y más años (170)",131,116,12,2,1
"Sin nivel (171)",24,19,5,,
"Primaria (173)",88,82,4,2,
"Secundaria (174)",15,12,2,,1
"Superior no univ. incompleta (175)",1,1,,,
"Superior no univ. completa (176)",1,1,,,
"Superior univ. completa (178)",2,1,1,,
