"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hijo(a)/ hijastro(a) (051)",962,104,40,309,344,71,38,24,32
"Yerno/ nuera (052)",38,1,,1,20,4,6,3,3
"Nieto(a) (053)",89,23,6,33,18,3,1,5,
"Padres/ suegros (054)",27,7,,19,,,,,1
"Otro(a) pariente (055)",195,17,,46,88,13,17,1,13
"Trabajador(a) del hogar (056)",2,,,,2,,,,
"Pensionista (057)",2,,,,2,,,,
"Otro(a) no pariente (058)",77,2,,21,34,3,7,3,7
"Mujeres (060)",2825,406,55,1128,762,126,169,56,123
"Jefe o Jefa (061)",730,146,2,326,148,27,39,9,33
"Esposa(o)/ compa¤era(o) (062)",880,75,,425,257,25,55,10,33
"Hijo(a)/ hijastro(a) (063)",848,104,44,281,255,49,56,29,30
"Yerno/ nuera (064)",33,,,3,14,7,2,2,5
"Nieto(a) (065)",78,19,8,28,18,1,,3,1
"Padres/ suegros (066)",45,34,,10,1,,,,
"Otro(a) pariente (067)",140,20,1,41,48,6,10,3,11
"Trabajador(a) del hogar (068)",1,,,,1,,,,
"Pensionista (069)",1,,,,1,,,,
"Otro(a) no pariente (070)",69,8,,14,19,11,7,,10
,,,,,,,,,
"RURAL (072)",1612,221,33,740,476,29,66,17,30
"Jefe o Jefa (073)",677,87,,330,196,9,32,7,16
"Esposa(o)/ compa¤era(o) (074)",268,40,,152,59,5,8,1,3
"Hijo(a)/ hijastro(a) (075)",500,67,25,195,174,13,15,4,7
"Yerno/ nuera (076)",15,,,2,12,,1,,
"Nieto(a) (077)",36,7,8,11,6,1,,3,
"Padres/ suegros (078)",16,11,,5,,,,,
"Otro(a) pariente (079)",69,9,,33,20,,5,1,1
"Otro(a) no pariente (082)",31,,,12,9,1,5,1,3
"Hombres (084)",841,68,13,378,304,17,31,11,19
"Jefe o Jefa (085)",460,24,,229,164,7,17,7,12
"Esposa(o)/ compa¤era(o) (086)",27,,,12,8,1,4,,2
"Hijo(a)/ hijastro(a) (087)",275,38,10,100,109,7,7,1,3
"Yerno/ nuera (088)",5,,,1,4,,,,
"Nieto(a) (089)",18,5,3,6,1,1,,2,
"Padres/ suegros (090)",2,,,2,,,,,
"Otro(a) pariente (091)",35,1,,19,11,,2,1,1
"Otro(a) no pariente (094)",19,,,9,7,1,1,,1
"Mujeres (096)",771,153,20,362,172,12,35,6,11
"Jefe o Jefa (097)",217,63,,101,32,2,15,,4
"Esposa(o)/ compa¤era(o) (098)",241,40,,140,51,4,4,1,1
"Hijo(a)/ hijastro(a) (099)",225,29,15,95,65,6,8,3,4
"Yerno/ nuera (100)",10,,,1,8,,1,,
"Nieto(a) (101)",18,2,5,5,5,,,1,
"Padres/ suegros (102)",14,11,,3,,,,,
"Otro(a) pariente (103)",34,8,,14,9,,3,,
"Otro(a) no pariente (106)",12,,,3,2,,4,1,2
