"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Educación inicial (062)",3,2,1,,
"Primaria (063)",614,557,42,4,11
"Secundaria (064)",795,666,56,19,54
"Superior no univ. incompleta (065)",97,72,7,7,11
"Superior no univ. completa (066)",224,70,20,38,96
"Superior univ. incompleta (067)",59,32,8,4,15
"Superior univ. completa (068)",292,68,28,63,133
"De 06 a 14 años (070)",63,52,11,,
"Sin nivel (071)",1,1,,,
"Educación inicial (072)",1,,1,,
"Primaria (073)",48,39,9,,
"Secundaria (074)",13,12,1,,
"De 15 a 29 años (080)",583,423,54,28,78
"Sin nivel (081)",3,3,,,
"Primaria (083)",82,72,7,2,1
"Secundaria (084)",326,269,28,11,18
"Superior no univ. incompleta (085)",41,30,4,3,4
"Superior no univ. completa (086)",57,22,6,6,23
"Superior univ. incompleta (087)",23,11,6,,6
"Superior univ. completa (088)",51,16,3,6,26
"De 30 a 44 años (090)",794,532,60,57,145
"Sin nivel (091)",18,17,1,,
"Educación inicial (092)",2,2,,,
"Primaria (093)",176,157,13,2,4
"Secundaria (094)",280,240,17,4,19
"Superior no univ. incompleta (095)",40,31,2,3,4
"Superior no univ. completa (096)",112,36,11,15,50
"Superior univ. incompleta (097)",23,13,2,2,6
"Superior univ. completa (098)",143,36,14,31,62
"De 45 a 64 años (100)",546,369,34,50,93
"Sin nivel (101)",26,25,1,,
"Primaria (103)",185,171,10,,4
"Secundaria (104)",161,132,9,4,16
"Superior no univ. incompleta (105)",14,10,1,1,2
"Superior no univ. completa (106)",55,12,3,17,23
"Superior univ. incompleta (107)",11,6,,2,3
"Superior univ. completa (108)",94,13,10,26,45
"De 65 y más años (110)",160,151,5,,4
"Sin nivel (111)",14,14,,,
"Primaria (113)",123,118,3,,2
"Secundaria (114)",15,13,1,,1
"Superior no univ. incompleta (115)",2,1,,,1
"Superior univ. incompleta (117)",2,2,,,
"Superior univ. completa (118)",4,3,1,,
,,,,,
"RURAL (120)",7212,5246,402,164,1400
"Sin nivel (121)",486,466,17,3,
"Educación inicial (122)",5,4,1,,
"Primaria (123)",2712,2415,154,25,118
"Secundaria (124)",3018,2050,156,68,744
"Superior no univ. incompleta (125)",224,100,12,9,103
"Superior no univ. completa (126)",379,102,29,32,216
"Superior univ. incompleta (127)",107,45,7,4,51
"Superior univ. completa (128)",281,64,26,23,168
"De 06 a 14 años (130)",171,164,7,,
"Sin nivel (131)",26,26,,,
"Educación inicial (132)",3,3,,,
"Primaria (133)",106,102,4,,
"Secundaria (134)",36,33,3,,
"De 15 a 29 años (140)",2176,1477,132,57,510
"Sin nivel (141)",87,84,2,1,
"Educación inicial (142)",1,,1,,
"Primaria (143)",456,398,38,8,12
"Secundaria (144)",1250,882,69,30,269
"Superior no univ. incompleta (145)",91,36,2,3,50
"Superior no univ. completa (146)",165,39,9,11,106
"Superior univ. incompleta (147)",41,18,4,1,18
"Superior univ. completa (148)",85,20,7,3,55
"De 30 a 44 años (150)",2523,1689,138,58,638
"Sin nivel (151)",121,113,7,1,
"Educación inicial (152)",1,1,,,
"Primaria (153)",825,720,49,8,48
"Secundaria (154)",1158,720,51,22,365
"Superior no univ. incompleta (155)",102,47,8,3,44
"Superior no univ. completa (156)",159,49,12,15,83
"Superior univ. incompleta (157)",49,17,1,1,30
"Superior univ. completa (158)",108,22,10,8,68
"De 45 a 64 años (160)",1770,1383,97,45,245
"Sin nivel (161)",162,155,6,1,
"Primaria (163)",895,795,39,5,56
"Secundaria (164)",530,374,32,16,108
"Superior no univ. incompleta (165)",26,13,2,3,8
"Superior no univ. completa (166)",54,14,8,6,26
"Superior univ. incompleta (167)",17,10,2,2,3
"Superior univ. completa (168)",86,22,8,12,44
"De 65 y más años (170)",572,533,28,4,7
"Sin nivel (171)",90,88,2,,
"Primaria (173)",430,400,24,4,2
"Secundaria (174)",44,41,1,,2
"Superior no univ. incompleta (175)",5,4,,,1
"Superior no univ. completa (176)",1,,,,1
"Superior univ. completa (178)",2,,1,,1
