"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador independiente (059)",3,3,,,
"Trabajador familiar no remunerado (061)",41,39,2,,
"Trabajador del hogar (062)",1,1,,,
"De 15 a 29 años (064)",1342,846,168,168,160
"Empleado (065)",328,93,40,75,120
"Obrero (066)",425,201,92,93,39
"Trabajador independiente (067)",281,261,20,,
"Empleador o patrono (068)",2,,2,,
"Trabajador familiar no remunerado (069)",275,260,14,,1
"Trabajador del hogar (070)",31,31,,,
"De 30 a 44 años (072)",1592,894,206,287,205
"Empleado (073)",585,108,110,192,175
"Obrero (074)",331,147,61,93,30
"Trabajador independiente (075)",464,434,30,,
"Empleador o patrono (076)",10,10,,,
"Trabajador familiar no remunerado (077)",198,191,5,2,
"Trabajador del hogar (078)",4,4,,,
"De 45 a 64 años (080)",1136,816,125,90,105
"Empleado (081)",200,30,50,44,76
"Obrero (082)",256,144,40,44,28
"Trabajador independiente (083)",517,495,22,,
"Empleador o patrono (084)",16,11,4,1,
"Trabajador familiar no remunerado (085)",143,132,9,1,1
"Trabajador del hogar (086)",4,4,,,
"De 65 y más años (088)",523,473,27,13,10
"Empleado (089)",14,2,3,2,7
"Obrero (090)",79,57,9,10,3
"Trabajador independiente (091)",316,307,9,,
"Empleador o patrono (092)",12,11,1,,
"Trabajador familiar no remunerado (093)",100,94,5,1,
"Trabajador del hogar (094)",2,2,,,
,,,,,
"RURAL (096)",5558,3854,498,467,739
"Empleado (097)",642,133,127,115,267
"Obrero (098)",1587,525,270,320,472
"Trabajador independiente (099)",2211,2136,75,,
"Empleador o patrono (100)",24,17,3,4,
"Trabajador familiar no remunerado (101)",1081,1030,23,28,
"Trabajador del hogar (102)",13,13,,,
"De 06 a 14 años (104)",86,77,3,6,
"Obrero (106)",6,5,,1,
"Trabajador familiar no remunerado (109)",79,71,3,5,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",1497,915,150,151,281
"Empleado (113)",198,48,33,28,89
"Obrero (114)",573,184,86,111,192
"Trabajador independiente (115)",353,336,17,,
"Empleador o patrono (116)",8,6,1,1,
"Trabajador familiar no remunerado (117)",357,333,13,11,
"Trabajador del hogar (118)",8,8,,,
"De 30 a 44 años (120)",1815,1096,186,185,348
"Empleado (121)",329,59,65,65,140
"Obrero (122)",563,151,90,114,208
"Trabajador independiente (123)",628,600,28,,
"Empleador o patrono (124)",6,4,,2,
"Trabajador familiar no remunerado (125)",288,281,3,4,
"Trabajador del hogar (126)",1,1,,,
"De 45 a 64 años (128)",1449,1114,129,104,102
"Empleado (129)",113,25,29,22,37
"Obrero (130)",347,134,71,77,65
"Trabajador independiente (131)",760,735,25,,
"Empleador o patrono (132)",6,3,2,1,
"Trabajador familiar no remunerado (133)",223,217,2,4,
"De 65 y más años (136)",711,652,30,21,8
"Empleado (137)",2,1,,,1
"Obrero (138)",98,51,23,17,7
"Trabajador independiente (139)",470,465,5,,
"Empleador o patrono (140)",4,4,,,
"Trabajador familiar no remunerado (141)",134,128,2,4,
"Trabajador del hogar (142)",3,3,,,
