"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador independiente (051)",102928,97752,5176,,
"Empleador o patrono (052)",5129,3772,691,459,207
"Trabajador familiar no remunerado (053)",7283,6495,472,229,87
"Trabajador del hogar (054)",9708,9708,,,
"De 06 a 14 años (056)",2665,2319,205,95,46
"Empleado (057)",365,312,32,16,5
"Obrero (058)",428,280,61,50,37
"Trabajador independiente (059)",727,687,40,,
"Empleador o patrono (060)",5,3,2,,
"Trabajador familiar no remunerado (061)",819,716,70,29,4
"Trabajador del hogar (062)",321,321,,,
"De 15 a 29 años (064)",81398,54399,10081,8591,8327
"Empleado (065)",31094,14266,5038,5989,5801
"Obrero (066)",15399,7734,2827,2396,2442
"Trabajador independiente (067)",26299,24441,1858,,
"Empleador o patrono (068)",1145,811,173,114,47
"Trabajador familiar no remunerado (069)",2459,2145,185,92,37
"Trabajador del hogar (070)",5002,5002,,,
"De 30 a 44 años (072)",96552,61502,9447,10677,14926
"Empleado (073)",34652,10556,4611,7951,11534
"Obrero (074)",15292,6984,2539,2479,3290
"Trabajador independiente (075)",39754,37848,1906,,
"Empleador o patrono (076)",1972,1427,276,189,80
"Trabajador familiar no remunerado (077)",2110,1915,115,58,22
"Trabajador del hogar (078)",2772,2772,,,
"De 45 a 64 años (080)",66054,43565,5224,6015,11250
"Empleado (081)",20243,5281,2195,4241,8526
"Obrero (082)",10546,4774,1526,1611,2635
"Trabajador independiente (083)",30595,29376,1219,,
"Empleador o patrono (084)",1693,1282,206,128,77
"Trabajador familiar no remunerado (085)",1531,1406,78,35,12
"Trabajador del hogar (086)",1446,1446,,,
"De 65 y más años (088)",8914,7515,514,366,519
"Empleado (089)",1173,494,137,198,344
"Obrero (090)",1343,892,166,125,160
"Trabajador independiente (091)",5553,5400,153,,
"Empleador o patrono (092)",314,249,34,28,3
"Trabajador familiar no remunerado (093)",364,313,24,15,12
"Trabajador del hogar (094)",167,167,,,
,,,,,
"RURAL (096)",15873,11600,1913,1113,1247
"Empleado (097)",1132,436,213,191,292
"Obrero (098)",8434,5305,1284,897,948
"Trabajador independiente (099)",4896,4588,308,,
"Empleador o patrono (100)",253,199,39,12,3
"Trabajador familiar no remunerado (101)",816,730,69,13,4
"Trabajador del hogar (102)",342,342,,,
"De 06 a 14 años (104)",262,200,40,14,8
"Empleado (105)",5,3,,1,1
"Obrero (106)",120,72,30,11,7
"Trabajador independiente (107)",27,25,2,,
"Trabajador familiar no remunerado (109)",98,88,8,2,
"Trabajador del hogar (110)",12,12,,,
"De 15 a 29 años (112)",5560,3992,788,398,382
"Empleado (113)",440,207,90,59,84
"Obrero (114)",3333,2156,551,329,297
"Trabajador independiente (115)",1183,1083,100,,
"Empleador o patrono (116)",39,27,9,3,
"Trabajador familiar no remunerado (117)",370,324,38,7,1
"Trabajador del hogar (118)",195,195,,,
"De 30 a 44 años (120)",5455,3909,652,422,472
"Empleado (121)",406,138,73,81,114
"Obrero (122)",2895,1765,442,335,353
"Trabajador independiente (123)",1778,1667,111,,
"Empleador o patrono (124)",88,72,10,4,2
"Trabajador familiar no remunerado (125)",195,174,16,2,3
"Trabajador del hogar (126)",93,93,,,
"De 45 a 64 años (128)",3769,2752,384,264,369
"Empleado (129)",267,81,47,48,91
"Obrero (130)",1812,1092,234,209,277
"Trabajador independiente (131)",1469,1386,83,,
"Empleador o patrono (132)",86,66,14,5,1
"Trabajador familiar no remunerado (133)",98,90,6,2,
"Trabajador del hogar (134)",37,37,,,
"De 65 y más años (136)",827,747,49,15,16
"Empleado (137)",14,7,3,2,2
"Obrero (138)",274,220,27,13,14
"Trabajador independiente (139)",439,427,12,,
"Empleador o patrono (140)",40,34,6,,
"Trabajador familiar no remunerado (141)",55,54,1,,
"Trabajador del hogar (142)",5,5,,,
