"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Actividad economica no especificada (044)",22,,9,6,1,6
"Desocupado (045)",187,2,83,56,32,14
"Mujeres (046)",803,18,252,335,148,50
"Agric., ganadería, caza y silvicultura (047)",252,10,81,88,48,25
"Explotación de minas y canteras (049)",1,,,1,,
"Industrias manufactureras (050)",5,,1,,1,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",121,1,31,61,24,4
"Comercio al por mayor (055)",3,,,3,,
"Comercio al por menor (056)",118,1,31,58,24,4
"Hoteles y restaurantes (057)",32,1,5,13,12,1
"Trans., almac. y comunicaciones (058)",5,,2,1,2,
"Activid.inmobil., empres. y alquileres (060)",2,,,,2,
"Admin.pub. y defensa; p. segur.soc afil (061)",13,,3,9,1,
"Enseñanza (062)",157,,32,101,24,
"Servicios sociales y de salud (063)",17,,9,7,1,
"Otras activ. serv.comun.soc y personales (064)",10,,4,4,2,
"Hogares privados con servicio doméstico (065)",66,,38,17,6,5
"Actividad economica no especificada (067)",72,,21,27,16,8
"Desocupado (068)",50,6,25,6,9,4
,,,,,,
"URBANA (069)",1122,8,273,491,293,57
"Agric., ganadería, caza y silvicultura (070)",353,3,100,111,108,31
"Explotación de minas y canteras (072)",1,,1,,,
"Industrias manufactureras (073)",28,,3,14,10,1
"Construcción (075)",46,1,8,18,17,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",145,1,34,77,28,5
"Venta, mant.y rep. veh.autom.y motoc. (077)",1,,,1,,
"Comercio al por mayor (078)",9,,1,7,1,
"Comercio al por menor (079)",135,1,33,69,27,5
"Hoteles y restaurantes (080)",25,1,2,9,12,1
"Trans., almac. y comunicaciones (081)",23,,9,9,5,
"Intermediación financiera (082)",2,,,1,1,
"Activid.inmobil., empres. y alquileres (083)",10,,1,5,2,2
"Admin.pub. y defensa; p. segur.soc afil (084)",94,,14,56,22,2
"Enseñanza (085)",234,,34,131,66,3
"Servicios sociales y de salud (086)",23,,9,12,1,1
"Otras activ. serv.comun.soc y personales (087)",8,,2,4,2,
"Hogares privados con servicio doméstico (088)",42,1,22,13,3,3
"Actividad economica no especificada (090)",35,,14,11,5,5
"Desocupado (091)",53,1,20,20,11,1
"Hombres (092)",812,5,188,338,232,49
"Agric., ganadería, caza y silvicultura (093)",332,3,94,104,101,30
"Explotación de minas y canteras (095)",1,,1,,,
"Industrias manufactureras (096)",27,,3,14,9,1
"Construcción (098)",46,1,8,18,17,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",69,,19,33,13,4
"Venta, mant.y rep. veh.autom.y motoc. (100)",1,,,1,,
"Comercio al por mayor (101)",6,,1,4,1,
"Comercio al por menor (102)",62,,18,28,12,4
"Hoteles y restaurantes (103)",3,,,,2,1
"Trans., almac. y comunicaciones (104)",18,,7,8,3,
"Intermediación financiera (105)",2,,,1,1,
"Activid.inmobil., empres. y alquileres (106)",10,,1,5,2,2
"Admin.pub. y defensa; p. segur.soc afil (107)",84,,11,49,22,2
"Enseñanza (108)",136,,12,71,50,3
"Servicios sociales y de salud (109)",15,,4,9,1,1
"Otras activ. serv.comun.soc y personales (110)",2,,,1,1,
"Hogares privados con servicio doméstico (111)",8,1,4,3,,
"Actividad economica no especificada (113)",13,,7,2,1,3
"Desocupado (114)",46,,17,20,9,
"Mujeres (115)",310,3,85,153,61,8
"Agric., ganadería, caza y silvicultura (116)",21,,6,7,7,1
"Industrias manufactureras (119)",1,,,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",76,1,15,44,15,1
"Comercio al por mayor (124)",3,,,3,,
"Comercio al por menor (125)",73,1,15,41,15,1
"Hoteles y restaurantes (126)",22,1,2,9,10,
"Trans., almac. y comunicaciones (127)",5,,2,1,2,
"Admin.pub. y defensa; p. segur.soc afil (130)",10,,3,7,,
"Enseñanza (131)",98,,22,60,16,
"Servicios sociales y de salud (132)",8,,5,3,,
"Otras activ. serv.comun.soc y personales (133)",6,,2,3,1,
"Hogares privados con servicio doméstico (134)",34,,18,10,3,3
"Actividad economica no especificada (136)",22,,7,9,4,2
"Desocupado (137)",7,1,3,,2,1
,,,,,,
"RURAL (138)",3538,43,1059,1259,840,337
"Agric., ganadería, caza y silvicultura (139)",2785,35,804,970,690,286
"Pesca (140)",2,,,1,1,
"Explotación de minas y canteras (141)",9,,4,2,3,
"Industrias manufactureras (142)",31,,3,10,9,9
"Suministro de electricidad, gas y agua (143)",1,,1,,,
"Construcción (144)",94,,36,38,16,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",103,,36,40,22,5
"Venta, mant.y rep. veh.autom.y motoc. (146)",1,,1,,,
"Comercio al por mayor (147)",4,,2,,2,
"Comercio al por menor (148)",98,,33,40,20,5
"Hoteles y restaurantes (149)",12,,4,4,3,1
"Trans., almac. y comunicaciones (150)",11,,7,2,2,
"Activid.inmobil., empres. y alquileres (152)",3,,,1,2,
"Admin.pub. y defensa; p. segur.soc afil (153)",31,,6,17,6,2
"Enseñanza (154)",152,,22,93,37,
"Servicios sociales y de salud (155)",14,,6,6,2,
"Otras activ. serv.comun.soc y personales (156)",6,,2,3,1,
"Hogares privados con servicio doméstico (157)",41,1,24,8,4,4
"Actividad economica no especificada (159)",59,,16,22,12,9
"Desocupado (160)",184,7,88,42,30,17
"Hombres (161)",3045,28,892,1077,753,295
"Agric., ganadería, caza y silvicultura (162)",2554,25,729,889,649,262
"Pesca (163)",2,,,1,1,
"Explotación de minas y canteras (164)",8,,4,1,3,
"Industrias manufactureras (165)",27,,2,10,9,6
"Suministro de electricidad, gas y agua (166)",1,,1,,,
"Construcción (167)",94,,36,38,16,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",58,,20,23,13,2
"Venta, mant.y rep. veh.autom.y motoc. (169)",1,,1,,,
"Comercio al por mayor (170)",4,,2,,2,
"Comercio al por menor (171)",53,,17,23,11,2
"Hoteles y restaurantes (172)",2,,1,,1,
"Trans., almac. y comunicaciones (173)",11,,7,2,2,
"Activid.inmobil., empres. y alquileres (175)",1,,,1,,
"Admin.pub. y defensa; p. segur.soc afil (176)",28,,6,15,5,2
"Enseñanza (177)",93,,12,52,29,
"Servicios sociales y de salud (178)",5,,2,2,1,
"Otras activ. serv.comun.soc y personales (179)",2,,,2,,
"Hogares privados con servicio doméstico (180)",9,1,4,1,1,2
"Actividad economica no especificada (182)",9,,2,4,,3
"Desocupado (183)",141,2,66,36,23,14
"Mujeres (184)",493,15,167,182,87,42
"Agric., ganadería, caza y silvicultura (185)",231,10,75,81,41,24
"Explotación de minas y canteras (187)",1,,,1,,
"Industrias manufactureras (188)",4,,1,,,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",45,,16,17,9,3
"Comercio al por menor (194)",45,,16,17,9,3
"Hoteles y restaurantes (195)",10,,3,4,2,1
"Activid.inmobil., empres. y alquileres (198)",2,,,,2,
"Admin.pub. y defensa; p. segur.soc afil (199)",3,,,2,1,
"Enseñanza (200)",59,,10,41,8,
"Servicios sociales y de salud (201)",9,,4,4,1,
"Otras activ. serv.comun.soc y personales (202)",4,,2,1,1,
"Hogares privados con servicio doméstico (203)",32,,20,7,3,2
"Actividad economica no especificada (205)",50,,14,18,12,6
"Desocupado (206)",43,5,22,6,7,3
