"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Desocupado (045)",153,5,42,63,40,3
"Mujeres (046)",1405,26,356,479,388,156
"Agric., ganadería, caza y silvicultura (047)",841,18,188,237,272,126
"Industrias manufactureras (050)",20,1,3,6,3,7
"Suministro de electricidad, gas y agua (051)",1,,,1,,
"Construcción (052)",23,1,9,12,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",162,1,33,72,44,12
"Comercio al por mayor (055)",4,,1,2,,1
"Comercio al por menor (056)",158,1,32,70,44,11
"Hoteles y restaurantes (057)",54,2,17,18,13,4
"Trans., almac. y comunicaciones (058)",11,,5,4,2,
"Intermediación financiera (059)",1,,,1,,
"Activid.inmobil., empres. y alquileres (060)",5,,1,2,2,
"Admin.pub. y defensa; p. segur.soc afil (061)",21,,13,6,2,
"Enseñanza (062)",124,,37,64,23,
"Servicios sociales y de salud (063)",33,,7,21,5,
"Otras activ. serv.comun.soc y personales (064)",9,,1,2,6,
"Hogares privados con servicio doméstico (065)",30,2,16,9,2,1
"Actividad economica no especificada (067)",49,,16,15,12,6
"Desocupado (068)",21,1,10,9,1,
,,,,,,
"URBANA (069)",2416,51,605,902,646,212
"Agric., ganadería, caza y silvicultura (070)",1110,34,265,314,343,154
"Explotación de minas y canteras (072)",18,,5,11,2,
"Industrias manufactureras (073)",71,2,18,14,19,18
"Suministro de electricidad, gas y agua (074)",9,,5,4,,
"Construcción (075)",194,5,63,90,35,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",220,3,51,94,53,19
"Venta, mant.y rep. veh.autom.y motoc. (077)",2,,1,1,,
"Comercio al por mayor (078)",6,,3,1,1,1
"Comercio al por menor (079)",212,3,47,92,52,18
"Hoteles y restaurantes (080)",59,4,15,21,14,5
"Trans., almac. y comunicaciones (081)",59,,22,25,11,1
"Intermediación financiera (082)",3,,1,1,1,
"Activid.inmobil., empres. y alquileres (083)",28,,8,13,6,1
"Admin.pub. y defensa; p. segur.soc afil (084)",114,,30,58,24,2
"Enseñanza (085)",263,,42,139,82,
"Servicios sociales y de salud (086)",61,,12,38,10,1
"Otras activ. serv.comun.soc y personales (087)",21,,5,8,7,1
"Hogares privados con servicio doméstico (088)",28,2,15,8,2,1
"Actividad economica no especificada (090)",81,1,20,31,22,7
"Desocupado (091)",77,,28,33,15,1
"Hombres (092)",1511,35,377,569,410,120
"Agric., ganadería, caza y silvicultura (093)",718,25,181,204,217,91
"Explotación de minas y canteras (095)",18,,5,11,2,
"Industrias manufactureras (096)",52,1,16,8,16,11
"Suministro de electricidad, gas y agua (097)",8,,5,3,,
"Construcción (098)",179,4,60,80,34,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",70,2,22,26,13,7
"Venta, mant.y rep. veh.autom.y motoc. (100)",2,,1,1,,
"Comercio al por mayor (101)",3,,2,,1,
"Comercio al por menor (102)",65,2,19,25,12,7
"Hoteles y restaurantes (103)",10,2,1,4,2,1
"Trans., almac. y comunicaciones (104)",48,,17,21,9,1
"Intermediación financiera (105)",2,,1,,1,
"Activid.inmobil., empres. y alquileres (106)",23,,7,11,4,1
"Admin.pub. y defensa; p. segur.soc afil (107)",93,,17,52,22,2
"Enseñanza (108)",146,,8,79,59,
"Servicios sociales y de salud (109)",28,,5,17,5,1
"Otras activ. serv.comun.soc y personales (110)",12,,4,6,1,1
"Actividad economica no especificada (113)",37,1,7,17,10,2
"Desocupado (114)",67,,21,30,15,1
"Mujeres (115)",905,16,228,333,236,92
"Agric., ganadería, caza y silvicultura (116)",392,9,84,110,126,63
"Industrias manufactureras (119)",19,1,2,6,3,7
"Suministro de electricidad, gas y agua (120)",1,,,1,,
"Construcción (121)",15,1,3,10,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",150,1,29,68,40,12
"Comercio al por mayor (124)",3,,1,1,,1
"Comercio al por menor (125)",147,1,28,67,40,11
"Hoteles y restaurantes (126)",49,2,14,17,12,4
"Trans., almac. y comunicaciones (127)",11,,5,4,2,
"Intermediación financiera (128)",1,,,1,,
"Activid.inmobil., empres. y alquileres (129)",5,,1,2,2,
"Admin.pub. y defensa; p. segur.soc afil (130)",21,,13,6,2,
"Enseñanza (131)",117,,34,60,23,
"Servicios sociales y de salud (132)",33,,7,21,5,
"Otras activ. serv.comun.soc y personales (133)",9,,1,2,6,
"Hogares privados con servicio doméstico (134)",28,2,15,8,2,1
"Actividad economica no especificada (136)",44,,13,14,12,5
"Desocupado (137)",10,,7,3,,
,,,,,,
"RURAL (138)",1331,25,325,423,399,159
"Agric., ganadería, caza y silvicultura (139)",1057,18,225,320,343,151
"Explotación de minas y canteras (141)",18,,10,6,2,
"Industrias manufactureras (142)",9,,2,3,1,3
"Construcción (144)",67,1,29,29,8,
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",19,,7,5,7,
"Venta, mant.y rep. veh.autom.y motoc. (146)",1,,1,,,
"Comercio al por mayor (147)",1,,,1,,
"Comercio al por menor (148)",17,,6,4,7,
"Hoteles y restaurantes (149)",5,,3,1,1,
"Trans., almac. y comunicaciones (150)",3,,,2,1,
"Activid.inmobil., empres. y alquileres (152)",2,,,1,1,
"Admin.pub. y defensa; p. segur.soc afil (153)",17,,10,5,2,
"Enseñanza (154)",20,,6,6,7,1
"Servicios sociales y de salud (155)",3,,1,2,,
"Otras activ. serv.comun.soc y personales (156)",1,,,,,1
"Hogares privados con servicio doméstico (157)",3,,2,1,,
"Actividad economica no especificada (159)",10,,6,3,,1
"Desocupado (160)",97,6,24,39,26,2
"Hombres (161)",831,15,197,277,247,95
"Agric., ganadería, caza y silvicultura (162)",608,9,121,193,197,88
"Explotación de minas y canteras (164)",18,,10,6,2,
"Industrias manufactureras (165)",8,,1,3,1,3
"Construcción (167)",59,1,23,27,8,
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",7,,3,1,3,
"Venta, mant.y rep. veh.autom.y motoc. (169)",1,,1,,,
"Comercio al por menor (171)",6,,2,1,3,
"Trans., almac. y comunicaciones (173)",3,,,2,1,
"Activid.inmobil., empres. y alquileres (175)",2,,,1,1,
"Admin.pub. y defensa; p. segur.soc afil (176)",17,,10,5,2,
"Enseñanza (177)",13,,3,2,7,1
"Servicios sociales y de salud (178)",3,,1,2,,
"Otras activ. serv.comun.soc y personales (179)",1,,,,,1
"Hogares privados con servicio doméstico (180)",1,,1,,,
"Actividad economica no especificada (182)",5,,3,2,,
"Desocupado (183)",86,5,21,33,25,2
"Mujeres (184)",500,10,128,146,152,64
"Agric., ganadería, caza y silvicultura (185)",449,9,104,127,146,63
"Industrias manufactureras (188)",1,,1,,,
"Construcción (190)",8,,6,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",12,,4,4,4,
"Comercio al por mayor (193)",1,,,1,,
"Comercio al por menor (194)",11,,4,3,4,
"Hoteles y restaurantes (195)",5,,3,1,1,
"Enseñanza (200)",7,,3,4,,
"Hogares privados con servicio doméstico (203)",2,,1,1,,
"Actividad economica no especificada (205)",5,,3,1,,1
"Desocupado (206)",11,1,3,6,1,
