"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obrero (058)",2,,,2,
"Trabajador independiente (059)",17,16,1,,
"Empleador o patrono (060)",1,1,,,
"Trabajador familiar no remunerado (061)",51,48,3,,
"Trabajador del hogar (062)",2,2,,,
"De 15 a 29 años (064)",978,755,88,52,83
"Empleado (065)",192,53,24,34,81
"Obrero (066)",99,56,26,15,2
"Trabajador independiente (067)",442,414,28,,
"Empleador o patrono (068)",10,10,,,
"Trabajador familiar no remunerado (069)",219,206,10,3,
"Trabajador del hogar (070)",16,16,,,
"De 30 a 44 años (072)",1394,986,133,142,133
"Empleado (073)",411,85,87,114,125
"Obrero (074)",121,71,16,27,7
"Trabajador independiente (075)",683,657,26,,
"Empleador o patrono (076)",14,12,,1,1
"Trabajador familiar no remunerado (077)",161,157,4,,
"Trabajador del hogar (078)",4,4,,,
"De 45 a 64 años (080)",875,666,69,64,76
"Empleado (081)",194,36,41,50,67
"Obrero (082)",62,33,8,12,9
"Trabajador independiente (083)",491,477,14,,
"Empleador o patrono (084)",12,9,2,1,
"Trabajador familiar no remunerado (085)",114,109,4,1,
"Trabajador del hogar (086)",2,2,,,
"De 65 y más años (088)",285,271,6,7,1
"Empleado (089)",10,4,2,4,
"Obrero (090)",8,5,,2,1
"Trabajador independiente (091)",225,222,3,,
"Empleador o patrono (092)",4,3,1,,
"Trabajador familiar no remunerado (093)",38,37,,1,
,,,,,
"RURAL (096)",5901,5412,287,127,75
"Empleado (097)",224,106,56,23,39
"Obrero (098)",676,453,114,76,33
"Trabajador independiente (099)",3203,3140,63,,
"Empleador o patrono (100)",87,72,11,3,1
"Trabajador familiar no remunerado (101)",1687,1617,43,25,2
"Trabajador del hogar (102)",24,24,,,
"De 06 a 14 años (104)",162,153,4,5,
"Obrero (106)",2,2,,,
"Trabajador independiente (107)",7,7,,,
"Trabajador familiar no remunerado (109)",151,142,4,5,
"Trabajador del hogar (110)",2,2,,,
"De 15 a 29 años (112)",1817,1606,120,55,36
"Empleado (113)",77,37,18,7,15
"Obrero (114)",282,175,54,32,21
"Trabajador independiente (115)",753,731,22,,
"Empleador o patrono (116)",29,22,5,2,
"Trabajador familiar no remunerado (117)",659,624,21,14,
"Trabajador del hogar (118)",17,17,,,
"De 30 a 44 años (120)",1841,1677,99,45,20
"Empleado (121)",97,44,26,11,16
"Obrero (122)",222,152,37,30,3
"Trabajador independiente (123)",1044,1026,18,,
"Empleador o patrono (124)",36,30,4,1,1
"Trabajador familiar no remunerado (125)",439,422,14,3,
"Trabajador del hogar (126)",3,3,,,
"De 45 a 64 años (128)",1493,1399,58,19,17
"Empleado (129)",49,25,11,5,8
"Obrero (130)",141,98,22,13,8
"Trabajador independiente (131)",956,937,19,,
"Empleador o patrono (132)",19,17,2,,
"Trabajador familiar no remunerado (133)",326,320,4,1,1
"Trabajador del hogar (134)",2,2,,,
"De 65 y más años (136)",588,577,6,3,2
"Empleado (137)",1,,1,,
"Obrero (138)",29,26,1,1,1
"Trabajador independiente (139)",443,439,4,,
"Empleador o patrono (140)",3,3,,,
"Trabajador familiar no remunerado (141)",112,109,,2,1
