"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Agric., ganadería, caza y silvicultura (045)",452,431,16,3,2
"Explotación de minas y canteras (047)",5,,,2,3
"Industrias manufactureras (048)",34,26,4,2,2
"Construcción (050)",8,3,2,2,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",384,368,15,1,
"Venta, mant.y rep. veh.autom y motoc. (052)",3,3,,,
"Comercio al por mayor (053)",5,3,1,1,
"Comercio al por menor (054)",376,362,14,,
"Hoteles y restaurantes (055)",163,144,13,5,1
"Trans., almac. y comunicaciones (056)",25,14,5,5,1
"Intermediación financiera (057)",2,,,1,1
"Activid.inmobil., empres. y alquileres (058)",37,25,6,4,2
"Admin.pub. y defensa; p. segur soc.afil (059)",77,,,,77
"Enseñanza (060)",189,39,25,48,77
"Servicios sociales y de salud (061)",35,6,5,3,21
"Otras activ. serv.comun.soc y personales (062)",46,36,6,3,1
"Hogares privados con servicio doméstico (063)",40,40,,,
"Actividad economica no especificada (065)",72,69,1,2,
,,,,,
"URBANA (066)",3239,2107,314,283,535
"Agric., ganadería, caza y silvicultura (067)",870,824,38,7,1
"Pesca (068)",1,,1,,
"Explotación de minas y canteras (069)",135,18,24,46,47
"Industrias manufactureras (070)",118,97,16,2,3
"Suministro de electricidad, gas y agua (071)",8,,2,2,4
"Construcción (072)",258,136,80,37,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",539,498,34,6,1
"Venta, mant.y rep. veh.autom y motoc. (074)",54,46,5,2,1
"Comercio al por mayor (075)",9,7,1,1,
"Comercio al por menor (076)",476,445,28,3,
"Hoteles y restaurantes (077)",140,125,10,3,2
"Trans., almac. y comunicaciones (078)",253,167,37,32,17
"Intermediación financiera (079)",1,,,,1
"Activid.inmobil., empres. y alquileres (080)",82,40,12,21,9
"Admin.pub. y defensa; p. segur soc.afil (081)",265,,,,265
"Enseñanza (082)",337,36,37,106,158
"Servicios sociales y de salud (083)",40,15,5,3,17
"Otras activ. serv.comun.soc y personales (084)",83,48,15,16,4
"Hogares privados con servicio doméstico (085)",33,33,,,
"Actividad economica no especificada (087)",76,70,3,2,1
"Hombres (088)",2164,1339,245,214,366
"Agric., ganadería, caza y silvicultura (089)",670,635,31,4,
"Pesca (090)",1,,1,,
"Explotación de minas y canteras (091)",130,18,24,44,44
"Industrias manufactureras (092)",91,75,13,1,2
"Suministro de electricidad, gas y agua (093)",8,,2,2,4
"Construcción (094)",252,133,78,36,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",222,197,19,5,1
"Venta, mant.y rep. veh.autom y motoc. (096)",51,43,5,2,1
"Comercio al por mayor (097)",5,5,,,
"Comercio al por menor (098)",166,149,14,3,
"Hoteles y restaurantes (099)",36,32,2,1,1
"Trans., almac. y comunicaciones (100)",232,155,33,28,16
"Activid.inmobil., empres. y alquileres (102)",52,20,8,17,7
"Admin.pub. y defensa; p. segur soc.afil (103)",195,,,,195
"Enseñanza (104)",177,10,20,62,85
"Servicios sociales y de salud (105)",12,9,1,,2
"Otras activ. serv.comun.soc y personales (106)",55,27,11,14,3
"Hogares privados con servicio doméstico (107)",1,1,,,
"Actividad economica no especificada (109)",30,27,2,,1
"Mujeres (110)",1075,768,69,69,169
"Agric., ganadería, caza y silvicultura (111)",200,189,7,3,1
"Explotación de minas y canteras (113)",5,,,2,3
"Industrias manufactureras (114)",27,22,3,1,1
"Construcción (116)",6,3,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",317,301,15,1,
"Venta, mant.y rep. veh.autom y motoc. (118)",3,3,,,
"Comercio al por mayor (119)",4,2,1,1,
"Comercio al por menor (120)",310,296,14,,
"Hoteles y restaurantes (121)",104,93,8,2,1
"Trans., almac. y comunicaciones (122)",21,12,4,4,1
"Intermediación financiera (123)",1,,,,1
"Activid.inmobil., empres. y alquileres (124)",30,20,4,4,2
"Admin.pub. y defensa; p. segur soc.afil (125)",70,,,,70
"Enseñanza (126)",160,26,17,44,73
"Servicios sociales y de salud (127)",28,6,4,3,15
"Otras activ. serv.comun.soc y personales (128)",28,21,4,2,1
"Hogares privados con servicio doméstico (129)",32,32,,,
"Actividad economica no especificada (131)",46,43,1,2,
,,,,,
"RURAL (132)",2264,1868,169,149,78
"Agric., ganadería, caza y silvicultura (133)",1385,1324,53,6,2
"Pesca (134)",11,11,,,
"Explotación de minas y canteras (135)",126,18,29,70,9
"Industrias manufactureras (136)",58,45,8,3,2
"Suministro de electricidad, gas y agua (137)",5,2,1,1,1
"Construcción (138)",108,53,22,32,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",144,140,2,2,
"Venta, mant.y rep. veh.autom y motoc. (140)",18,17,1,,
"Comercio al por mayor (141)",3,3,,,
"Comercio al por menor (142)",123,120,1,2,
"Hoteles y restaurantes (143)",75,66,6,3,
"Trans., almac. y comunicaciones (144)",98,83,9,3,3
"Intermediación financiera (145)",1,,,1,
"Activid.inmobil., empres. y alquileres (146)",35,25,5,4,1
"Admin.pub. y defensa; p. segur soc.afil (147)",34,,,,34
"Enseñanza (148)",80,22,22,20,16
"Servicios sociales y de salud (149)",9,,1,,8
"Otras activ. serv.comun.soc y personales (150)",45,31,10,3,1
"Hogares privados con servicio doméstico (151)",8,8,,,
"Actividad economica no especificada (153)",42,40,1,1,
"Hombres (154)",1770,1435,140,137,58
"Agric., ganadería, caza y silvicultura (155)",1133,1082,44,6,1
"Pesca (156)",11,11,,,
"Explotación de minas y canteras (157)",126,18,29,70,9
"Industrias manufactureras (158)",51,41,7,2,1
"Suministro de electricidad, gas y agua (159)",5,2,1,1,1
"Construcción (160)",106,53,22,31,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",77,73,2,2,
"Venta, mant.y rep. veh.autom y motoc. (162)",18,17,1,,
"Comercio al por mayor (163)",2,2,,,
"Comercio al por menor (164)",57,54,1,2,
"Hoteles y restaurantes (165)",16,15,1,,
"Trans., almac. y comunicaciones (166)",94,81,8,2,3
"Activid.inmobil., empres. y alquileres (168)",28,20,3,4,1
"Admin.pub. y defensa; p. segur soc.afil (169)",27,,,,27
"Enseñanza (170)",51,9,14,16,12
"Servicios sociales y de salud (171)",2,,,,2
"Otras activ. serv.comun.soc y personales (172)",27,16,8,2,1
"Actividad economica no especificada (175)",16,14,1,1,
"Mujeres (176)",494,433,29,12,20
"Agric., ganadería, caza y silvicultura (177)",252,242,9,,1
"Industrias manufactureras (180)",7,4,1,1,1
"Construcción (182)",2,,,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",67,67,,,
"Comercio al por mayor (185)",1,1,,,
"Comercio al por menor (186)",66,66,,,
"Hoteles y restaurantes (187)",59,51,5,3,
"Trans., almac. y comunicaciones (188)",4,2,1,1,
"Intermediación financiera (189)",1,,,1,
"Activid.inmobil., empres. y alquileres (190)",7,5,2,,
"Admin.pub. y defensa; p. segur soc.afil (191)",7,,,,7
"Enseñanza (192)",29,13,8,4,4
"Servicios sociales y de salud (193)",7,,1,,6
"Otras activ. serv.comun.soc y personales (194)",18,15,2,1,
"Hogares privados con servicio doméstico (195)",8,8,,,
"Actividad economica no especificada (197)",26,26,,,
