"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Hoteles y restaurantes (121)",140,,,,1,102,,,,37,,
"Trans., almac. y comunicaciones (122)",1,,,,,1,,,,,,
"Activid.inmobil., empres. y alquileres (124)",8,,4,3,,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",30,6,1,,20,,,,,3,,
"Enseñanza (126)",114,,110,1,,,,,,3,,
"Servicios sociales y de salud (127)",26,,13,9,2,,,,,2,,
"Otras activ. serv.comun.soc y personales (128)",8,,,1,,1,,,,6,,
"Hogares privados con servicio doméstico (129)",33,,,,,,,,,33,,
"Actividad economica no especificada (131)",74,,,,2,,,,,,,72
,,,,,,,,,,,,
"RURAL (132)",5300,9,82,20,20,187,3060,68,139,1463,1,251
"Agric., ganadería, caza y silvicultura (133)",4270,,,1,,,3060,,2,1207,,
"Explotación de minas y canteras (135)",44,,2,1,1,,,22,,18,,
"Industrias manufactureras (136)",44,1,,1,,,,39,3,,,
"Suministro de electricidad, gas y agua (137)",5,,,1,,,,,,4,,
"Construcción (138)",181,,2,,,,,2,102,75,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",87,,,1,,64,,5,2,15,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",5,,,1,,,,2,2,,,
"Comercio al por mayor (141)",2,,,,,2,,,,,,
"Comercio al por menor (142)",80,,,,,62,,3,,15,,
"Hoteles y restaurantes (143)",125,,,1,,107,,,,17,,
"Trans., almac. y comunicaciones (144)",25,,,,2,1,,,18,4,,
"Activid.inmobil., empres. y alquileres (146)",33,,3,4,1,15,,,1,9,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",90,7,5,2,13,,,,,62,1,
"Enseñanza (148)",61,,61,,,,,,,,,
"Servicios sociales y de salud (149)",6,,2,4,,,,,,,,
"Otras activ. serv.comun.soc y personales (150)",58,,4,3,2,,,,11,38,,
"Hogares privados con servicio doméstico (151)",14,,,,,,,,,14,,
"Actividad economica no especificada (153)",257,1,3,1,1,,,,,,,251
"Hombres (154)",4166,8,46,14,13,39,2827,58,137,924,1,99
"Agric., ganadería, caza y silvicultura (155)",3560,,,1,,,2827,,2,730,,
"Explotación de minas y canteras (157)",41,,1,1,1,,,21,,17,,
"Industrias manufactureras (158)",35,1,,1,,,,30,3,,,
"Suministro de electricidad, gas y agua (159)",5,,,1,,,,,,4,,
"Construcción (160)",179,,2,,,,,2,101,74,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",37,,,1,,19,,5,2,10,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",5,,,1,,,,2,2,,,
"Comercio al por mayor (163)",1,,,,,1,,,,,,
"Comercio al por menor (164)",31,,,,,18,,3,,10,,
"Hoteles y restaurantes (165)",8,,,,,5,,,,3,,
"Trans., almac. y comunicaciones (166)",22,,,,1,,,,17,4,,
"Activid.inmobil., empres. y alquileres (168)",32,,2,4,1,15,,,1,9,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",83,6,4,2,8,,,,,62,1,
"Enseñanza (170)",31,,31,,,,,,,,,
"Servicios sociales y de salud (171)",1,,1,,,,,,,,,
"Otras activ. serv.comun.soc y personales (172)",25,,2,2,1,,,,11,9,,
"Hogares privados con servicio doméstico (173)",2,,,,,,,,,2,,
"Actividad economica no especificada (175)",105,1,3,1,1,,,,,,,99
"Mujeres (176)",1134,1,36,6,7,148,233,10,2,539,,152
"Agric., ganadería, caza y silvicultura (177)",710,,,,,,233,,,477,,
"Explotación de minas y canteras (179)",3,,1,,,,,1,,1,,
"Industrias manufactureras (180)",9,,,,,,,9,,,,
"Construcción (182)",2,,,,,,,,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",50,,,,,45,,,,5,,
"Comercio al por mayor (185)",1,,,,,1,,,,,,
"Comercio al por menor (186)",49,,,,,44,,,,5,,
"Hoteles y restaurantes (187)",117,,,1,,102,,,,14,,
"Trans., almac. y comunicaciones (188)",3,,,,1,1,,,1,,,
"Activid.inmobil., empres. y alquileres (190)",1,,1,,,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",7,1,1,,5,,,,,,,
"Enseñanza (192)",30,,30,,,,,,,,,
"Servicios sociales y de salud (193)",5,,1,4,,,,,,,,
"Otras activ. serv.comun.soc y personales (194)",33,,2,1,1,,,,,29,,
"Hogares privados con servicio doméstico (195)",12,,,,,,,,,12,,
"Actividad economica no especificada (197)",152,,,,,,,,,,,152
