"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",90,75,5,8,2
"Empleado (057)",5,5,,,
"Obrero (058)",15,5,3,5,2
"Trabajador independiente (059)",21,21,,,
"Trabajador familiar no remunerado (061)",45,40,2,3,
"Trabajador del hogar (062)",4,4,,,
"De 15 a 29 años (064)",4839,2383,875,992,589
"Empleado (065)",419,254,51,35,79
"Obrero (066)",2917,776,695,942,504
"Trabajador independiente (067)",1109,1006,103,,
"Empleador o patrono (068)",48,35,5,4,4
"Trabajador familiar no remunerado (069)",240,206,21,11,2
"Trabajador del hogar (070)",106,106,,,
"De 30 a 44 años (072)",4382,2272,751,852,507
"Empleado (073)",337,97,48,79,113
"Obrero (074)",2415,694,578,758,385
"Trabajador independiente (075)",1355,1255,100,,
"Empleador o patrono (076)",61,41,8,7,5
"Trabajador familiar no remunerado (077)",183,154,17,8,4
"Trabajador del hogar (078)",31,31,,,
"De 45 a 64 años (080)",1843,1102,273,265,203
"Empleado (081)",169,43,21,37,68
"Obrero (082)",829,290,185,221,133
"Trabajador independiente (083)",677,630,47,,
"Empleador o patrono (084)",34,16,11,5,2
"Trabajador familiar no remunerado (085)",121,110,9,2,
"Trabajador del hogar (086)",13,13,,,
"De 65 y más años (088)",215,168,22,10,15
"Empleado (089)",12,3,2,1,6
"Obrero (090)",47,31,5,6,5
"Trabajador independiente (091)",108,102,6,,
"Empleador o patrono (092)",7,5,2,,
"Trabajador familiar no remunerado (093)",38,24,7,3,4
"Trabajador del hogar (094)",3,3,,,
,,,,,
"RURAL (096)",4991,3792,294,365,540
"Empleado (097)",127,56,30,22,19
"Obrero (098)",1704,638,211,338,517
"Trabajador independiente (099)",1952,1916,36,,
"Empleador o patrono (100)",22,14,1,3,4
"Trabajador familiar no remunerado (101)",1162,1144,16,2,
"Trabajador del hogar (102)",24,24,,,
"De 06 a 14 años (104)",34,34,,,
"Obrero (106)",3,3,,,
"Trabajador independiente (107)",7,7,,,
"Trabajador familiar no remunerado (109)",24,24,,,
"De 15 a 29 años (112)",1787,1212,123,188,264
"Empleado (113)",49,26,5,8,10
"Obrero (114)",815,280,104,180,251
"Trabajador independiente (115)",467,460,7,,
"Empleador o patrono (116)",8,5,,,3
"Trabajador familiar no remunerado (117)",432,425,7,,
"Trabajador del hogar (118)",16,16,,,
"De 30 a 44 años (120)",1602,1141,122,133,206
"Empleado (121)",54,20,17,11,6
"Obrero (122)",630,225,84,121,200
"Trabajador independiente (123)",621,606,15,,
"Empleador o patrono (124)",7,5,1,1,
"Trabajador familiar no remunerado (125)",285,280,5,,
"Trabajador del hogar (126)",5,5,,,
"De 45 a 64 años (128)",1166,1013,44,42,67
"Empleado (129)",22,8,8,3,3
"Obrero (130)",237,116,22,36,63
"Trabajador independiente (131)",598,588,10,,
"Empleador o patrono (132)",7,4,,2,1
"Trabajador familiar no remunerado (133)",300,295,4,1,
"Trabajador del hogar (134)",2,2,,,
"De 65 y más años (136)",402,392,5,2,3
"Empleado (137)",2,2,,,
"Obrero (138)",19,14,1,1,3
"Trabajador independiente (139)",259,255,4,,
"Trabajador familiar no remunerado (141)",121,120,,1,
"Trabajador del hogar (142)",1,1,,,
