"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"URBANA (036)",103090,959,91,20226,48928,7992,10014,5387,9493
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",242,,,4,31,13,60,19,115
"Profes., científicos e intelectuales (038)",9929,,,,249,605,2705,1221,5149
"Técnicos de nivel medio ytrab.asimilados (039)",5458,4,1,173,1202,1052,1566,673,787
"Jefes y empleados de oficina (040)",6050,,,60,1873,878,1398,743,1098
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",21277,196,12,4826,11717,1626,1216,896,788
"Agricult.trabaj. calif.agrop. y pesquros (042)",5339,158,3,2491,2232,133,137,88,97
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",12316,82,5,2323,7267,957,923,393,366
"Obreros. construc., conf., papel, fab., instr (044)",15093,70,14,2145,9930,1215,739,595,385
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",22013,386,52,7203,11856,1116,628,483,289
"Otra (046)",1050,,,,303,79,375,110,183
"Ocupación no especificada (047)",4323,63,4,1001,2268,318,267,166,236
"Hombres (048)",66575,416,57,12145,33848,5157,5520,3634,5798
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",191,,,2,27,11,49,15,87
"Profes., científicos e intelectuales (050)",5082,,,,111,294,1071,732,2874
"Técnicos de nivel medio ytrab.asimilados (051)",3622,3,1,106,818,748,956,456,534
"Jefes y empleados de oficina (052)",3051,,,39,1047,410,524,400,631
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",9719,42,4,1847,5543,757,533,533,460
"Agricult.trabaj. calif.agrop. y pesquros (054)",4598,103,2,2086,2019,118,109,76,85
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",10626,64,5,1936,6361,822,788,340,310
"Obreros. construc., conf., papel, fab., instr (056)",14468,46,12,1962,9642,1182,705,566,353
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",11516,135,33,3574,6510,549,273,297,145
"Otra (058)",997,,,,288,75,358,101,175
"Ocupación no especificada (059)",2705,23,,593,1482,191,154,118,144
"Mujeres (060)",36515,543,34,8081,15080,2835,4494,1753,3695
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",51,,,2,4,2,11,4,28
"Profes., científicos e intelectuales (062)",4847,,,,138,311,1634,489,2275
"Técnicos de nivel medio ytrab.asimilados (063)",1836,1,,67,384,304,610,217,253
"Jefes y empleados de oficina (064)",2999,,,21,826,468,874,343,467
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",11558,154,8,2979,6174,869,683,363,328
"Agricult.trabaj. calif.agrop. y pesquros (066)",741,55,1,405,213,15,28,12,12
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",1690,18,,387,906,135,135,53,56
"Obreros. construc., conf., papel, fab., instr (068)",625,24,2,183,288,33,34,29,32
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",10497,251,19,3629,5346,567,355,186,144
"Otra (070)",53,,,,15,4,17,9,8
"Ocupación no especificada (071)",1618,40,4,408,786,127,113,48,92
,,,,,,,,,
"RURAL (072)",18012,928,19,9113,6833,406,391,108,214
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",8,,,,,3,3,,2
"Profes., científicos e intelectuales (074)",412,,,,27,60,150,35,140
"Técnicos de nivel medio ytrab.asimilados (075)",100,,,9,19,21,32,8,11
"Jefes y empleados de oficina (076)",60,,,,23,14,13,3,7
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",581,25,1,229,291,15,10,9,1
"Agricult.trabaj. calif.agrop. y pesquros (078)",9035,475,8,4869,3381,171,81,25,25
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",643,23,,276,298,12,20,10,4
"Obreros. construc., conf., papel, fab., instr (080)",423,16,,137,240,15,10,3,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",5991,340,10,3193,2302,75,52,9,10
"Otra (082)",32,,,,11,2,8,4,7
"Ocupación no especificada (083)",727,49,,400,241,18,12,2,5
"Hombres (084)",13526,548,10,6593,5507,330,296,85,157
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",6,,,,,3,3,,
"Profes., científicos e intelectuales (086)",260,,,,14,33,99,21,93
"Técnicos de nivel medio ytrab.asimilados (087)",71,,,4,17,17,21,6,6
"Jefes y empleados de oficina (088)",43,,,,18,8,9,3,5
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",270,6,1,97,144,8,7,6,1
"Agricult.trabaj. calif.agrop. y pesquros (090)",8004,348,5,4278,3088,162,76,22,25
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",391,6,,136,206,11,19,9,4
"Obreros. construc., conf., papel, fab., instr (092)",296,1,,63,205,13,9,3,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",3748,163,4,1820,1647,57,38,9,10
"Otra (094)",32,,,,11,2,8,4,7
"Ocupación no especificada (095)",405,24,,195,157,16,7,2,4
"Mujeres (096)",4486,380,9,2520,1326,76,95,23,57
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",2,,,,,,,,2
"Profes., científicos e intelectuales (098)",152,,,,13,27,51,14,47
"Técnicos de nivel medio ytrab.asimilados (099)",29,,,5,2,4,11,2,5
"Jefes y empleados de oficina (100)",17,,,,5,6,4,,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",311,19,,132,147,7,3,3,
"Agricult.trabaj. calif.agrop. y pesquros (102)",1031,127,3,591,293,9,5,3,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",252,17,,140,92,1,1,1,
"Obreros. construc., conf., papel, fab., instr (104)",127,15,,74,35,2,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",2243,177,6,1373,655,18,14,,
"Ocupación no especificada (107)",322,25,,205,84,2,5,,1
