"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Esposa(o)/ compa¤era(o) (050)",112,6,,36,47,3,10,4,6
"Hijo(a)/ hijastro(a) (051)",1909,190,108,548,666,131,93,104,69
"Yerno/ nuera (052)",116,1,1,21,48,14,17,8,6
"Nieto(a) (053)",371,98,36,145,75,13,1,2,1
"Padres/ suegros (054)",35,6,,24,4,,,,1
"Otro(a) pariente (055)",349,23,14,102,137,22,19,10,22
"Trabajador(a) del hogar (056)",1,,,1,,,,,
"Pensionista (057)",1,,,,,1,,,
"Otro(a) no pariente (058)",52,5,,8,22,7,4,3,3
"Mujeres (060)",5255,925,131,1945,1318,271,357,121,187
"Jefe o Jefa (061)",1053,283,1,421,187,30,76,16,39
"Esposa(o)/ compa¤era(o) (062)",1358,239,4,577,338,59,95,17,29
"Hijo(a)/ hijastro(a) (063)",1953,179,86,657,578,138,143,75,97
"Yerno/ nuera (064)",85,2,,15,43,4,16,4,1
"Nieto(a) (065)",349,81,31,149,69,13,2,3,1
"Padres/ suegros (066)",105,66,,35,2,,,,2
"Otro(a) pariente (067)",310,71,9,81,89,21,20,5,14
"Trabajador(a) del hogar (068)",7,,,3,2,2,,,
"Otro(a) no pariente (070)",35,4,,7,10,4,5,1,4
,,,,,,,,,
"RURAL (072)",7738,1412,194,3160,2195,323,211,91,152
"Jefe o Jefa (073)",2201,399,,1037,527,61,88,20,69
"Esposa(o)/ compa¤era(o) (074)",1184,338,3,537,260,8,21,13,4
"Hijo(a)/ hijastro(a) (075)",3110,421,144,1132,1050,186,69,49,59
"Yerno/ nuera (076)",113,6,,33,53,4,11,1,5
"Nieto(a) (077)",484,108,40,201,103,22,4,4,2
"Padres/ suegros (078)",97,57,,38,2,,,,
"Otro(a) pariente (079)",448,64,6,158,163,33,10,4,10
"Trabajador(a) del hogar (080)",4,1,,1,1,1,,,
"Otro(a) no pariente (082)",97,18,1,23,36,8,8,,3
"Hombres (084)",3848,432,98,1551,1274,194,131,59,109
"Jefe o Jefa (085)",1528,133,,746,461,46,65,18,59
"Esposa(o)/ compa¤era(o) (086)",76,11,,20,35,1,3,4,2
"Hijo(a)/ hijastro(a) (087)",1609,193,78,553,568,111,43,29,34
"Yerno/ nuera (088)",62,1,,17,28,3,9,,4
"Nieto(a) (089)",254,60,18,103,56,12,,4,1
"Padres/ suegros (090)",28,5,,22,1,,,,
"Otro(a) pariente (091)",227,20,2,74,100,15,5,4,7
"Otro(a) no pariente (094)",64,9,,16,25,6,6,,2
"Mujeres (096)",3890,980,96,1609,921,129,80,32,43
"Jefe o Jefa (097)",673,266,,291,66,15,23,2,10
"Esposa(o)/ compa¤era(o) (098)",1108,327,3,517,225,7,18,9,2
"Hijo(a)/ hijastro(a) (099)",1501,228,66,579,482,75,26,20,25
"Yerno/ nuera (100)",51,5,,16,25,1,2,1,1
"Nieto(a) (101)",230,48,22,98,47,10,4,,1
"Padres/ suegros (102)",69,52,,16,1,,,,
"Otro(a) pariente (103)",221,44,4,84,63,18,5,,3
"Trabajador(a) del hogar (104)",4,1,,1,1,1,,,
"Otro(a) no pariente (106)",33,9,1,7,11,2,2,,1
