"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obrero (058)",10,8,1,1,
"Trabajador independiente (059)",13,13,,,
"Trabajador familiar no remunerado (061)",44,38,2,4,
"Trabajador del hogar (062)",2,2,,,
"De 15 a 29 años (064)",1315,1022,135,110,48
"Empleado (065)",449,307,64,43,35
"Obrero (066)",282,173,32,64,13
"Trabajador independiente (067)",410,381,29,,
"Empleador o patrono (068)",25,16,7,2,
"Trabajador familiar no remunerado (069)",67,63,3,1,
"Trabajador del hogar (070)",82,82,,,
"De 30 a 44 años (072)",1253,998,81,100,74
"Empleado (073)",310,146,42,58,64
"Obrero (074)",179,109,21,39,10
"Trabajador independiente (075)",660,644,16,,
"Empleador o patrono (076)",31,28,,3,
"Trabajador familiar no remunerado (077)",58,56,2,,
"Trabajador del hogar (078)",15,15,,,
"De 45 a 64 años (080)",511,419,39,24,29
"Empleado (081)",95,40,16,14,25
"Obrero (082)",89,66,10,9,4
"Trabajador independiente (083)",280,270,10,,
"Empleador o patrono (084)",14,11,2,1,
"Trabajador familiar no remunerado (085)",24,23,1,,
"Trabajador del hogar (086)",9,9,,,
"De 65 y más años (088)",60,54,4,2,
"Empleado (089)",7,6,,1,
"Obrero (090)",8,6,2,,
"Trabajador independiente (091)",37,36,1,,
"Empleador o patrono (092)",3,2,1,,
"Trabajador familiar no remunerado (093)",4,3,,1,
"Trabajador del hogar (094)",1,1,,,
,,,,,
"RURAL (096)",6949,4528,1386,902,133
"Empleado (097)",968,473,204,197,94
"Obrero (098)",2855,1256,903,660,36
"Trabajador independiente (099)",2324,2158,166,,
"Empleador o patrono (100)",256,140,85,30,1
"Trabajador familiar no remunerado (101)",375,330,28,15,2
"Trabajador del hogar (102)",171,171,,,
"De 06 a 14 años (104)",67,59,5,3,
"Empleado (105)",8,7,1,,
"Obrero (106)",13,6,4,3,
"Trabajador independiente (107)",8,8,,,
"Trabajador familiar no remunerado (109)",35,35,,,
"Trabajador del hogar (110)",3,3,,,
"De 15 a 29 años (112)",3448,2119,782,485,62
"Empleado (113)",567,307,119,98,43
"Obrero (114)",1645,691,565,372,17
"Trabajador independiente (115)",846,783,63,,
"Empleador o patrono (116)",83,54,21,7,1
"Trabajador familiar no remunerado (117)",186,163,14,8,1
"Trabajador del hogar (118)",121,121,,,
"De 30 a 44 años (120)",2340,1528,468,291,53
"Empleado (121)",288,118,65,68,37
"Obrero (122)",888,398,268,207,15
"Trabajador independiente (123)",914,835,79,,
"Empleador o patrono (124)",113,56,46,11,
"Trabajador familiar no remunerado (125)",102,86,10,5,1
"Trabajador del hogar (126)",35,35,,,
"De 45 a 64 años (128)",970,708,127,117,18
"Empleado (129)",95,35,18,28,14
"Obrero (130)",287,142,66,75,4
"Trabajador independiente (131)",473,451,22,,
"Empleador o patrono (132)",57,28,17,12,
"Trabajador familiar no remunerado (133)",46,40,4,2,
"Trabajador del hogar (134)",12,12,,,
"De 65 y más años (136)",124,114,4,6,
"Empleado (137)",10,6,1,3,
"Obrero (138)",22,19,,3,
"Trabajador independiente (139)",83,81,2,,
"Empleador o patrono (140)",3,2,1,,
"Trabajador familiar no remunerado (141)",6,6,,,
