"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Agric., ganadería, caza y silvicultura (045)",697,546,147,4,
"Explotación de minas y canteras (047)",40,3,7,12,18
"Industrias manufactureras (048)",66,60,4,1,1
"Suministro de electricidad, gas y agua (049)",2,,1,1,
"Construcción (050)",19,6,3,10,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",243,227,11,5,
"Venta, mant.y rep. veh.autom y motoc. (052)",3,3,,,
"Comercio al por mayor (053)",6,5,1,,
"Comercio al por menor (054)",234,219,10,5,
"Hoteles y restaurantes (055)",136,121,13,2,
"Trans., almac. y comunicaciones (056)",7,6,,,1
"Intermediación financiera (057)",1,1,,,
"Activid.inmobil., empres. y alquileres (058)",21,5,5,,11
"Admin.pub. y defensa; p. segur soc.afil (059)",44,,,,44
"Enseñanza (060)",320,107,107,78,28
"Servicios sociales y de salud (061)",90,18,8,2,62
"Otras activ. serv.comun.soc y personales (062)",20,13,3,3,1
"Hogares privados con servicio doméstico (063)",136,136,,,
"Actividad economica no especificada (065)",146,116,17,8,5
,,,,,
"URBANA (066)",3456,1885,482,327,762
"Agric., ganadería, caza y silvicultura (067)",794,643,125,22,4
"Explotación de minas y canteras (069)",292,14,6,9,263
"Industrias manufactureras (070)",107,92,5,5,5
"Suministro de electricidad, gas y agua (071)",7,1,,4,2
"Construcción (072)",257,155,53,38,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",362,335,17,6,4
"Venta, mant.y rep. veh.autom y motoc. (074)",21,16,2,,3
"Comercio al por mayor (075)",10,8,1,,1
"Comercio al por menor (076)",331,311,14,6,
"Hoteles y restaurantes (077)",147,108,17,9,13
"Trans., almac. y comunicaciones (078)",85,47,8,10,20
"Intermediación financiera (079)",3,2,,,1
"Activid.inmobil., empres. y alquileres (080)",90,21,13,4,52
"Admin.pub. y defensa; p. segur soc.afil (081)",208,,,,208
"Enseñanza (082)",625,185,191,179,70
"Servicios sociales y de salud (083)",115,13,10,4,88
"Otras activ. serv.comun.soc y personales (084)",65,25,9,22,9
"Hogares privados con servicio doméstico (085)",71,71,,,
"Actividad economica no especificada (087)",228,173,28,15,12
"Hombres (088)",2348,1181,324,230,613
"Agric., ganadería, caza y silvicultura (089)",651,525,102,20,4
"Explotación de minas y canteras (091)",272,13,4,8,247
"Industrias manufactureras (092)",85,72,5,4,4
"Suministro de electricidad, gas y agua (093)",6,1,,3,2
"Construcción (094)",254,154,53,36,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",140,128,6,2,4
"Venta, mant.y rep. veh.autom y motoc. (096)",18,13,2,,3
"Comercio al por mayor (097)",4,3,,,1
"Comercio al por menor (098)",118,112,4,2,
"Hoteles y restaurantes (099)",38,12,5,8,13
"Trans., almac. y comunicaciones (100)",81,44,8,10,19
"Intermediación financiera (101)",2,1,,,1
"Activid.inmobil., empres. y alquileres (102)",69,16,8,4,41
"Admin.pub. y defensa; p. segur soc.afil (103)",169,,,,169
"Enseñanza (104)",352,95,106,105,46
"Servicios sociales y de salud (105)",44,4,2,2,36
"Otras activ. serv.comun.soc y personales (106)",46,13,6,19,8
"Hogares privados con servicio doméstico (107)",13,13,,,
"Actividad economica no especificada (109)",126,90,19,9,8
"Mujeres (110)",1108,704,158,97,149
"Agric., ganadería, caza y silvicultura (111)",143,118,23,2,
"Explotación de minas y canteras (113)",20,1,2,1,16
"Industrias manufactureras (114)",22,20,,1,1
"Suministro de electricidad, gas y agua (115)",1,,,1,
"Construcción (116)",3,1,,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",222,207,11,4,
"Venta, mant.y rep. veh.autom y motoc. (118)",3,3,,,
"Comercio al por mayor (119)",6,5,1,,
"Comercio al por menor (120)",213,199,10,4,
"Hoteles y restaurantes (121)",109,96,12,1,
"Trans., almac. y comunicaciones (122)",4,3,,,1
"Intermediación financiera (123)",1,1,,,
"Activid.inmobil., empres. y alquileres (124)",21,5,5,,11
"Admin.pub. y defensa; p. segur soc.afil (125)",39,,,,39
"Enseñanza (126)",273,90,85,74,24
"Servicios sociales y de salud (127)",71,9,8,2,52
"Otras activ. serv.comun.soc y personales (128)",19,12,3,3,1
"Hogares privados con servicio doméstico (129)",58,58,,,
"Actividad economica no especificada (131)",102,83,9,6,4
,,,,,
"RURAL (132)",4066,3030,785,142,109
"Agric., ganadería, caza y silvicultura (133)",2938,2372,538,26,2
"Explotación de minas y canteras (135)",114,21,37,34,22
"Industrias manufactureras (136)",102,90,12,,
"Suministro de electricidad, gas y agua (137)",9,,1,8,
"Construcción (138)",335,202,95,34,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",45,43,,2,
"Venta, mant.y rep. veh.autom y motoc. (140)",1,1,,,
"Comercio al por menor (142)",44,42,,2,
"Hoteles y restaurantes (143)",41,37,1,2,1
"Trans., almac. y comunicaciones (144)",21,11,4,4,2
"Activid.inmobil., empres. y alquileres (146)",9,1,3,3,2
"Admin.pub. y defensa; p. segur soc.afil (147)",48,,,,48
"Enseñanza (148)",158,61,66,21,10
"Servicios sociales y de salud (149)",26,11,1,1,13
"Otras activ. serv.comun.soc y personales (150)",11,8,,1,2
"Hogares privados con servicio doméstico (151)",84,84,,,
"Actividad economica no especificada (153)",125,89,27,6,3
"Hombres (154)",3186,2369,617,113,87
"Agric., ganadería, caza y silvicultura (155)",2384,1944,414,24,2
"Explotación de minas y canteras (157)",94,19,32,23,20
"Industrias manufactureras (158)",58,50,8,,
"Suministro de electricidad, gas y agua (159)",8,,,8,
"Construcción (160)",319,197,92,26,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",24,23,,1,
"Venta, mant.y rep. veh.autom y motoc. (162)",1,1,,,
"Comercio al por menor (164)",23,22,,1,
"Hoteles y restaurantes (165)",14,12,,1,1
"Trans., almac. y comunicaciones (166)",18,8,4,4,2
"Activid.inmobil., empres. y alquileres (168)",9,1,3,3,2
"Admin.pub. y defensa; p. segur soc.afil (169)",43,,,,43
"Enseñanza (170)",111,44,44,17,6
"Servicios sociales y de salud (171)",7,2,1,1,3
"Otras activ. serv.comun.soc y personales (172)",10,7,,1,2
"Hogares privados con servicio doméstico (173)",6,6,,,
"Actividad economica no especificada (175)",81,56,19,4,2
"Mujeres (176)",880,661,168,29,22
"Agric., ganadería, caza y silvicultura (177)",554,428,124,2,
"Explotación de minas y canteras (179)",20,2,5,11,2
"Industrias manufactureras (180)",44,40,4,,
"Suministro de electricidad, gas y agua (181)",1,,1,,
"Construcción (182)",16,5,3,8,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",21,20,,1,
"Comercio al por menor (186)",21,20,,1,
"Hoteles y restaurantes (187)",27,25,1,1,
"Trans., almac. y comunicaciones (188)",3,3,,,
"Admin.pub. y defensa; p. segur soc.afil (191)",5,,,,5
"Enseñanza (192)",47,17,22,4,4
"Servicios sociales y de salud (193)",19,9,,,10
"Otras activ. serv.comun.soc y personales (194)",1,1,,,
"Hogares privados con servicio doméstico (195)",78,78,,,
"Actividad economica no especificada (197)",44,33,8,2,1
