"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 45 a 49 años (048)",1729,,,5,157,836,544,187
"De 50 y más años (049)",5282,74,290,754,1677,1406,85,996
,,,,,,,,
"URBANA (060)",4957,15,61,177,465,1120,1892,1227
"De 12 a 14 años (061)",6,,,,,,1,5
"De 15 a 19 años (062)",167,,,,,,108,59
"De 20 a 24 años (063)",540,,,,,3,303,234
"De 25 a 29 años (064)",781,,,,,53,473,255
"De 30 a 34 años (065)",674,,,,,116,408,150
"De 35 a 39 años (066)",647,,,,5,213,324,105
"De 40 a 44 años (067)",558,,,,31,262,189,76
"De 45 a 49 años (068)",432,,,,61,231,70,70
"De 50 y más años (069)",1152,15,61,177,368,242,16,273
"PEA (070)",1881,1,10,41,164,470,692,503
"De 12 a 14 años (071)",1,,,,,,1,
"De 15 a 19 años (072)",36,,,,,,25,11
"De 20 a 24 años (073)",166,,,,,,78,88
"De 25 a 29 años (074)",313,,,,,18,163,132
"De 30 a 34 años (075)",285,,,,,47,160,78
"De 35 a 39 años (076)",306,,,,4,96,150,56
"De 40 a 44 años (077)",258,,,,12,124,81,41
"De 45 a 49 años (078)",189,,,,31,102,28,28
"De 50 y más años (079)",327,1,10,41,117,83,6,69
"Ocupada (080)",1832,1,10,41,163,462,673,482
"De 12 a 14 años (081)",1,,,,,,1,
"De 15 a 19 años (082)",33,,,,,,23,10
"De 20 a 24 años (083)",153,,,,,,73,80
"De 25 a 29 años (084)",300,,,,,17,157,126
"De 30 a 34 años (085)",281,,,,,46,159,76
"De 35 a 39 años (086)",299,,,,4,95,146,54
"De 40 a 44 años (087)",255,,,,12,122,80,41
"De 45 a 49 años (088)",185,,,,31,100,28,26
"De 50 y más años (089)",325,1,10,41,116,82,6,69
"Desocupada (090)",49,,,,1,8,19,21
"De 15 a 19 años (092)",3,,,,,,2,1
"De 20 a 24 años (093)",13,,,,,,5,8
"De 25 a 29 años (094)",13,,,,,1,6,6
"De 30 a 34 años (095)",4,,,,,1,1,2
"De 35 a 39 años (096)",7,,,,,1,4,2
"De 40 a 44 años (097)",3,,,,,2,1,
"De 45 a 49 años (098)",4,,,,,2,,2
"De 50 y más años (099)",2,,,,1,1,,
"No PEA (100)",3076,14,51,136,301,650,1200,724
"De 12 a 14 años (101)",5,,,,,,,5
"De 15 a 19 años (102)",131,,,,,,83,48
"De 20 a 24 años (103)",374,,,,,3,225,146
"De 25 a 29 años (104)",468,,,,,35,310,123
"De 30 a 34 años (105)",389,,,,,69,248,72
"De 35 a 39 años (106)",341,,,,1,117,174,49
"De 40 a 44 años (107)",300,,,,19,138,108,35
"De 45 a 49 años (108)",243,,,,30,129,42,42
"De 50 y más años (109)",825,14,51,136,251,159,10,204
,,,,,,,,
"RURAL (120)",23891,61,263,749,2033,4452,11895,4438
"De 12 a 14 años (121)",76,,,,,,11,65
"De 15 a 19 años (122)",1224,,,,,,764,460
"De 20 a 24 años (123)",3279,,,,,8,2321,950
"De 25 a 29 años (124)",3690,,,,,159,2779,752
"De 30 a 34 años (125)",3006,,,,,377,2179,450
"De 35 a 39 años (126)",2823,,,,9,639,1857,318
"De 40 a 44 años (127)",2286,,,,72,758,1237,219
"De 45 a 49 años (128)",1977,,,7,169,941,652,208
"De 50 y más años (129)",5530,61,263,742,1783,1570,95,1016
"PEA (130)",5180,1,24,126,428,1034,2383,1184
"De 12 a 14 años (131)",7,,,,,,1,6
"De 15 a 19 años (132)",210,,,,,,137,73
"De 20 a 24 años (133)",674,,,,,3,436,235
"De 25 a 29 años (134)",808,,,,,26,547,235
"De 30 a 34 años (135)",666,,,,,102,416,148
"De 35 a 39 años (136)",685,,,,4,151,410,120
"De 40 a 44 años (137)",566,,,,25,195,266,80
"De 45 a 49 años (138)",491,,,2,42,234,150,63
"De 50 y más años (139)",1073,1,24,124,357,323,20,224
"Ocupada (140)",5135,1,23,125,425,1031,2364,1166
"De 12 a 14 años (141)",7,,,,,,1,6
"De 15 a 19 años (142)",206,,,,,,134,72
"De 20 a 24 años (143)",663,,,,,3,433,227
"De 25 a 29 años (144)",802,,,,,26,543,233
"De 30 a 34 años (145)",661,,,,,102,413,146
"De 35 a 39 años (146)",681,,,,4,151,406,120
"De 40 a 44 años (147)",563,,,,25,194,264,80
"De 45 a 49 años (148)",490,,,2,42,233,150,63
"De 50 y más años (149)",1062,1,23,123,354,322,20,219
"Desocupada (150)",45,,1,1,3,3,19,18
"De 15 a 19 años (152)",4,,,,,,3,1
"De 20 a 24 años (153)",11,,,,,,3,8
"De 25 a 29 años (154)",6,,,,,,4,2
"De 30 a 34 años (155)",5,,,,,,3,2
"De 35 a 39 años (156)",4,,,,,,4,
"De 40 a 44 años (157)",3,,,,,1,2,
"De 45 a 49 años (158)",1,,,,,1,,
"De 50 y más años (159)",11,,1,1,3,1,,5
"No PEA (160)",18711,60,239,623,1605,3418,9512,3254
"De 12 a 14 años (161)",69,,,,,,10,59
"De 15 a 19 años (162)",1014,,,,,,627,387
"De 20 a 24 años (163)",2605,,,,,5,1885,715
"De 25 a 29 años (164)",2882,,,,,133,2232,517
"De 30 a 34 años (165)",2340,,,,,275,1763,302
"De 35 a 39 años (166)",2138,,,,5,488,1447,198
"De 40 a 44 años (167)",1720,,,,47,563,971,139
"De 45 a 49 años (168)",1486,,,5,127,707,502,145
"De 50 y más años (169)",4457,60,239,618,1426,1247,75,792
