"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (041)",323,8,113,121,68,13
"Hogares privados con servicio doméstico (042)",25,3,17,2,3,
"Actividad economica no especificada (044)",316,1,110,116,77,12
"Desocupado (045)",410,10,196,132,62,10
"Mujeres (046)",4297,70,1692,1616,834,85
"Agric., ganadería, caza y silvicultura (047)",107,4,39,34,22,8
"Pesca (048)",9,,6,2,1,
"Explotación de minas y canteras (049)",2,,2,,,
"Industrias manufactureras (050)",115,,31,46,37,1
"Construcción (052)",16,1,7,5,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",1628,21,656,611,303,37
"Venta, mant.y rep. veh.autom.y motoc. (054)",14,,4,7,3,
"Comercio al por mayor (055)",75,,41,20,11,3
"Comercio al por menor (056)",1539,21,611,584,289,34
"Hoteles y restaurantes (057)",604,19,220,211,140,14
"Trans., almac. y comunicaciones (058)",74,3,40,23,6,2
"Intermediación financiera (059)",4,,1,3,,
"Activid.inmobil., empres. y alquileres (060)",69,,40,22,6,1
"Admin.pub. y defensa; p. segur.soc afil (061)",175,,87,58,27,3
"Enseñanza (062)",387,,58,231,96,2
"Servicios sociales y de salud (063)",93,,32,52,9,
"Otras activ. serv.comun.soc y personales (064)",187,3,67,70,44,3
"Hogares privados con servicio doméstico (065)",369,10,182,113,61,3
"Actividad economica no especificada (067)",273,,106,90,68,9
"Desocupado (068)",185,9,118,45,11,2
,,,,,,
"URBANA (069)",14809,229,5664,5329,3112,475
"Agric., ganadería, caza y silvicultura (070)",1497,21,464,441,395,176
"Pesca (071)",430,,196,172,58,4
"Explotación de minas y canteras (072)",25,,12,5,8,
"Industrias manufactureras (073)",571,13,190,198,155,15
"Suministro de electricidad, gas y agua (074)",20,,3,10,7,
"Construcción (075)",774,7,237,323,191,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",3732,78,1448,1294,786,126
"Venta, mant.y rep. veh.autom.y motoc. (077)",171,1,65,68,36,1
"Comercio al por mayor (078)",187,,93,54,33,7
"Comercio al por menor (079)",3374,77,1290,1172,717,118
"Hoteles y restaurantes (080)",887,31,338,303,195,20
"Trans., almac. y comunicaciones (081)",3075,36,1363,1112,508,56
"Intermediación financiera (082)",26,,11,10,5,
"Activid.inmobil., empres. y alquileres (083)",377,,164,139,68,6
"Admin.pub. y defensa; p. segur.soc afil (084)",664,,260,236,163,5
"Enseñanza (085)",607,,74,355,175,3
"Servicios sociales y de salud (086)",139,,44,75,20,
"Otras activ. serv.comun.soc y personales (087)",493,11,175,183,108,16
"Hogares privados con servicio doméstico (088)",378,13,189,110,63,3
"Actividad economica no especificada (090)",573,1,211,200,142,19
"Desocupado (091)",541,18,285,163,65,10
"Hombres (092)",10666,163,4027,3780,2302,394
"Agric., ganadería, caza y silvicultura (093)",1436,20,442,420,383,171
"Pesca (094)",421,,190,170,57,4
"Explotación de minas y canteras (095)",23,,10,5,8,
"Industrias manufactureras (096)",456,13,159,152,118,14
"Suministro de electricidad, gas y agua (097)",20,,3,10,7,
"Construcción (098)",758,6,230,318,188,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",2131,57,799,697,488,90
"Venta, mant.y rep. veh.autom.y motoc. (100)",158,1,61,62,33,1
"Comercio al por mayor (101)",112,,52,34,22,4
"Comercio al por menor (102)",1861,56,686,601,433,85
"Hoteles y restaurantes (103)",295,13,120,98,58,6
"Trans., almac. y comunicaciones (104)",3001,33,1323,1089,502,54
"Intermediación financiera (105)",22,,10,7,5,
"Activid.inmobil., empres. y alquileres (106)",310,,125,118,62,5
"Admin.pub. y defensa; p. segur.soc afil (107)",494,,175,181,136,2
"Enseñanza (108)",241,,21,137,82,1
"Servicios sociales y de salud (109)",49,,12,26,11,
"Otras activ. serv.comun.soc y personales (110)",315,8,112,116,66,13
"Hogares privados con servicio doméstico (111)",24,3,16,2,3,
"Actividad economica no especificada (113)",305,1,107,113,74,10
"Desocupado (114)",365,9,173,121,54,8
"Mujeres (115)",4143,66,1637,1549,810,81
"Agric., ganadería, caza y silvicultura (116)",61,1,22,21,12,5
"Pesca (117)",9,,6,2,1,
"Explotación de minas y canteras (118)",2,,2,,,
"Industrias manufactureras (119)",115,,31,46,37,1
"Construcción (121)",16,1,7,5,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",1601,21,649,597,298,36
"Venta, mant.y rep. veh.autom.y motoc. (123)",13,,4,6,3,
"Comercio al por mayor (124)",75,,41,20,11,3
"Comercio al por menor (125)",1513,21,604,571,284,33
"Hoteles y restaurantes (126)",592,18,218,205,137,14
"Trans., almac. y comunicaciones (127)",74,3,40,23,6,2
"Intermediación financiera (128)",4,,1,3,,
"Activid.inmobil., empres. y alquileres (129)",67,,39,21,6,1
"Admin.pub. y defensa; p. segur.soc afil (130)",170,,85,55,27,3
"Enseñanza (131)",366,,53,218,93,2
"Servicios sociales y de salud (132)",90,,32,49,9,
"Otras activ. serv.comun.soc y personales (133)",178,3,63,67,42,3
"Hogares privados con servicio doméstico (134)",354,10,173,108,60,3
"Actividad economica no especificada (136)",268,,104,87,68,9
"Desocupado (137)",176,9,112,42,11,2
,,,,,,
"RURAL (138)",1385,22,508,454,292,109
"Agric., ganadería, caza y silvicultura (139)",970,20,351,281,219,99
"Pesca (140)",38,,14,14,10,
"Industrias manufactureras (142)",20,,5,11,3,1
"Construcción (144)",33,,14,13,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",57,,16,26,13,2
"Venta, mant.y rep. veh.autom.y motoc. (146)",9,,2,6,1,
"Comercio al por menor (148)",48,,14,20,12,2
"Hoteles y restaurantes (149)",17,1,4,8,4,
"Trans., almac. y comunicaciones (150)",65,,30,25,8,2
"Activid.inmobil., empres. y alquileres (152)",24,,12,8,4,
"Admin.pub. y defensa; p. segur.soc afil (153)",18,,5,9,3,1
"Enseñanza (154)",35,,6,23,6,
"Servicios sociales y de salud (155)",5,,2,3,,
"Otras activ. serv.comun.soc y personales (156)",17,,5,8,4,
"Hogares privados con servicio doméstico (157)",16,,10,5,1,
"Actividad economica no especificada (159)",16,,5,6,3,2
"Desocupado (160)",54,1,29,14,8,2
"Hombres (161)",1231,18,453,387,268,105
"Agric., ganadería, caza y silvicultura (162)",924,17,334,268,209,96
"Pesca (163)",38,,14,14,10,
"Industrias manufactureras (165)",20,,5,11,3,1
"Construcción (167)",33,,14,13,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",30,,9,12,8,1
"Venta, mant.y rep. veh.autom.y motoc. (169)",8,,2,5,1,
"Comercio al por menor (171)",22,,7,7,7,1
"Hoteles y restaurantes (172)",5,,2,2,1,
"Trans., almac. y comunicaciones (173)",65,,30,25,8,2
"Activid.inmobil., empres. y alquileres (175)",22,,11,7,4,
"Admin.pub. y defensa; p. segur.soc afil (176)",13,,3,6,3,1
"Enseñanza (177)",14,,1,10,3,
"Servicios sociales y de salud (178)",2,,2,,,
"Otras activ. serv.comun.soc y personales (179)",8,,1,5,2,
"Hogares privados con servicio doméstico (180)",1,,1,,,
"Actividad economica no especificada (182)",11,,3,3,3,2
"Desocupado (183)",45,1,23,11,8,2
"Mujeres (184)",154,4,55,67,24,4
"Agric., ganadería, caza y silvicultura (185)",46,3,17,13,10,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",27,,7,14,5,1
"Venta, mant.y rep. veh.autom.y motoc. (192)",1,,,1,,
"Comercio al por menor (194)",26,,7,13,5,1
"Hoteles y restaurantes (195)",12,1,2,6,3,
"Activid.inmobil., empres. y alquileres (198)",2,,1,1,,
"Admin.pub. y defensa; p. segur.soc afil (199)",5,,2,3,,
"Enseñanza (200)",21,,5,13,3,
"Servicios sociales y de salud (201)",3,,,3,,
"Otras activ. serv.comun.soc y personales (202)",9,,4,3,2,
"Hogares privados con servicio doméstico (203)",15,,9,5,1,
"Actividad economica no especificada (205)",5,,2,3,,
"Desocupado (206)",9,,6,3,,
