"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",5,5,,,
"Obrero (058)",13,12,1,,
"Trabajador independiente (059)",7,7,,,
"Trabajador familiar no remunerado (061)",81,79,2,,
"Trabajador del hogar (062)",4,4,,,
"De 15 a 29 años (064)",2266,1789,237,78,162
"Empleado (065)",446,182,97,46,121
"Obrero (066)",416,279,73,26,38
"Trabajador independiente (067)",736,695,41,,
"Empleador o patrono (068)",29,21,5,1,2
"Trabajador familiar no remunerado (069)",564,537,21,5,1
"Trabajador del hogar (070)",75,75,,,
"De 30 a 44 años (072)",2740,1990,370,223,157
"Empleado (073)",703,174,239,175,115
"Obrero (074)",404,267,57,40,40
"Trabajador independiente (075)",1157,1103,54,,
"Empleador o patrono (076)",39,32,2,4,1
"Trabajador familiar no remunerado (077)",397,374,18,4,1
"Trabajador del hogar (078)",40,40,,,
"De 45 a 64 años (080)",2017,1649,185,104,79
"Empleado (081)",346,90,111,90,55
"Obrero (082)",267,205,26,14,22
"Trabajador independiente (083)",977,950,27,,
"Empleador o patrono (084)",46,41,5,,
"Trabajador familiar no remunerado (085)",361,343,16,,2
"Trabajador del hogar (086)",20,20,,,
"De 65 y más años (088)",709,666,32,4,7
"Empleado (089)",17,6,7,1,3
"Obrero (090)",88,78,7,,3
"Trabajador independiente (091)",421,413,8,,
"Empleador o patrono (092)",15,12,2,1,
"Trabajador familiar no remunerado (093)",159,148,8,2,1
"Trabajador del hogar (094)",9,9,,,
,,,,,
"RURAL (096)",4471,4111,233,36,91
"Empleado (097)",289,125,90,21,53
"Obrero (098)",301,207,47,14,33
"Trabajador independiente (099)",2589,2547,42,,
"Empleador o patrono (100)",28,22,4,1,1
"Trabajador familiar no remunerado (101)",1242,1188,50,,4
"Trabajador del hogar (102)",22,22,,,
"De 06 a 14 años (104)",69,69,,,
"Obrero (106)",5,5,,,
"Trabajador familiar no remunerado (109)",62,62,,,
"Trabajador del hogar (110)",2,2,,,
"De 15 a 29 años (112)",1309,1198,63,12,36
"Empleado (113)",102,59,14,6,23
"Obrero (114)",112,73,21,6,12
"Trabajador independiente (115)",560,548,12,,
"Empleador o patrono (116)",6,6,,,
"Trabajador familiar no remunerado (117)",515,498,16,,1
"Trabajador del hogar (118)",14,14,,,
"De 30 a 44 años (120)",1522,1364,111,17,30
"Empleado (121)",134,51,56,9,18
"Obrero (122)",95,61,16,7,11
"Trabajador independiente (123)",954,937,17,,
"Empleador o patrono (124)",11,7,3,1,
"Trabajador familiar no remunerado (125)",324,304,19,,1
"Trabajador del hogar (126)",4,4,,,
"De 45 a 64 años (128)",1156,1076,48,7,25
"Empleado (129)",51,13,20,6,12
"Obrero (130)",65,46,8,1,10
"Trabajador independiente (131)",782,773,9,,
"Empleador o patrono (132)",8,7,,,1
"Trabajador familiar no remunerado (133)",250,237,11,,2
"De 65 y más años (136)",415,404,11,,
"Empleado (137)",2,2,,,
"Obrero (138)",24,22,2,,
"Trabajador independiente (139)",293,289,4,,
"Empleador o patrono (140)",3,2,1,,
"Trabajador familiar no remunerado (141)",91,87,4,,
"Trabajador del hogar (142)",2,2,,,
