"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 20 a 24 años (023)",913,818,409,308,82,14,5,,,,95,536
"De 25 a 29 años (024)",996,893,200,340,262,68,21,2,,,103,1168
"De 30 a 34 años (025)",1000,963,97,269,357,154,78,7,1,,37,1830
"De 35 a 39 años (026)",988,964,57,161,347,228,146,21,2,2,24,2331
"De 40 a 44 años (027)",872,856,34,104,221,242,189,52,11,3,16,2541
"De 45 a 49 años (028)",758,744,25,80,163,162,211,83,14,6,14,2536
"De 50 y más años (029)",1278,1261,55,79,183,200,314,231,141,58,17,5745
"Desocupada (030)",353,326,118,64,58,36,31,14,5,,27,561
"De 12 a 14 años (031)",3,3,3,,,,,,,,,
"De 15 a 19 años (032)",41,41,35,5,1,,,,,,,7
"De 20 a 24 años (033)",84,75,51,19,5,,,,,,9,29
"De 25 a 29 años (034)",55,48,14,15,12,6,1,,,,7,61
"De 30 a 34 años (035)",52,47,8,16,11,9,3,,,,5,78
"De 35 a 39 años (036)",45,42,2,3,19,9,5,4,,,3,115
"De 40 a 44 años (037)",29,29,2,3,5,7,10,2,,,,92
"De 45 a 49 años (038)",20,18,2,1,1,4,6,2,2,,2,74
"De 50 y más años (039)",24,23,1,2,4,1,6,6,3,,1,105
"No PEA (040)",12103,11743,4228,1665,1811,1313,1382,680,386,278,360,26105
"De 12 a 14 años (041)",1613,1602,1595,6,1,,,,,,11,8
"De 15 a 19 años (042)",1966,1942,1759,170,12,1,,,,,24,197
"De 20 a 24 años (043)",1417,1280,538,507,197,32,6,,,,137,1022
"De 25 a 29 años (044)",1098,1026,112,409,345,125,32,3,,,72,1626
"De 30 a 34 años (045)",937,909,34,200,374,198,90,10,3,,28,2014
"De 35 a 39 años (046)",906,891,38,125,282,238,174,26,5,3,15,2404
"De 40 a 44 años (047)",768,749,34,69,216,192,165,66,5,2,19,2268
"De 45 a 49 años (048)",641,633,21,45,128,151,197,60,27,4,8,2270
"De 50 y más años (049)",2757,2711,97,134,256,376,718,515,346,269,46,14296
,,,,,,,,,,,,
"URBANA (060)",17295,16665,5019,2649,3062,2136,2091,942,473,293,630,37697
"De 12 a 14 años (061)",1503,1494,1489,4,1,,,,,,9,6
"De 15 a 19 años (062)",2123,2102,1915,169,15,3,,,,,21,208
"De 20 a 24 años (063)",1951,1735,862,635,198,31,9,,,,216,1163
"De 25 a 29 años (064)",1833,1664,291,665,508,159,38,3,,,169,2337
"De 30 a 34 años (065)",1728,1665,120,434,649,304,142,12,4,,63,3360
"De 35 a 39 años (066)",1719,1679,91,260,596,412,268,43,4,5,40,4198
"De 40 a 44 años (067)",1501,1468,64,163,406,404,315,102,11,3,33,4323
"De 45 a 49 años (068)",1284,1262,45,118,278,282,368,124,38,9,22,4347
"De 50 y más años (069)",3653,3596,142,201,411,541,951,658,416,276,57,17755
"PEA (070)",6807,6499,1249,1293,1522,987,879,367,149,53,308,15313
"De 12 a 14 años (071)",49,49,49,,,,,,,,,
"De 15 a 19 años (072)",390,388,333,48,5,2,,,,,2,64
"De 20 a 24 años (073)",835,742,406,260,64,8,4,,,,93,430
"De 25 a 29 años (074)",938,836,197,320,240,61,16,2,,,102,1062
"De 30 a 34 años (075)",927,887,95,256,327,136,68,4,1,,40,1641
"De 35 a 39 años (076)",934,909,56,152,339,208,127,24,1,2,25,2171
"De 40 a 44 años (077)",826,810,34,102,214,230,172,49,7,2,16,2359
"De 45 a 49 años (078)",725,710,26,79,158,152,199,78,13,5,15,2392
"De 50 y más años (079)",1183,1168,53,76,175,190,293,210,127,44,15,5194
"Ocupada (080)",6466,6185,1137,1230,1465,952,851,353,144,53,281,14772
"De 12 a 14 años (081)",46,46,46,,,,,,,,,
"De 15 a 19 años (082)",350,348,299,43,4,2,,,,,2,57
"De 20 a 24 años (083)",757,673,360,242,59,8,4,,,,84,402
"De 25 a 29 años (084)",883,788,183,305,228,55,15,2,,,95,1001
"De 30 a 34 años (085)",876,841,87,240,316,128,65,4,1,,35,1566
"De 35 a 39 años (086)",891,869,54,149,321,199,123,20,1,2,22,2062
"De 40 a 44 años (087)",797,781,32,99,209,223,162,47,7,2,16,2267
"De 45 a 49 años (088)",705,692,24,78,157,148,193,76,11,5,13,2318
"De 50 y más años (089)",1161,1147,52,74,171,189,289,204,124,44,14,5099
"Desocupada (090)",341,314,112,63,57,35,28,14,5,,27,541
"De 12 a 14 años (091)",3,3,3,,,,,,,,,
"De 15 a 19 años (092)",40,40,34,5,1,,,,,,,7
"De 20 a 24 años (093)",78,69,46,18,5,,,,,,9,28
"De 25 a 29 años (094)",55,48,14,15,12,6,1,,,,7,61
"De 30 a 34 años (095)",51,46,8,16,11,8,3,,,,5,75
"De 35 a 39 años (096)",43,40,2,3,18,9,4,4,,,3,109
"De 40 a 44 años (097)",29,29,2,3,5,7,10,2,,,,92
"De 45 a 49 años (098)",20,18,2,1,1,4,6,2,2,,2,74
"De 50 y más años (099)",22,21,1,2,4,1,4,6,3,,1,95
"No PEA (100)",10488,10166,3770,1356,1540,1149,1212,575,324,240,322,22384
"De 12 a 14 años (101)",1454,1445,1440,4,1,,,,,,9,6
"De 15 a 19 años (102)",1733,1714,1582,121,10,1,,,,,19,144
"De 20 a 24 años (103)",1116,993,456,375,134,23,5,,,,123,733
"De 25 a 29 años (104)",895,828,94,345,268,98,22,1,,,67,1275
"De 30 a 34 años (105)",801,778,25,178,322,168,74,8,3,,23,1719
"De 35 a 39 años (106)",785,770,35,108,257,204,141,19,3,3,15,2027
"De 40 a 44 años (107)",675,658,30,61,192,174,143,53,4,1,17,1964
"De 45 a 49 años (108)",559,552,19,39,120,130,169,46,25,4,7,1955
"De 50 y más años (109)",2470,2428,89,125,236,351,658,448,289,232,42,12561
,,,,,,,,,,,,
"RURAL (120)",2440,2374,617,473,426,283,286,148,87,54,66,5722
"De 12 a 14 años (121)",162,160,158,2,,,,,,,2,2
"De 15 a 19 años (122)",309,303,243,58,2,,,,,,6,62
"De 20 a 24 años (123)",463,438,136,199,86,15,2,,,,25,424
"De 25 a 29 años (124)",316,303,35,99,111,40,16,2,,,13,518
"De 30 a 34 años (125)",261,254,19,51,93,57,29,5,,,7,562
"De 35 a 39 años (126)",220,218,6,29,52,63,57,8,3,,2,652
"De 40 a 44 años (127)",168,166,6,13,36,37,49,18,5,2,2,578
"De 45 a 49 años (128)",135,133,3,8,14,35,46,21,5,1,2,533
"De 50 y más años (129)",406,399,11,14,32,36,87,94,74,51,7,2391
"PEA (130)",825,797,159,164,155,119,116,43,25,16,28,2001
"De 12 a 14 años (131)",3,3,3,,,,,,,,,
"De 15 a 19 años (132)",76,75,66,9,,,,,,,1,9
"De 20 a 24 años (133)",162,151,54,67,23,6,1,,,,11,135
"De 25 a 29 años (134)",113,105,17,35,34,13,6,,,,8,167
"De 30 a 34 años (135)",125,123,10,29,41,27,13,3,,,2,267
"De 35 a 39 años (136)",99,97,3,12,27,29,24,1,1,,2,275
"De 40 a 44 años (137)",75,75,2,5,12,19,27,5,4,1,,274
"De 45 a 49 años (138)",53,52,1,2,6,14,18,7,3,1,1,218
"De 50 y más años (139)",119,116,3,5,12,11,27,27,17,14,3,656
"Ocupada (140)",813,785,153,163,154,118,113,43,25,16,28,1981
"De 12 a 14 años (141)",3,3,3,,,,,,,,,
"De 15 a 19 años (142)",75,74,65,9,,,,,,,1,9
"De 20 a 24 años (143)",156,145,49,66,23,6,1,,,,11,134
"De 25 a 29 años (144)",113,105,17,35,34,13,6,,,,8,167
"De 30 a 34 años (145)",124,122,10,29,41,26,13,3,,,2,264
"De 35 a 39 años (146)",97,95,3,12,26,29,23,1,1,,2,269
"De 40 a 44 años (147)",75,75,2,5,12,19,27,5,4,1,,274
"De 45 a 49 años (148)",53,52,1,2,6,14,18,7,3,1,1,218
"De 50 y más años (149)",117,114,3,5,12,11,25,27,17,14,3,646
"Desocupada (150)",12,12,6,1,1,1,3,,,,,20
"De 15 a 19 años (152)",1,1,1,,,,,,,,,
"De 20 a 24 años (153)",6,6,5,1,,,,,,,,1
"De 30 a 34 años (155)",1,1,,,,1,,,,,,3
"De 35 a 39 años (156)",2,2,,,1,,1,,,,,6
"De 50 y más años (159)",2,2,,,,,2,,,,,10
"No PEA (160)",1615,1577,458,309,271,164,170,105,62,38,38,3721
"De 12 a 14 años (161)",159,157,155,2,,,,,,,2,2
"De 15 a 19 años (162)",233,228,177,49,2,,,,,,5,53
"De 20 a 24 años (163)",301,287,82,132,63,9,1,,,,14,289
"De 25 a 29 años (164)",203,198,18,64,77,27,10,2,,,5,351
"De 30 a 34 años (165)",136,131,9,22,52,30,16,2,,,5,295
"De 35 a 39 años (166)",121,121,3,17,25,34,33,7,2,,,377
"De 40 a 44 años (167)",93,91,4,8,24,18,22,13,1,1,2,304
"De 45 a 49 años (168)",82,81,2,6,8,21,28,14,2,,1,315
"De 50 y más años (169)",287,283,8,9,20,25,60,67,57,37,4,1735
