"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Actividad economica no especificada (043)",184,119,11,15,39
"Mujeres (044)",6495,5474,441,228,352
"Agric., ganadería, caza y silvicultura (045)",2987,2792,171,20,4
"Pesca (046)",8,3,,3,2
"Explotación de minas y canteras (047)",24,3,7,9,5
"Industrias manufactureras (048)",272,189,32,14,37
"Suministro de electricidad, gas y agua (049)",3,1,1,,1
"Construcción (050)",22,10,3,6,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1163,1126,29,7,1
"Venta, mant.y rep. veh.autom y motoc. (052)",24,22,1,1,
"Comercio al por mayor (053)",40,36,,3,1
"Comercio al por menor (054)",1099,1068,28,3,
"Hoteles y restaurantes (055)",366,349,15,1,1
"Trans., almac. y comunicaciones (056)",71,58,7,4,2
"Intermediación financiera (057)",12,1,,6,5
"Activid.inmobil., empres. y alquileres (058)",152,90,23,26,13
"Admin.pub. y defensa; p. segur soc.afil (059)",109,,,,109
"Enseñanza (060)",459,149,128,116,66
"Servicios sociales y de salud (061)",149,37,8,7,97
"Otras activ. serv.comun.soc y personales (062)",153,135,10,4,4
"Hogares privados con servicio doméstico (063)",240,240,,,
"Actividad economica no especificada (065)",305,291,7,5,2
,,,,,
"URBANA (066)",11123,8869,899,545,810
"Agric., ganadería, caza y silvicultura (067)",4397,4090,254,37,16
"Pesca (068)",16,7,,7,2
"Explotación de minas y canteras (069)",91,12,12,25,42
"Industrias manufactureras (070)",654,482,70,47,55
"Suministro de electricidad, gas y agua (071)",16,1,3,6,6
"Construcción (072)",536,377,92,51,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1861,1740,82,28,11
"Venta, mant.y rep. veh.autom y motoc. (074)",236,187,34,12,3
"Comercio al por mayor (075)",78,65,,5,8
"Comercio al por menor (076)",1547,1488,48,11,
"Hoteles y restaurantes (077)",454,427,24,2,1
"Trans., almac. y comunicaciones (078)",728,601,56,39,32
"Intermediación financiera (079)",22,1,1,12,8
"Activid.inmobil., empres. y alquileres (080)",337,210,46,47,34
"Admin.pub. y defensa; p. segur soc.afil (081)",310,,,,310
"Enseñanza (082)",694,168,197,211,118
"Servicios sociales y de salud (083)",205,77,10,6,112
"Otras activ. serv.comun.soc y personales (084)",291,220,43,17,11
"Hogares privados con servicio doméstico (085)",207,207,,,
"Actividad economica no especificada (087)",304,249,9,10,36
"Hombres (088)",6458,5029,575,354,500
"Agric., ganadería, caza y silvicultura (089)",2678,2494,151,20,13
"Pesca (090)",10,5,,4,1
"Explotación de minas y canteras (091)",90,12,11,25,42
"Industrias manufactureras (092)",435,336,42,35,22
"Suministro de electricidad, gas y agua (093)",13,,2,6,5
"Construcción (094)",517,367,89,46,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",829,741,56,22,10
"Venta, mant.y rep. veh.autom y motoc. (096)",214,166,33,12,3
"Comercio al por mayor (097)",44,35,,2,7
"Comercio al por menor (098)",571,540,23,8,
"Hoteles y restaurantes (099)",126,112,13,1,
"Trans., almac. y comunicaciones (100)",662,548,49,35,30
"Intermediación financiera (101)",11,1,1,6,3
"Activid.inmobil., empres. y alquileres (102)",210,134,29,25,22
"Admin.pub. y defensa; p. segur soc.afil (103)",209,,,,209
"Enseñanza (104)",309,52,89,109,59
"Servicios sociales y de salud (105)",74,42,3,1,28
"Otras activ. serv.comun.soc y personales (106)",148,92,35,14,7
"Hogares privados con servicio doméstico (107)",18,18,,,
"Actividad economica no especificada (109)",119,75,5,5,34
"Mujeres (110)",4665,3840,324,191,310
"Agric., ganadería, caza y silvicultura (111)",1719,1596,103,17,3
"Pesca (112)",6,2,,3,1
"Explotación de minas y canteras (113)",1,,1,,
"Industrias manufactureras (114)",219,146,28,12,33
"Suministro de electricidad, gas y agua (115)",3,1,1,,1
"Construcción (116)",19,10,3,5,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1032,999,26,6,1
"Venta, mant.y rep. veh.autom y motoc. (118)",22,21,1,,
"Comercio al por mayor (119)",34,30,,3,1
"Comercio al por menor (120)",976,948,25,3,
"Hoteles y restaurantes (121)",328,315,11,1,1
"Trans., almac. y comunicaciones (122)",66,53,7,4,2
"Intermediación financiera (123)",11,,,6,5
"Activid.inmobil., empres. y alquileres (124)",127,76,17,22,12
"Admin.pub. y defensa; p. segur soc.afil (125)",101,,,,101
"Enseñanza (126)",385,116,108,102,59
"Servicios sociales y de salud (127)",131,35,7,5,84
"Otras activ. serv.comun.soc y personales (128)",143,128,8,3,4
"Hogares privados con servicio doméstico (129)",189,189,,,
"Actividad economica no especificada (131)",185,174,4,5,2
,,,,,
"RURAL (132)",7838,6653,446,431,308
"Agric., ganadería, caza y silvicultura (133)",5913,5641,258,13,1
"Pesca (134)",7,5,,1,1
"Explotación de minas y canteras (135)",408,35,34,210,129
"Industrias manufactureras (136)",163,121,22,11,9
"Construcción (138)",190,99,19,57,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",251,220,9,19,3
"Venta, mant.y rep. veh.autom y motoc. (140)",45,19,4,19,3
"Comercio al por mayor (141)",7,7,,,
"Comercio al por menor (142)",199,194,5,,
"Hoteles y restaurantes (143)",61,46,11,4,
"Trans., almac. y comunicaciones (144)",210,156,16,36,2
"Intermediación financiera (145)",3,2,,1,
"Activid.inmobil., empres. y alquileres (146)",133,31,16,35,51
"Admin.pub. y defensa; p. segur soc.afil (147)",64,,,,64
"Enseñanza (148)",138,54,45,27,12
"Servicios sociales y de salud (149)",31,10,1,4,16
"Otras activ. serv.comun.soc y personales (150)",25,16,6,3,
"Hogares privados con servicio doméstico (151)",56,56,,,
"Actividad economica no especificada (153)",185,161,9,10,5
"Hombres (154)",6008,5019,329,394,266
"Agric., ganadería, caza y silvicultura (155)",4645,4445,190,10,
"Pesca (156)",5,4,,1,
"Explotación de minas y canteras (157)",385,32,28,201,124
"Industrias manufactureras (158)",110,78,18,9,5
"Construcción (160)",187,99,19,56,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",120,93,6,18,3
"Venta, mant.y rep. veh.autom y motoc. (162)",43,18,4,18,3
"Comercio al por mayor (163)",1,1,,,
"Comercio al por menor (164)",76,74,2,,
"Hoteles y restaurantes (165)",23,12,7,4,
"Trans., almac. y comunicaciones (166)",205,151,16,36,2
"Intermediación financiera (167)",2,1,,1,
"Activid.inmobil., empres. y alquileres (168)",108,17,10,31,50
"Admin.pub. y defensa; p. segur soc.afil (169)",56,,,,56
"Enseñanza (170)",64,21,25,13,5
"Servicios sociales y de salud (171)",13,8,,2,3
"Otras activ. serv.comun.soc y personales (172)",15,9,4,2,
"Hogares privados con servicio doméstico (173)",5,5,,,
"Actividad economica no especificada (175)",65,44,6,10,5
"Mujeres (176)",1830,1634,117,37,42
"Agric., ganadería, caza y silvicultura (177)",1268,1196,68,3,1
"Pesca (178)",2,1,,,1
"Explotación de minas y canteras (179)",23,3,6,9,5
"Industrias manufactureras (180)",53,43,4,2,4
"Construcción (182)",3,,,1,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",131,127,3,1,
"Venta, mant.y rep. veh.autom y motoc. (184)",2,1,,1,
"Comercio al por mayor (185)",6,6,,,
"Comercio al por menor (186)",123,120,3,,
"Hoteles y restaurantes (187)",38,34,4,,
"Trans., almac. y comunicaciones (188)",5,5,,,
"Intermediación financiera (189)",1,1,,,
"Activid.inmobil., empres. y alquileres (190)",25,14,6,4,1
"Admin.pub. y defensa; p. segur soc.afil (191)",8,,,,8
"Enseñanza (192)",74,33,20,14,7
"Servicios sociales y de salud (193)",18,2,1,2,13
"Otras activ. serv.comun.soc y personales (194)",10,7,2,1,
"Hogares privados con servicio doméstico (195)",51,51,,,
"Actividad economica no especificada (197)",120,117,3,,
