"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",154,,,1,17,6,41,9,80
"Profes., científicos e intelectuales (038)",6790,,,,116,250,2621,495,3308
"Técnicos de nivel medio ytrab.asimilados (039)",4014,2,,45,820,689,1539,333,586
"Jefes y empleados de oficina (040)",2822,,,22,703,371,881,318,527
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",9643,93,2,1725,4946,928,988,431,530
"Agricult.trabaj. calif.agrop. y pesquros (042)",2697,63,3,935,1262,110,158,62,104
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",13182,50,6,1324,7712,1320,1879,429,462
"Obreros. construc., conf., papel, fab., instr (044)",9870,58,6,1524,6193,761,763,303,262
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",15822,307,28,4020,8654,1032,996,408,377
"Otra (046)",518,,,,104,42,226,51,95
"Ocupación no especificada (047)",1983,33,2,429,960,175,192,70,122
"Hombres (048)",43318,251,31,5581,22133,3672,5895,1953,3802
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",111,,,1,10,5,26,7,62
"Profes., científicos e intelectuales (050)",3250,,,,55,111,991,299,1794
"Técnicos de nivel medio ytrab.asimilados (051)",2593,1,,24,543,495,960,226,344
"Jefes y empleados de oficina (052)",1537,,,14,483,186,411,171,272
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",4443,15,1,532,2508,449,418,248,272
"Agricult.trabaj. calif.agrop. y pesquros (054)",2304,37,3,746,1139,93,139,56,91
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",8460,31,3,708,4910,867,1333,295,313
"Obreros. construc., conf., papel, fab., instr (056)",9400,44,4,1374,5974,732,729,292,251
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",9553,111,19,1990,5786,588,553,261,245
"Otra (058)",502,,,,99,42,220,49,92
"Ocupación no especificada (059)",1165,12,1,192,626,104,115,49,66
"Mujeres (060)",24177,355,16,4444,9354,2012,4389,956,2651
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",43,,,,7,1,15,2,18
"Profes., científicos e intelectuales (062)",3540,,,,61,139,1630,196,1514
"Técnicos de nivel medio ytrab.asimilados (063)",1421,1,,21,277,194,579,107,242
"Jefes y empleados de oficina (064)",1285,,,8,220,185,470,147,255
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",5200,78,1,1193,2438,479,570,183,258
"Agricult.trabaj. calif.agrop. y pesquros (066)",393,26,,189,123,17,19,6,13
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",4722,19,3,616,2802,453,546,134,149
"Obreros. construc., conf., papel, fab., instr (068)",470,14,2,150,219,29,34,11,11
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",6269,196,9,2030,2868,444,443,147,132
"Otra (070)",16,,,,5,,6,2,3
"Ocupación no especificada (071)",818,21,1,237,334,71,77,21,56
,,,,,,,,,
"RURAL (072)",7823,302,4,2299,3910,372,594,99,243
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",10,,,1,1,1,,,7
"Profes., científicos e intelectuales (074)",206,,,,1,18,80,19,88
"Técnicos de nivel medio ytrab.asimilados (075)",186,,,4,34,32,93,7,16
"Jefes y empleados de oficina (076)",108,,,3,41,13,37,6,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",403,6,,106,211,27,34,7,12
"Agricult.trabaj. calif.agrop. y pesquros (078)",1740,142,,715,726,50,63,16,28
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",680,2,1,61,430,60,104,5,17
"Obreros. construc., conf., papel, fab., instr (080)",486,4,,107,322,14,27,5,7
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",3857,142,3,1271,2056,153,148,32,52
"Otra (082)",8,,,,2,,3,,3
"Ocupación no especificada (083)",139,6,,31,86,4,5,2,5
"Hombres (084)",5543,87,4,1481,3034,277,422,73,165
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",8,,,1,1,,,,6
"Profes., científicos e intelectuales (086)",102,,,,,7,36,11,48
"Técnicos de nivel medio ytrab.asimilados (087)",137,,,3,25,22,69,6,12
"Jefes y empleados de oficina (088)",78,,,3,33,9,23,4,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",200,3,,20,132,16,18,4,7
"Agricult.trabaj. calif.agrop. y pesquros (090)",1330,26,,545,618,47,59,12,23
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",455,2,1,32,290,40,74,4,12
"Obreros. construc., conf., papel, fab., instr (092)",471,4,,103,313,14,25,5,7
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2670,51,3,756,1566,118,112,26,38
"Otra (094)",8,,,,2,,3,,3
"Ocupación no especificada (095)",84,1,,18,54,4,3,1,3
"Mujeres (096)",2280,215,,818,876,95,172,26,78
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",2,,,,,1,,,1
"Profes., científicos e intelectuales (098)",104,,,,1,11,44,8,40
"Técnicos de nivel medio ytrab.asimilados (099)",49,,,1,9,10,24,1,4
"Jefes y empleados de oficina (100)",30,,,,8,4,14,2,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",203,3,,86,79,11,16,3,5
"Agricult.trabaj. calif.agrop. y pesquros (102)",410,116,,170,108,3,4,4,5
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",225,,,29,140,20,30,1,5
"Obreros. construc., conf., papel, fab., instr (104)",15,,,4,9,,2,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",1187,91,,515,490,35,36,6,14
"Ocupación no especificada (107)",55,5,,13,32,,2,1,2
