"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 20 a 24 años (023)",232,186,,106,60,14,4,2,,,46,297
"De 25 a 29 años (024)",331,298,,85,88,68,54,3,,,33,707
"De 30 a 34 años (025)",340,318,,55,74,74,88,24,3,,22,992
"De 35 a 39 años (026)",398,389,1,47,62,78,119,70,11,1,9,1473
"De 40 a 44 años (027)",330,330,2,31,21,54,105,75,35,7,,1546
"De 45 a 49 años (028)",306,300,,16,30,34,97,77,37,9,6,1526
"De 50 y más años (029)",914,900,18,67,92,115,274,208,104,22,14,4277
"Desocupada (030)",51,38,,12,7,5,8,6,,,13,114
"De 15 a 19 años (032)",4,4,,3,1,,,,,,,5
"De 20 a 24 años (033)",13,7,,5,2,,,,,,6,9
"De 25 a 29 años (034)",10,4,,4,,,,,,,6,4
"De 30 a 34 años (035)",3,3,,,3,,,,,,,6
"De 35 a 39 años (036)",7,6,,,,2,2,2,,,1,28
"De 40 a 44 años (037)",6,6,,,,2,4,,,,,23
"De 45 a 49 años (038)",2,2,,,,,1,1,,,,11
"De 50 y más años (039)",6,6,,,1,1,1,3,,,,28
"No PEA (040)",6646,6346,31,952,1020,960,1648,1147,479,109,300,25769
"De 12 a 14 años (041)",18,6,,6,,,,,,,12,6
"De 15 a 19 años (042)",153,121,2,96,19,3,1,,,,32,147
"De 20 a 24 años (043)",646,536,1,274,188,54,18,1,,,110,893
"De 25 a 29 años (044)",711,649,1,160,208,162,110,8,,,62,1577
"De 30 a 34 años (045)",687,663,3,96,145,167,196,47,9,,24,2126
"De 35 a 39 años (046)",740,728,1,51,98,139,280,130,25,4,12,2985
"De 40 a 44 años (047)",644,639,3,32,69,65,211,159,79,21,5,3228
"De 45 a 49 años (048)",560,553,1,36,49,59,150,161,79,18,7,2880
"De 50 y más años (049)",2487,2451,19,201,244,311,682,641,287,66,36,11927
,,,,,,,,,,,,
"URBANA (060)",1580,1491,5,330,290,237,349,196,71,13,89,5165
"De 12 a 14 años (061)",3,2,,1,1,,,,,,1,3
"De 15 a 19 años (062)",30,28,,20,6,2,,,,,2,38
"De 20 a 24 años (063)",160,124,1,78,29,12,3,1,,,36,192
"De 25 a 29 años (064)",204,183,,86,58,21,15,3,,,21,344
"De 30 a 34 años (065)",176,166,,40,52,39,27,7,1,,10,433
"De 35 a 39 años (066)",247,242,,27,47,55,82,29,2,,5,846
"De 40 a 44 años (067)",173,172,1,20,25,40,52,24,8,2,1,660
"De 45 a 49 años (068)",136,133,,14,27,14,45,21,11,1,3,554
"De 50 y más años (069)",451,441,3,44,45,54,125,111,49,10,10,2095
"PEA (070)",624,591,1,140,131,105,125,60,22,7,33,1907
"De 12 a 14 años (071)",2,2,,1,1,,,,,,,3
"De 15 a 19 años (072)",6,6,,4,2,,,,,,,8
"De 20 a 24 años (073)",47,39,,26,7,5,,1,,,8,61
"De 25 a 29 años (074)",96,84,,38,27,10,8,1,,,12,161
"De 30 a 34 años (075)",76,69,,22,24,14,8,1,,,7,154
"De 35 a 39 años (076)",112,110,,18,29,25,26,12,,,2,336
"De 40 a 44 años (077)",87,87,,11,11,27,23,12,3,,,315
"De 45 a 49 años (078)",63,63,,5,15,9,23,8,3,,,245
"De 50 y más años (079)",135,131,1,15,15,15,37,25,16,7,4,624
"Ocupada (080)",601,571,1,135,129,100,120,57,22,7,30,1843
"De 12 a 14 años (081)",2,2,,1,1,,,,,,,3
"De 15 a 19 años (082)",5,5,,4,1,,,,,,,6
"De 20 a 24 años (083)",43,36,,23,7,5,,1,,,7,58
"De 25 a 29 años (084)",92,82,,36,27,10,8,1,,,10,159
"De 30 a 34 años (085)",75,68,,22,23,14,8,1,,,7,152
"De 35 a 39 años (086)",108,106,,18,29,23,25,11,,,2,319
"De 40 a 44 años (087)",83,83,,11,11,25,21,12,3,,,301
"De 45 a 49 años (088)",61,61,,5,15,9,22,7,3,,,234
"De 50 y más años (089)",132,128,1,15,15,14,36,24,16,7,4,611
"Desocupada (090)",23,20,,5,2,5,5,3,,,3,64
"De 15 a 19 años (092)",1,1,,,1,,,,,,,2
"De 20 a 24 años (093)",4,3,,3,,,,,,,1,3
"De 25 a 29 años (094)",4,2,,2,,,,,,,2,2
"De 30 a 34 años (095)",1,1,,,1,,,,,,,2
"De 35 a 39 años (096)",4,4,,,,2,1,1,,,,17
"De 40 a 44 años (097)",4,4,,,,2,2,,,,,14
"De 45 a 49 años (098)",2,2,,,,,1,1,,,,11
"De 50 y más años (099)",3,3,,,,1,1,1,,,,13
"No PEA (100)",956,900,4,190,159,132,224,136,49,6,56,3258
"De 12 a 14 años (101)",1,,,,,,,,,,1,
"De 15 a 19 años (102)",24,22,,16,4,2,,,,,2,30
"De 20 a 24 años (103)",113,85,1,52,22,7,3,,,,28,131
"De 25 a 29 años (104)",108,99,,48,31,11,7,2,,,9,183
"De 30 a 34 años (105)",100,97,,18,28,25,19,6,1,,3,279
"De 35 a 39 años (106)",135,132,,9,18,30,56,17,2,,3,510
"De 40 a 44 años (107)",86,85,1,9,14,13,29,12,5,2,1,345
"De 45 a 49 años (108)",73,70,,9,12,5,22,13,8,1,3,309
"De 50 y más años (109)",316,310,2,29,30,39,88,86,33,3,6,1471
,,,,,,,,,,,,
"RURAL (120)",8027,7662,48,1081,1169,1167,2048,1416,598,135,365,31592
"De 12 a 14 años (121)",18,6,,6,,,,,,,12,6
"De 15 a 19 años (122)",183,143,3,118,18,3,1,,,,40,167
"De 20 a 24 años (123)",731,605,,307,221,56,19,2,,,126,1007
"De 25 a 29 años (124)",848,768,1,163,238,209,149,8,,,80,1944
"De 30 a 34 años (125)",854,818,3,111,170,202,257,64,11,,36,2691
"De 35 a 39 años (126)",898,881,2,71,113,164,319,173,34,5,17,3640
"De 40 a 44 años (127)",807,803,4,43,65,81,268,210,106,26,4,4137
"De 45 a 49 años (128)",732,722,1,38,52,79,203,218,105,26,10,3863
"De 50 y más años (129)",2956,2916,34,224,292,373,832,741,342,78,40,14137
"PEA (130)",2337,2216,21,319,308,339,624,405,168,32,121,9081
"De 12 a 14 años (131)",1,,,,,,,,,,1,
"De 15 a 19 años (132)",54,44,1,38,3,2,,,,,10,50
"De 20 a 24 años (133)",198,154,,85,55,9,4,1,,,44,245
"De 25 a 29 años (134)",245,218,,51,61,58,46,2,,,27,550
"De 30 a 34 años (135)",267,252,,33,53,60,80,23,3,,15,844
"De 35 a 39 años (136)",293,285,1,29,33,55,95,60,11,1,8,1165
"De 40 a 44 años (137)",249,249,2,20,10,29,86,63,32,7,,1254
"De 45 a 49 años (138)",245,239,,11,15,25,75,70,34,9,6,1292
"De 50 y más años (139)",785,775,17,52,78,101,238,186,88,15,10,3681
"Ocupada (140)",2309,2198,21,312,303,339,621,402,168,32,111,9031
"De 12 a 14 años (141)",1,,,,,,,,,,1,
"De 15 a 19 años (142)",51,41,1,35,3,2,,,,,10,47
"De 20 a 24 años (143)",189,150,,83,53,9,4,1,,,39,239
"De 25 a 29 años (144)",239,216,,49,61,58,46,2,,,23,548
"De 30 a 34 años (145)",265,250,,33,51,60,80,23,3,,15,840
"De 35 a 39 años (146)",290,283,1,29,33,55,94,59,11,1,7,1154
"De 40 a 44 años (147)",247,247,2,20,10,29,84,63,32,7,,1245
"De 45 a 49 años (148)",245,239,,11,15,25,75,70,34,9,6,1292
"De 50 y más años (149)",782,772,17,52,77,101,238,184,88,15,10,3666
"Desocupada (150)",28,18,,7,5,,3,3,,,10,50
"De 15 a 19 años (152)",3,3,,3,,,,,,,,3
"De 20 a 24 años (153)",9,4,,2,2,,,,,,5,6
"De 25 a 29 años (154)",6,2,,2,,,,,,,4,2
"De 30 a 34 años (155)",2,2,,,2,,,,,,,4
"De 35 a 39 años (156)",3,2,,,,,1,1,,,1,11
"De 40 a 44 años (157)",2,2,,,,,2,,,,,9
"De 50 y más años (159)",3,3,,,1,,,2,,,,15
"No PEA (160)",5690,5446,27,762,861,828,1424,1011,430,103,244,22511
"De 12 a 14 años (161)",17,6,,6,,,,,,,11,6
"De 15 a 19 años (162)",129,99,2,80,15,1,1,,,,30,117
"De 20 a 24 años (163)",533,451,,222,166,47,15,1,,,82,762
"De 25 a 29 años (164)",603,550,1,112,177,151,103,6,,,53,1394
"De 30 a 34 años (165)",587,566,3,78,117,142,177,41,8,,21,1847
"De 35 a 39 años (166)",605,596,1,42,80,109,224,113,23,4,9,2475
"De 40 a 44 años (167)",558,554,2,23,55,52,182,147,74,19,4,2883
"De 45 a 49 años (168)",487,483,1,27,37,54,128,148,71,17,4,2571
"De 50 y más años (169)",2171,2141,17,172,214,272,594,555,254,63,30,10456
