"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"URBANA (060)",25791,15101,3037,3459,4194
"Sin nivel (061)",409,358,18,18,15
"Educación inicial (062)",19,13,2,3,1
"Primaria (063)",2648,2110,186,178,174
"Secundaria (064)",9126,6106,1157,954,909
"Superior no univ. incompleta (065)",2613,1590,378,307,338
"Superior no univ. completa (066)",4867,2305,584,887,1091
"Superior univ. incompleta (067)",1854,983,253,273,345
"Superior univ. completa (068)",4255,1636,459,839,1321
"De 06 a 14 años (070)",154,140,10,4,
"Educación inicial (072)",4,3,,1,
"Primaria (073)",70,62,6,2,
"Secundaria (074)",80,75,4,1,
"De 15 a 29 años (080)",7321,4497,1107,934,783
"Sin nivel (081)",24,17,3,3,1
"Educación inicial (082)",6,4,2,,
"Primaria (083)",243,195,22,18,8
"Secundaria (084)",3007,2148,457,249,153
"Superior no univ. incompleta (085)",1059,658,177,124,100
"Superior no univ. completa (086)",1506,770,227,269,240
"Superior univ. incompleta (087)",594,336,100,83,75
"Superior univ. completa (088)",882,369,119,188,206
"De 30 a 44 años (090)",10434,5916,1217,1583,1718
"Sin nivel (091)",106,90,5,6,5
"Educación inicial (092)",9,6,,2,1
"Primaria (093)",663,538,53,45,27
"Secundaria (094)",3418,2339,443,360,276
"Superior no univ. incompleta (095)",1055,668,134,130,123
"Superior no univ. completa (096)",2331,1071,262,476,522
"Superior univ. incompleta (097)",743,398,92,116,137
"Superior univ. completa (098)",2109,806,228,448,627
"De 45 a 64 años (100)",7068,3920,635,894,1619
"Sin nivel (101)",180,159,6,8,7
"Primaria (103)",1340,1041,87,98,114
"Secundaria (104)",2430,1405,232,333,460
"Superior no univ. incompleta (105)",467,243,59,52,113
"Superior no univ. completa (106)",971,425,91,139,316
"Superior univ. incompleta (107)",486,229,55,70,132
"Superior univ. completa (108)",1194,418,105,194,477
"De 65 y más años (110)",814,628,68,44,74
"Sin nivel (111)",99,92,4,1,2
"Primaria (113)",332,274,18,15,25
"Secundaria (114)",191,139,21,11,20
"Superior no univ. incompleta (115)",32,21,8,1,2
"Superior no univ. completa (116)",59,39,4,3,13
"Superior univ. incompleta (117)",31,20,6,4,1
"Superior univ. completa (118)",70,43,7,9,11
,,,,,
"RURAL (120)",335,136,11,66,122
"Sin nivel (121)",1,1,,,
"Primaria (123)",37,34,1,1,1
"Secundaria (124)",121,65,6,29,21
"Superior no univ. incompleta (125)",12,2,,9,1
"Superior no univ. completa (126)",66,9,1,10,46
"Superior univ. incompleta (127)",24,14,1,4,5
"Superior univ. completa (128)",74,11,2,13,48
"De 06 a 14 años (130)",1,1,,,
"Secundaria (134)",1,1,,,
"De 15 a 29 años (140)",90,22,5,29,34
"Secundaria (144)",37,14,5,16,2
"Superior no univ. incompleta (145)",8,1,,7,
"Superior no univ. completa (146)",27,3,,3,21
"Superior univ. incompleta (147)",3,2,,1,
"Superior univ. completa (148)",15,2,,2,11
"De 30 a 44 años (150)",118,33,3,23,59
"Sin nivel (151)",1,1,,,
"Primaria (153)",11,10,,1,
"Secundaria (154)",38,14,1,9,14
"Superior no univ. incompleta (155)",3,1,,2,
"Superior no univ. completa (156)",27,2,1,5,19
"Superior univ. incompleta (157)",7,4,,2,1
"Superior univ. completa (158)",31,1,1,4,25
"De 45 a 64 años (160)",100,55,2,14,29
"Primaria (163)",9,7,1,,1
"Secundaria (164)",40,31,,4,5
"Superior no univ. incompleta (165)",1,,,,1
"Superior no univ. completa (166)",12,4,,2,6
"Superior univ. incompleta (167)",12,6,1,1,4
"Superior univ. completa (168)",26,7,,7,12
"De 65 y más años (170)",26,25,1,,
"Primaria (173)",17,17,,,
"Secundaria (174)",5,5,,,
"Superior univ. incompleta (177)",2,2,,,
"Superior univ. completa (178)",2,1,1,,
