"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",7945,784,257,3059,2698,218,449,127,353
"Jefe o Jefa (049)",3218,161,1,1185,1108,124,323,57,259
"Esposa(o)/ compa¤era(o) (050)",201,8,,64,85,11,13,5,15
"Hijo(a)/ hijastro(a) (051)",3487,482,219,1457,1148,55,58,34,34
"Yerno/ nuera (052)",52,1,,5,26,6,5,3,6
"Nieto(a) (053)",183,49,17,63,51,,2,,1
"Padres/ suegros (054)",55,19,,31,3,,,2,
"Otro(a) pariente (055)",541,56,18,206,194,17,22,17,11
"Trabajador(a) del hogar (056)",11,,,4,7,,,,
"Pensionista (057)",2,,,,1,,,,1
"Otro(a) no pariente (058)",195,8,2,44,75,5,26,9,26
"Mujeres (060)",7965,1662,257,3281,2075,145,279,62,204
"Jefe o Jefa (061)",1524,433,1,535,353,38,90,14,60
"Esposa(o)/ compa¤era(o) (062)",2263,515,4,900,597,42,108,21,76
"Hijo(a)/ hijastro(a) (063)",3129,445,221,1482,846,46,43,16,30
"Yerno/ nuera (064)",79,2,1,20,41,3,7,2,3
"Nieto(a) (065)",184,53,16,83,30,1,,1,
"Padres/ suegros (066)",132,109,,18,2,,1,1,1
"Otro(a) pariente (067)",476,83,12,207,141,6,9,3,15
"Trabajador(a) del hogar (068)",19,1,,6,12,,,,
"Pensionista (069)",2,1,,,,1,,,
"Otro(a) no pariente (070)",157,20,2,30,53,8,21,4,19
,,,,,,,,,
"RURAL (072)",53992,13821,1514,27857,10113,260,214,84,129
"Jefe o Jefa (073)",14794,3840,10,7981,2627,98,123,35,80
"Esposa(o)/ compa¤era(o) (074)",9630,4258,14,4450,843,25,19,6,15
"Hijo(a)/ hijastro(a) (075)",25225,4210,1334,13511,5949,114,55,34,18
"Yerno/ nuera (076)",366,23,2,159,170,5,7,,
"Nieto(a) (077)",1473,407,109,778,173,4,1,1,
"Padres/ suegros (078)",751,614,,124,11,,,,2
"Otro(a) pariente (079)",1554,403,42,775,307,10,4,4,9
"Trabajador(a) del hogar (080)",31,8,,16,7,,,,
"Pensionista (081)",7,3,,1,2,,1,,
"Otro(a) no pariente (082)",161,55,3,62,24,4,4,4,5
"Hombres (084)",27236,4431,761,14969,6588,186,149,67,85
"Jefe o Jefa (085)",11239,1741,5,6870,2361,85,89,33,55
"Esposa(o)/ compa¤era(o) (086)",493,67,,261,143,8,5,2,7
"Hijo(a)/ hijastro(a) (087)",13513,2076,675,6908,3696,76,41,27,14
"Yerno/ nuera (088)",92,1,,29,53,3,6,,
"Nieto(a) (089)",738,211,50,358,114,3,1,1,
"Padres/ suegros (090)",246,139,,98,7,,,,2
"Otro(a) pariente (091)",800,163,28,398,191,8,4,2,6
"Trabajador(a) del hogar (092)",17,8,,4,5,,,,
"Pensionista (093)",4,,,1,2,,1,,
"Otro(a) no pariente (094)",94,25,3,42,16,3,2,2,1
"Mujeres (096)",26756,9390,753,12888,3525,74,65,17,44
"Jefe o Jefa (097)",3555,2099,5,1111,266,13,34,2,25
"Esposa(o)/ compa¤era(o) (098)",9137,4191,14,4189,700,17,14,4,8
"Hijo(a)/ hijastro(a) (099)",11712,2134,659,6603,2253,38,14,7,4
"Yerno/ nuera (100)",274,22,2,130,117,2,1,,
"Nieto(a) (101)",735,196,59,420,59,1,,,
"Padres/ suegros (102)",505,475,,26,4,,,,
"Otro(a) pariente (103)",754,240,14,377,116,2,,2,3
"Trabajador(a) del hogar (104)",14,,,12,2,,,,
"Pensionista (105)",3,3,,,,,,,
"Otro(a) no pariente (106)",67,30,,20,8,1,2,2,4
