"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Actividad economica no especificada (043)",57,,20,11,17,9
"Mujeres (045)",2199,25,566,776,590,242
"Agric., ganadería, caza y silvicultura (046)",1016,16,206,292,327,175
"Explotación de minas y canteras (048)",29,,17,12,,
"Industrias manufactureras (049)",34,,9,15,9,1
"Construcción (051)",19,,9,6,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",360,5,95,144,85,31
"Venta, mant.y rep. veh.autom.y motoc. (053)",2,,2,,,
"Comercio al por mayor (054)",10,,1,6,2,1
"Comercio al por menor (055)",348,5,92,138,83,30
"Hoteles y restaurantes (056)",143,1,46,39,49,8
"Trans., almac. y comunicaciones (057)",8,,6,2,,
"Intermediación financiera (058)",1,,1,,,
"Activid.inmobil., empres. y alquileres (059)",6,,4,,2,
"Admin.pub. y defensa; p. segur.soc.afil (060)",74,,27,38,9,
"Enseñanza (061)",218,,46,126,45,1
"Servicios sociales y de salud (062)",80,,33,38,7,2
"Otras activ. serv.comun.soc y personales (063)",36,,11,17,7,1
"Hogares privados con servicio doméstico (064)",58,3,28,16,9,2
"Actividad economica no especificada (066)",117,,28,31,37,21
,,,,,,
"URBANA (067)",4144,59,1027,1481,1125,452
"Agric., ganadería, caza y silvicultura (068)",2189,43,510,629,642,365
"Pesca (069)",1,,1,,,
"Explotación de minas y canteras (070)",55,,28,23,3,1
"Industrias manufactureras (071)",73,1,17,26,26,3
"Suministro de electricidad, gas y agua (072)",6,,1,4,1,
"Construcción (073)",198,1,69,80,40,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",405,8,104,161,91,41
"Venta, mant.y rep. veh.autom.y motoc. (075)",15,,9,4,2,
"Comercio al por mayor (076)",23,,4,8,8,3
"Comercio al por menor (077)",367,8,91,149,81,38
"Hoteles y restaurantes (078)",149,3,48,44,47,7
"Trans., almac. y comunicaciones (079)",152,,53,59,37,3
"Intermediación financiera (080)",4,,2,2,,
"Activid.inmobil., empres. y alquileres (081)",42,,11,19,9,3
"Admin.pub. y defensa; p. segur.soc.afil (082)",245,,54,123,67,1
"Enseñanza (083)",384,,49,223,111,1
"Servicios sociales y de salud (084)",94,,31,47,14,2
"Otras activ. serv.comun.soc y personales (085)",39,,11,19,7,2
"Hogares privados con servicio doméstico (086)",44,3,21,10,8,2
"Actividad economica no especificada (088)",64,,17,12,22,13
"Hombres (089)",2849,43,714,984,787,321
"Agric., ganadería, caza y silvicultura (090)",1718,33,419,493,491,282
"Pesca (091)",1,,1,,,
"Explotación de minas y canteras (092)",53,,27,22,3,1
"Industrias manufactureras (093)",50,1,10,18,19,2
"Suministro de electricidad, gas y agua (094)",6,,1,4,1,
"Construcción (095)",188,1,64,77,38,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",155,5,48,51,34,17
"Venta, mant.y rep. veh.autom.y motoc. (097)",14,,8,4,2,
"Comercio al por mayor (098)",15,,3,4,6,2
"Comercio al por menor (099)",126,5,37,43,26,15
"Hoteles y restaurantes (100)",38,2,14,14,7,1
"Trans., almac. y comunicaciones (101)",145,,48,57,37,3
"Intermediación financiera (102)",3,,1,2,,
"Activid.inmobil., empres. y alquileres (103)",36,,7,19,7,3
"Admin.pub. y defensa; p. segur.soc.afil (104)",182,,33,89,59,1
"Enseñanza (105)",203,,15,115,73,
"Servicios sociales y de salud (106)",32,,11,14,7,
"Otras activ. serv.comun.soc y personales (107)",11,,3,6,1,1
"Hogares privados con servicio doméstico (108)",6,1,4,,1,
"Actividad economica no especificada (110)",22,,8,3,9,2
"Mujeres (112)",1295,16,313,497,338,131
"Agric., ganadería, caza y silvicultura (113)",471,10,91,136,151,83
"Explotación de minas y canteras (115)",2,,1,1,,
"Industrias manufactureras (116)",23,,7,8,7,1
"Construcción (118)",10,,5,3,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",250,3,56,110,57,24
"Venta, mant.y rep. veh.autom.y motoc. (120)",1,,1,,,
"Comercio al por mayor (121)",8,,1,4,2,1
"Comercio al por menor (122)",241,3,54,106,55,23
"Hoteles y restaurantes (123)",111,1,34,30,40,6
"Trans., almac. y comunicaciones (124)",7,,5,2,,
"Intermediación financiera (125)",1,,1,,,
"Activid.inmobil., empres. y alquileres (126)",6,,4,,2,
"Admin.pub. y defensa; p. segur.soc.afil (127)",63,,21,34,8,
"Enseñanza (128)",181,,34,108,38,1
"Servicios sociales y de salud (129)",62,,20,33,7,2
"Otras activ. serv.comun.soc y personales (130)",28,,8,13,6,1
"Hogares privados con servicio doméstico (131)",38,2,17,10,7,2
"Actividad economica no especificada (133)",42,,9,9,13,11
,,,,,,
"RURAL (134)",5080,32,1407,1661,1360,620
"Agric., ganadería, caza y silvicultura (135)",3326,27,761,935,1028,575
"Pesca (136)",4,,1,,3,
"Explotación de minas y canteras (137)",876,1,369,404,102,
"Industrias manufactureras (138)",44,1,13,16,11,3
"Suministro de electricidad, gas y agua (139)",3,,,1,2,
"Construcción (140)",172,,60,62,44,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",176,2,58,57,44,15
"Venta, mant.y rep. veh.autom.y motoc. (142)",7,,2,4,1,
"Comercio al por mayor (143)",6,,1,2,3,
"Comercio al por menor (144)",163,2,55,51,40,15
"Hoteles y restaurantes (145)",39,,18,10,9,2
"Trans., almac. y comunicaciones (146)",49,,15,23,11,
"Intermediación financiera (147)",2,,,2,,
"Activid.inmobil., empres. y alquileres (148)",11,,4,2,4,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",96,,28,45,23,
"Enseñanza (150)",102,,14,49,38,1
"Servicios sociales y de salud (151)",27,,17,10,,
"Otras activ. serv.comun.soc y personales (152)",21,,7,9,5,
"Hogares privados con servicio doméstico (153)",22,1,11,6,4,
"Actividad economica no especificada (155)",110,,31,30,32,17
"Hombres (156)",4176,23,1154,1382,1108,509
"Agric., ganadería, caza y silvicultura (157)",2781,21,646,779,852,483
"Pesca (158)",4,,1,,3,
"Explotación de minas y canteras (159)",849,1,353,393,102,
"Industrias manufactureras (160)",33,1,11,9,9,3
"Suministro de electricidad, gas y agua (161)",3,,,1,2,
"Construcción (162)",163,,56,59,42,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",66,,19,23,16,8
"Venta, mant.y rep. veh.autom.y motoc. (164)",6,,1,4,1,
"Comercio al por mayor (165)",4,,1,,3,
"Comercio al por menor (166)",56,,17,19,12,8
"Hoteles y restaurantes (167)",7,,6,1,,
"Trans., almac. y comunicaciones (168)",48,,14,23,11,
"Intermediación financiera (169)",2,,,2,,
"Activid.inmobil., empres. y alquileres (170)",11,,4,2,4,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",85,,22,41,22,
"Enseñanza (172)",65,,2,31,31,1
"Servicios sociales y de salud (173)",9,,4,5,,
"Otras activ. serv.comun.soc y personales (174)",13,,4,5,4,
"Hogares privados con servicio doméstico (175)",2,,,,2,
"Actividad economica no especificada (177)",35,,12,8,8,7
"Mujeres (179)",904,9,253,279,252,111
"Agric., ganadería, caza y silvicultura (180)",545,6,115,156,176,92
"Explotación de minas y canteras (182)",27,,16,11,,
"Industrias manufactureras (183)",11,,2,7,2,
"Construcción (185)",9,,4,3,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",110,2,39,34,28,7
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,1,,,
"Comercio al por mayor (188)",2,,,2,,
"Comercio al por menor (189)",107,2,38,32,28,7
"Hoteles y restaurantes (190)",32,,12,9,9,2
"Trans., almac. y comunicaciones (191)",1,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",11,,6,4,1,
"Enseñanza (195)",37,,12,18,7,
"Servicios sociales y de salud (196)",18,,13,5,,
"Otras activ. serv.comun.soc y personales (197)",8,,3,4,1,
"Hogares privados con servicio doméstico (198)",20,1,11,6,2,
"Actividad economica no especificada (200)",75,,19,22,24,10
