"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador independiente (059)",1,1,,,
"Trabajador familiar no remunerado (061)",57,51,6,,
"Trabajador del hogar (062)",2,2,,,
"De 15 a 29 años (064)",759,524,68,73,94
"Empleado (065)",147,43,17,11,76
"Obrero (066)",199,90,34,58,17
"Trabajador independiente (067)",215,204,11,,
"Empleador o patrono (068)",11,7,,3,1
"Trabajador familiar no remunerado (069)",177,170,6,1,
"Trabajador del hogar (070)",10,10,,,
"De 30 a 44 años (072)",926,659,71,84,112
"Empleado (073)",193,31,28,43,91
"Obrero (074)",167,89,17,41,20
"Trabajador independiente (075)",412,394,18,,
"Empleador o patrono (076)",11,9,1,,1
"Trabajador familiar no remunerado (077)",137,130,7,,
"Trabajador del hogar (078)",6,6,,,
"De 45 a 64 años (080)",866,734,40,41,51
"Empleado (081)",98,15,11,27,45
"Obrero (082)",88,55,14,14,5
"Trabajador independiente (083)",536,525,11,,
"Empleador o patrono (084)",9,7,1,,1
"Trabajador familiar no remunerado (085)",131,128,3,,
"Trabajador del hogar (086)",4,4,,,
"De 65 y más años (088)",420,399,15,3,3
"Empleado (089)",7,2,2,,3
"Obrero (090)",19,16,1,2,
"Trabajador independiente (091)",295,286,9,,
"Empleador o patrono (092)",8,6,1,1,
"Trabajador familiar no remunerado (093)",89,87,2,,
"Trabajador del hogar (094)",2,2,,,
,,,,,
"RURAL (096)",1007,867,46,15,79
"Empleado (097)",92,24,4,3,61
"Obrero (098)",103,54,20,11,18
"Trabajador independiente (099)",523,511,12,,
"Empleador o patrono (100)",1,,1,,
"Trabajador familiar no remunerado (101)",286,276,9,1,
"Trabajador del hogar (102)",2,2,,,
"De 06 a 14 años (104)",17,15,2,,
"Obrero (106)",1,1,,,
"Trabajador familiar no remunerado (109)",16,14,2,,
"De 15 a 29 años (112)",252,201,11,9,31
"Empleado (113)",32,8,2,1,21
"Obrero (114)",40,18,4,8,10
"Trabajador independiente (115)",85,83,2,,
"Trabajador familiar no remunerado (117)",94,91,3,,
"Trabajador del hogar (118)",1,1,,,
"De 30 a 44 años (120)",298,236,21,4,37
"Empleado (121)",51,15,2,1,33
"Obrero (122)",39,24,8,3,4
"Trabajador independiente (123)",136,128,8,,
"Empleador o patrono (124)",1,,1,,
"Trabajador familiar no remunerado (125)",71,69,2,,
"De 45 a 64 años (128)",287,265,10,2,10
"Empleado (129)",9,1,,1,7
"Obrero (130)",18,8,7,,3
"Trabajador independiente (131)",184,183,1,,
"Trabajador familiar no remunerado (133)",75,72,2,1,
"Trabajador del hogar (134)",1,1,,,
"De 65 y más años (136)",153,150,2,,1
"Obrero (138)",5,3,1,,1
"Trabajador independiente (139)",118,117,1,,
"Trabajador familiar no remunerado (141)",30,30,,,
