"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 12 a 14 años (021)",2,2,,2,,,,,,,,2
"De 15 a 19 años (022)",94,78,2,69,6,1,,,,,16,84
"De 20 a 24 años (023)",745,525,1,388,110,21,5,,,,220,691
"De 25 a 29 años (024)",1211,945,5,512,296,97,31,3,1,,266,1550
"De 30 a 34 años (025)",1271,1141,8,386,383,227,124,13,,,130,2437
"De 35 a 39 años (026)",1298,1222,6,238,388,316,227,41,6,,76,3248
"De 40 a 44 años (027)",1318,1245,6,177,337,316,323,74,10,2,73,3764
"De 45 a 49 años (028)",1186,1138,7,174,263,279,271,107,25,12,48,3727
"De 50 y más años (029)",1810,1730,5,239,317,307,451,239,125,47,80,6908
"Desocupada (030)",598,475,,166,111,100,67,22,8,1,123,1194
"De 15 a 19 años (032)",17,15,,13,2,,,,,,2,17
"De 20 a 24 años (033)",124,73,,49,17,5,2,,,,51,107
"De 25 a 29 años (034)",126,86,,46,19,19,2,,,,40,149
"De 30 a 34 años (035)",99,85,,23,27,20,12,3,,,14,203
"De 35 a 39 años (036)",79,73,,11,18,20,18,5,1,,6,227
"De 40 a 44 años (037)",51,47,,12,7,15,9,4,,,4,136
"De 45 a 49 años (038)",53,49,,7,9,13,14,4,2,,4,171
"De 50 y más años (039)",49,47,,5,12,8,10,6,5,1,2,184
"No PEA (040)",26146,24794,96,5352,6018,4791,5032,2123,899,483,1352,80127
"De 12 a 14 años (041)",45,15,2,9,4,,,,,,30,17
"De 15 a 19 años (042)",823,697,11,601,75,7,3,,,,126,784
"De 20 a 24 años (043)",2941,2556,14,1715,655,143,25,4,,,385,3580
"De 25 a 29 años (044)",3326,3101,7,1146,1285,487,169,6,1,,225,5935
"De 30 a 34 años (045)",2976,2859,6,531,1056,783,427,48,7,1,117,7167
"De 35 a 39 años (046)",2696,2627,5,318,795,778,601,110,16,4,69,7705
"De 40 a 44 años (047)",2651,2574,4,235,676,727,712,182,31,7,77,8333
"De 45 a 49 años (048)",2387,2310,8,179,470,592,709,274,59,19,77,8420
"De 50 y más años (049)",8301,8055,39,618,1002,1274,2386,1499,785,452,246,38186
,,,,,,,,,,,,
"URBANA (060)",35086,32746,133,7566,8082,6354,6447,2574,1053,537,2340,102046
"De 12 a 14 años (061)",47,17,2,11,4,,,,,,30,19
"De 15 a 19 años (062)",914,771,13,665,82,8,3,,,,143,865
"De 20 a 24 años (063)",3718,3076,15,2110,752,165,31,3,,,642,4254
"De 25 a 29 años (064)",4567,4047,11,1683,1560,582,200,9,2,,520,7461
"De 30 a 34 años (065)",4269,4015,14,922,1443,1015,550,63,7,1,254,9633
"De 35 a 39 años (066)",4014,3867,10,559,1187,1095,836,153,23,4,147,11026
"De 40 a 44 años (067)",3965,3814,10,414,1008,1050,1029,254,40,9,151,12061
"De 45 a 49 años (068)",3566,3438,15,357,733,869,980,375,80,29,128,12051
"De 50 y más años (069)",10026,9701,43,845,1313,1570,2818,1717,901,494,325,44676
"PEA (070)",9416,8400,38,2320,2183,1648,1482,494,173,62,1016,23343
"De 12 a 14 años (071)",2,2,,2,,,,,,,,2
"De 15 a 19 años (072)",111,93,2,82,8,1,,,,,18,101
"De 20 a 24 años (073)",864,594,1,434,126,26,7,,,,270,793
"De 25 a 29 años (074)",1315,1015,4,553,308,114,32,3,1,,300,1669
"De 30 a 34 años (075)",1351,1213,8,402,406,246,135,16,,,138,2618
"De 35 a 39 años (076)",1363,1281,5,244,402,333,244,46,7,,82,3449
"De 40 a 44 años (077)",1358,1282,6,186,341,329,330,78,10,2,76,3876
"De 45 a 49 años (078)",1218,1167,7,179,267,288,278,110,26,12,51,3827
"De 50 y más años (079)",1834,1753,5,238,325,311,456,241,129,48,81,7008
"Ocupada (080)",8821,7926,38,2154,2072,1549,1415,472,165,61,895,22152
"De 12 a 14 años (081)",2,2,,2,,,,,,,,2
"De 15 a 19 años (082)",94,78,2,69,6,1,,,,,16,84
"De 20 a 24 años (083)",741,521,1,385,109,21,5,,,,220,686
"De 25 a 29 años (084)",1190,930,4,507,289,96,30,3,1,,260,1523
"De 30 a 34 años (085)",1253,1128,8,379,379,226,123,13,,,125,2415
"De 35 a 39 años (086)",1284,1208,5,233,384,313,226,41,6,,76,3222
"De 40 a 44 años (087)",1307,1235,6,174,334,314,321,74,10,2,72,3740
"De 45 a 49 años (088)",1165,1118,7,172,258,275,264,106,24,12,47,3656
"De 50 y más años (089)",1785,1706,5,233,313,303,446,235,124,47,79,6824
"Desocupada (090)",595,474,,166,111,99,67,22,8,1,121,1191
"De 15 a 19 años (092)",17,15,,13,2,,,,,,2,17
"De 20 a 24 años (093)",123,73,,49,17,5,2,,,,50,107
"De 25 a 29 años (094)",125,85,,46,19,18,2,,,,40,146
"De 30 a 34 años (095)",98,85,,23,27,20,12,3,,,13,203
"De 35 a 39 años (096)",79,73,,11,18,20,18,5,1,,6,227
"De 40 a 44 años (097)",51,47,,12,7,15,9,4,,,4,136
"De 45 a 49 años (098)",53,49,,7,9,13,14,4,2,,4,171
"De 50 y más años (099)",49,47,,5,12,8,10,6,5,1,2,184
"No PEA (100)",25670,24346,95,5246,5899,4706,4965,2080,880,475,1324,78703
"De 12 a 14 años (101)",45,15,2,9,4,,,,,,30,17
"De 15 a 19 años (102)",803,678,11,583,74,7,3,,,,125,764
"De 20 a 24 años (103)",2854,2482,14,1676,626,139,24,3,,,372,3461
"De 25 a 29 años (104)",3252,3032,7,1130,1252,468,168,6,1,,220,5792
"De 30 a 34 años (105)",2918,2802,6,520,1037,769,415,47,7,1,116,7015
"De 35 a 39 años (106)",2651,2586,5,315,785,762,592,107,16,4,65,7577
"De 40 a 44 años (107)",2607,2532,4,228,667,721,699,176,30,7,75,8185
"De 45 a 49 años (108)",2348,2271,8,178,466,581,702,265,54,17,77,8224
"De 50 y más años (109)",8192,7948,38,607,988,1259,2362,1476,772,446,244,37668
,,,,,,,,,,,,
"RURAL (120)",593,549,3,137,147,101,84,48,21,8,44,1686
"De 15 a 19 años (122)",20,19,,18,1,,,,,,1,20
"De 20 a 24 años (123)",92,78,,42,30,4,1,1,,,14,124
"De 25 a 29 años (124)",96,85,1,21,40,21,2,,,,11,173
"De 30 a 34 años (125)",77,70,,18,23,15,13,1,,,7,174
"De 35 a 39 años (126)",59,55,1,8,14,19,10,3,,,4,154
"De 40 a 44 años (127)",55,52,,10,12,8,15,6,1,,3,172
"De 45 a 49 años (128)",60,59,,3,9,15,14,10,6,2,1,267
"De 50 y más años (129)",134,131,1,17,18,19,29,27,14,6,3,602
"PEA (130)",117,101,2,31,28,16,17,5,2,,16,262
"De 20 a 24 años (133)",5,4,,3,1,,,,,,1,5
"De 25 a 29 años (134)",22,16,1,5,7,2,1,,,,6,30
"De 30 a 34 años (135)",19,13,,7,4,1,1,,,,6,22
"De 35 a 39 años (136)",14,14,1,5,4,3,1,,,,,26
"De 40 a 44 años (137)",11,10,,3,3,2,2,,,,1,24
"De 45 a 49 años (138)",21,20,,2,5,4,7,1,1,,1,71
"De 50 y más años (139)",25,24,,6,4,4,5,4,1,,1,84
"Ocupada (140)",114,100,2,31,28,15,17,5,2,,14,259
"De 20 a 24 años (143)",4,4,,3,1,,,,,,,5
"De 25 a 29 años (144)",21,15,1,5,7,1,1,,,,6,27
"De 30 a 34 años (145)",18,13,,7,4,1,1,,,,5,22
"De 35 a 39 años (146)",14,14,1,5,4,3,1,,,,,26
"De 40 a 44 años (147)",11,10,,3,3,2,2,,,,1,24
"De 45 a 49 años (148)",21,20,,2,5,4,7,1,1,,1,71
"De 50 y más años (149)",25,24,,6,4,4,5,4,1,,1,84
"Desocupada (150)",3,1,,,,1,,,,,2,3
"De 20 a 24 años (153)",1,,,,,,,,,,1,
"De 25 a 29 años (154)",1,1,,,,1,,,,,,3
"De 30 a 34 años (155)",1,,,,,,,,,,1,
"No PEA (160)",476,448,1,106,119,85,67,43,19,8,28,1424
"De 15 a 19 años (162)",20,19,,18,1,,,,,,1,20
"De 20 a 24 años (163)",87,74,,39,29,4,1,1,,,13,119
"De 25 a 29 años (164)",74,69,,16,33,19,1,,,,5,143
"De 30 a 34 años (165)",58,57,,11,19,14,12,1,,,1,152
"De 35 a 39 años (166)",45,41,,3,10,16,9,3,,,4,128
"De 40 a 44 años (167)",44,42,,7,9,6,13,6,1,,2,148
"De 45 a 49 años (168)",39,39,,1,4,11,7,9,5,2,,196
"De 50 y más años (169)",109,107,1,11,14,15,24,23,13,6,2,518
