"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior univ. incompleta (057)",37,25,3,4,5
"Superior univ. completa (058)",164,69,19,21,55
,,,,,
"URBANA (060)",53800,32490,4868,5231,11211
"Sin nivel (061)",1302,1233,41,13,15
"Educación inicial (062)",26,22,2,1,1
"Primaria (063)",6615,6020,301,139,155
"Secundaria (064)",16438,13018,1214,766,1440
"Superior no univ. incompleta (065)",3112,2066,324,240,482
"Superior no univ. completa (066)",7197,3215,866,1102,2014
"Superior univ. incompleta (067)",4420,2585,476,362,997
"Superior univ. completa (068)",14690,4331,1644,2608,6107
"De 06 a 14 años (070)",617,564,39,12,2
"Sin nivel (071)",5,4,,1,
"Educación inicial (072)",6,5,1,,
"Primaria (073)",331,303,22,6,
"Secundaria (074)",275,252,16,5,2
"De 15 a 29 años (080)",15727,10625,1596,1288,2218
"Sin nivel (081)",44,39,3,,2
"Educación inicial (082)",12,9,1,1,1
"Primaria (083)",653,574,46,15,18
"Secundaria (084)",6466,5251,549,282,384
"Superior no univ. incompleta (085)",1598,1130,190,115,163
"Superior no univ. completa (086)",1976,1187,221,211,357
"Superior univ. incompleta (087)",2029,1317,234,175,303
"Superior univ. completa (088)",2949,1118,352,489,990
"De 30 a 44 años (090)",21197,11617,2068,2482,5030
"Sin nivel (091)",158,148,5,4,1
"Educación inicial (092)",8,8,,,
"Primaria (093)",1862,1698,81,43,40
"Secundaria (094)",5716,4535,403,284,494
"Superior no univ. incompleta (095)",1056,715,93,69,179
"Superior no univ. completa (096)",3669,1523,476,600,1070
"Superior univ. incompleta (097)",1452,833,159,115,345
"Superior univ. completa (098)",7276,2157,851,1367,2901
"De 45 a 64 años (100)",14340,8031,1093,1380,3836
"Sin nivel (101)",628,590,23,4,11
"Primaria (103)",2935,2673,134,57,71
"Secundaria (104)",3639,2690,229,185,535
"Superior no univ. incompleta (105)",435,204,40,54,137
"Superior no univ. completa (106)",1484,465,164,281,574
"Superior univ. incompleta (107)",906,413,80,68,345
"Superior univ. completa (108)",4313,996,423,731,2163
"De 65 y más años (110)",1919,1653,72,69,125
"Sin nivel (111)",467,452,10,4,1
"Primaria (113)",834,772,18,18,26
"Secundaria (114)",342,290,17,10,25
"Superior no univ. incompleta (115)",23,17,1,2,3
"Superior no univ. completa (116)",68,40,5,10,13
"Superior univ. incompleta (117)",33,22,3,4,4
"Superior univ. completa (118)",152,60,18,21,53
,,,,,
"RURAL (120)",39880,36931,1525,330,1094
"Sin nivel (121)",6096,5991,88,9,8
"Educación inicial (122)",28,26,2,,
"Primaria (123)",16500,15821,525,56,98
"Secundaria (124)",14742,13428,691,156,467
"Superior no univ. incompleta (125)",628,507,40,22,59
"Superior no univ. completa (126)",911,582,79,39,211
"Superior univ. incompleta (127)",332,244,30,10,48
"Superior univ. completa (128)",643,332,70,38,203
"De 06 a 14 años (130)",564,507,56,1,
"Sin nivel (131)",24,23,1,,
"Educación inicial (132)",7,7,,,
"Primaria (133)",355,314,40,1,
"Secundaria (134)",178,163,15,,
"De 15 a 29 años (140)",10298,9275,557,131,335
"Sin nivel (141)",116,114,2,,
"Educación inicial (142)",11,10,1,,
"Primaria (143)",2260,2140,97,7,16
"Secundaria (144)",6901,6300,359,81,161
"Superior no univ. incompleta (145)",325,266,22,14,23
"Superior no univ. completa (146)",381,269,32,16,64
"Superior univ. incompleta (147)",129,93,13,3,20
"Superior univ. completa (148)",175,83,31,10,51
"De 30 a 44 años (150)",11177,10143,487,108,439
"Sin nivel (151)",428,409,17,1,1
"Educación inicial (152)",10,9,1,,
"Primaria (153)",4440,4228,172,19,21
"Secundaria (154)",5254,4807,216,47,184
"Superior no univ. incompleta (155)",230,190,12,4,24
"Superior no univ. completa (156)",385,246,28,16,95
"Superior univ. incompleta (157)",138,100,15,6,17
"Superior univ. completa (158)",292,154,26,15,97
"De 45 a 64 años (160)",11487,10750,359,79,299
"Sin nivel (161)",2519,2464,46,5,4
"Primaria (163)",6362,6104,181,24,53
"Secundaria (164)",2184,1947,94,27,116
"Superior no univ. incompleta (165)",68,47,6,3,12
"Superior no univ. completa (166)",129,54,18,6,51
"Superior univ. incompleta (167)",61,48,2,1,10
"Superior univ. completa (168)",164,86,12,13,53
"De 65 y más años (170)",6354,6256,66,11,21
"Sin nivel (171)",3009,2981,22,3,3
"Primaria (173)",3083,3035,35,5,8
"Secundaria (174)",225,211,7,1,6
"Superior no univ. incompleta (175)",5,4,,1,
"Superior no univ. completa (176)",16,13,1,1,1
"Superior univ. incompleta (177)",4,3,,,1
"Superior univ. completa (178)",12,9,1,,2
