"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Mujeres (044)",9729,9025,341,80,283
"Agric., ganadería, caza y silvicultura (045)",7087,6847,223,15,2
"Pesca (046)",5,5,,,
"Explotación de minas y canteras (047)",2,2,,,
"Industrias manufactureras (048)",384,369,15,,
"Suministro de electricidad, gas y agua (049)",1,,,1,
"Construcción (050)",20,9,2,6,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",988,963,24,1,
"Venta, mant.y rep. veh.autom y motoc. (052)",9,9,,,
"Comercio al por mayor (053)",51,49,2,,
"Comercio al por menor (054)",928,905,22,1,
"Hoteles y restaurantes (055)",251,242,7,1,1
"Trans., almac. y comunicaciones (056)",24,22,1,1,
"Intermediación financiera (057)",2,1,,1,
"Activid.inmobil., empres. y alquileres (058)",20,12,,4,4
"Admin.pub. y defensa; p. segur soc.afil (059)",113,,,,113
"Enseñanza (060)",241,75,48,44,74
"Servicios sociales y de salud (061)",102,11,4,3,84
"Otras activ. serv.comun.soc y personales (062)",43,36,5,,2
"Hogares privados con servicio doméstico (063)",142,142,,,
"Actividad economica no especificada (065)",304,289,12,3,
,,,,,
"URBANA (066)",4735,3487,348,223,677
"Agric., ganadería, caza y silvicultura (067)",1041,995,46,,
"Pesca (068)",6,6,,,
"Explotación de minas y canteras (069)",45,19,9,13,4
"Industrias manufactureras (070)",232,206,23,1,2
"Suministro de electricidad, gas y agua (071)",17,3,2,10,2
"Construcción (072)",189,144,26,16,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1177,1142,33,2,
"Venta, mant.y rep. veh.autom y motoc. (074)",46,44,2,,
"Comercio al por mayor (075)",38,33,5,,
"Comercio al por menor (076)",1093,1065,26,2,
"Hoteles y restaurantes (077)",231,222,6,2,1
"Trans., almac. y comunicaciones (078)",277,251,13,3,10
"Intermediación financiera (079)",9,5,1,3,
"Activid.inmobil., empres. y alquileres (080)",76,46,9,13,8
"Admin.pub. y defensa; p. segur soc.afil (081)",324,,,,324
"Enseñanza (082)",587,138,135,143,171
"Servicios sociales y de salud (083)",162,19,4,3,136
"Otras activ. serv.comun.soc y personales (084)",90,59,20,8,3
"Hogares privados con servicio doméstico (085)",67,67,,,
"Actividad economica no especificada (087)",205,165,21,6,13
"Hombres (088)",2689,1823,257,166,443
"Agric., ganadería, caza y silvicultura (089)",589,558,31,,
"Pesca (090)",6,6,,,
"Explotación de minas y canteras (091)",43,17,9,13,4
"Industrias manufactureras (092)",145,126,16,1,2
"Suministro de electricidad, gas y agua (093)",16,3,2,9,2
"Construcción (094)",180,141,26,13,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",445,427,17,1,
"Venta, mant.y rep. veh.autom y motoc. (096)",39,37,2,,
"Comercio al por mayor (097)",14,11,3,,
"Comercio al por menor (098)",392,379,12,1,
"Hoteles y restaurantes (099)",47,44,2,1,
"Trans., almac. y comunicaciones (100)",259,234,13,2,10
"Intermediación financiera (101)",7,4,1,2,
"Activid.inmobil., empres. y alquileres (102)",61,38,9,10,4
"Admin.pub. y defensa; p. segur soc.afil (103)",241,,,,241
"Enseñanza (104)",385,84,98,101,102
"Servicios sociales y de salud (105)",77,11,2,,64
"Otras activ. serv.comun.soc y personales (106)",63,38,16,8,1
"Hogares privados con servicio doméstico (107)",14,14,,,
"Actividad economica no especificada (109)",111,78,15,5,13
"Mujeres (110)",2046,1664,91,57,234
"Agric., ganadería, caza y silvicultura (111)",452,437,15,,
"Explotación de minas y canteras (113)",2,2,,,
"Industrias manufactureras (114)",87,80,7,,
"Suministro de electricidad, gas y agua (115)",1,,,1,
"Construcción (116)",9,3,,3,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",732,715,16,1,
"Venta, mant.y rep. veh.autom y motoc. (118)",7,7,,,
"Comercio al por mayor (119)",24,22,2,,
"Comercio al por menor (120)",701,686,14,1,
"Hoteles y restaurantes (121)",184,178,4,1,1
"Trans., almac. y comunicaciones (122)",18,17,,1,
"Intermediación financiera (123)",2,1,,1,
"Activid.inmobil., empres. y alquileres (124)",15,8,,3,4
"Admin.pub. y defensa; p. segur soc.afil (125)",83,,,,83
"Enseñanza (126)",202,54,37,42,69
"Servicios sociales y de salud (127)",85,8,2,3,72
"Otras activ. serv.comun.soc y personales (128)",27,21,4,,2
"Hogares privados con servicio doméstico (129)",53,53,,,
"Actividad economica no especificada (131)",94,87,6,1,
,,,,,
"RURAL (132)",18457,17199,808,166,284
"Agric., ganadería, caza y silvicultura (133)",15223,14708,484,28,3
"Pesca (134)",95,93,2,,
"Explotación de minas y canteras (135)",56,18,10,12,16
"Industrias manufactureras (136)",590,549,36,5,
"Suministro de electricidad, gas y agua (137)",5,,,5,
"Construcción (138)",497,375,81,37,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",576,550,26,,
"Venta, mant.y rep. veh.autom y motoc. (140)",27,27,,,
"Comercio al por mayor (141)",61,57,4,,
"Comercio al por menor (142)",488,466,22,,
"Hoteles y restaurantes (143)",84,78,5,1,
"Trans., almac. y comunicaciones (144)",223,203,13,5,2
"Intermediación financiera (145)",2,,2,,
"Activid.inmobil., empres. y alquileres (146)",40,24,8,5,3
"Admin.pub. y defensa; p. segur soc.afil (147)",192,,,,192
"Enseñanza (148)",354,134,124,63,33
"Servicios sociales y de salud (149)",40,10,3,,27
"Otras activ. serv.comun.soc y personales (150)",53,48,3,2,
"Hogares privados con servicio doméstico (151)",101,101,,,
"Actividad economica no especificada (153)",326,308,11,3,4
"Hombres (154)",10774,9838,558,143,235
"Agric., ganadería, caza y silvicultura (155)",8588,8298,276,13,1
"Pesca (156)",90,88,2,,
"Explotación de minas y canteras (157)",56,18,10,12,16
"Industrias manufactureras (158)",293,260,28,5,
"Suministro de electricidad, gas y agua (159)",5,,,5,
"Construcción (160)",486,369,79,34,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",320,302,18,,
"Venta, mant.y rep. veh.autom y motoc. (162)",25,25,,,
"Comercio al por mayor (163)",34,30,4,,
"Comercio al por menor (164)",261,247,14,,
"Hoteles y restaurantes (165)",17,14,2,1,
"Trans., almac. y comunicaciones (166)",217,198,12,5,2
"Intermediación financiera (167)",2,,2,,
"Activid.inmobil., empres. y alquileres (168)",35,20,8,4,3
"Admin.pub. y defensa; p. segur soc.afil (169)",162,,,,162
"Enseñanza (170)",315,113,113,61,28
"Servicios sociales y de salud (171)",23,7,1,,15
"Otras activ. serv.comun.soc y personales (172)",37,33,2,2,
"Hogares privados con servicio doméstico (173)",12,12,,,
"Actividad economica no especificada (175)",116,106,5,1,4
"Mujeres (176)",7683,7361,250,23,49
"Agric., ganadería, caza y silvicultura (177)",6635,6410,208,15,2
"Pesca (178)",5,5,,,
"Industrias manufactureras (180)",297,289,8,,
"Construcción (182)",11,6,2,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",256,248,8,,
"Venta, mant.y rep. veh.autom y motoc. (184)",2,2,,,
"Comercio al por mayor (185)",27,27,,,
"Comercio al por menor (186)",227,219,8,,
"Hoteles y restaurantes (187)",67,64,3,,
"Trans., almac. y comunicaciones (188)",6,5,1,,
"Activid.inmobil., empres. y alquileres (190)",5,4,,1,
"Admin.pub. y defensa; p. segur soc.afil (191)",30,,,,30
"Enseñanza (192)",39,21,11,2,5
"Servicios sociales y de salud (193)",17,3,2,,12
"Otras activ. serv.comun.soc y personales (194)",16,15,1,,
"Hogares privados con servicio doméstico (195)",89,89,,,
"Actividad economica no especificada (197)",210,202,6,2,
