"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Educación inicial (032)",1,,1,,,
"Primaria (033)",224,18,85,47,54,20
"Secundaria (034)",397,5,256,93,40,3
"Superior no univ. incompleta (035)",46,,34,9,3,
"Superior no univ. completa (036)",49,,26,16,5,2
"Superior univ. incompleta (037)",40,,28,10,2,
"Superior univ. completa (038)",49,,19,19,11,
"No PEA (040)",20671,7682,5686,2784,2508,2011
"Sin nivel (041)",2197,144,188,370,684,811
"Educación inicial (042)",518,511,5,2,,
"Primaria (043)",9035,5486,852,909,1018,770
"Secundaria (044)",6703,1541,3511,972,470,209
"Superior no univ. incompleta (045)",546,,382,99,46,19
"Superior no univ. completa (046)",588,,183,202,108,95
"Superior univ. incompleta (047)",592,,462,70,36,24
"Superior univ. completa (048)",492,,103,160,146,83
,,,,,,
"URBANA (060)",26141,5259,7940,6317,4627,1998
"Sin nivel (061)",1764,98,177,411,553,525
"Educación inicial (062)",407,392,13,2,,
"Primaria (063)",8368,3671,966,1212,1622,897
"Secundaria (064)",9732,1098,4531,2472,1346,285
"Superior no univ. incompleta (065)",1151,,638,346,139,28
"Superior no univ. completa (066)",1724,,535,745,329,115
"Superior univ. incompleta (067)",1139,,680,281,144,34
"Superior univ. completa (068)",1856,,400,848,494,114
"PEA (070)",12177,106,4038,4504,2969,560
"Sin nivel (071)",634,4,79,214,239,98
"Educación inicial (072)",11,2,8,1,,
"Primaria (073)",2652,58,531,767,1002,294
"Secundaria (074)",5013,42,2171,1773,937,90
"Superior no univ. incompleta (075)",684,,309,266,99,10
"Superior no univ. completa (076)",1190,,379,567,223,21
"Superior univ. incompleta (077)",602,,261,219,111,11
"Superior univ. completa (078)",1391,,300,697,358,36
"Ocupada (080)",11527,91,3682,4344,2866,544
"Sin nivel (081)",598,4,72,200,226,96
"Educación inicial (082)",10,2,7,1,,
"Primaria (083)",2511,48,479,735,964,285
"Secundaria (084)",4708,37,1972,1707,905,87
"Superior no univ. incompleta (085)",641,,278,257,96,10
"Superior no univ. completa (086)",1146,,356,553,218,19
"Superior univ. incompleta (087)",564,,235,209,109,11
"Superior univ. completa (088)",1349,,283,682,348,36
"Desocupada (090)",650,15,356,160,103,16
"Sin nivel (091)",36,,7,14,13,2
"Educación inicial (092)",1,,1,,,
"Primaria (093)",141,10,52,32,38,9
"Secundaria (094)",305,5,199,66,32,3
"Superior no univ. incompleta (095)",43,,31,9,3,
"Superior no univ. completa (096)",44,,23,14,5,2
"Superior univ. incompleta (097)",38,,26,10,2,
"Superior univ. completa (098)",42,,17,15,10,
"No PEA (100)",13964,5153,3902,1813,1658,1438
"Sin nivel (101)",1130,94,98,197,314,427
"Educación inicial (102)",396,390,5,1,,
"Primaria (103)",5716,3613,435,445,620,603
"Secundaria (104)",4719,1056,2360,699,409,195
"Superior no univ. incompleta (105)",467,,329,80,40,18
"Superior no univ. completa (106)",534,,156,178,106,94
"Superior univ. incompleta (107)",537,,419,62,33,23
"Superior univ. completa (108)",465,,100,151,136,78
,,,,,,
"RURAL (120)",11364,2581,3421,2443,1929,990
"Sin nivel (121)",1574,56,146,273,552,547
"Educación inicial (122)",125,122,2,1,,
"Primaria (123)",5260,1911,953,1029,986,381
"Secundaria (124)",3797,492,2065,908,293,39
"Superior no univ. incompleta (125)",179,,100,54,22,3
"Superior no univ. completa (126)",195,,72,89,24,10
"Superior univ. incompleta (127)",107,,63,21,18,5
"Superior univ. completa (128)",127,,20,68,34,5
"PEA (130)",4657,52,1637,1472,1079,417
"Sin nivel (131)",507,6,56,100,182,163
"Educación inicial (132)",3,1,2,,,
"Primaria (133)",1941,38,536,565,588,214
"Secundaria (134)",1813,7,914,635,232,25
"Superior no univ. incompleta (135)",100,,47,35,16,2
"Superior no univ. completa (136)",141,,45,65,22,9
"Superior univ. incompleta (137)",52,,20,13,15,4
"Superior univ. completa (138)",100,,17,59,24,
"Ocupada (140)",4447,44,1534,1420,1049,400
"Sin nivel (141)",489,6,53,96,177,157
"Educación inicial (142)",3,1,2,,,
"Primaria (143)",1858,30,503,550,572,203
"Secundaria (144)",1721,7,857,608,224,25
"Superior no univ. incompleta (145)",97,,44,35,16,2
"Superior no univ. completa (146)",136,,42,63,22,9
"Superior univ. incompleta (147)",50,,18,13,15,4
"Superior univ. completa (148)",93,,15,55,23,
"Desocupada (150)",210,8,103,52,30,17
"Sin nivel (151)",18,,3,4,5,6
"Primaria (153)",83,8,33,15,16,11
"Secundaria (154)",92,,57,27,8,
"Superior no univ. incompleta (155)",3,,3,,,
"Superior no univ. completa (156)",5,,3,2,,
"Superior univ. incompleta (157)",2,,2,,,
"Superior univ. completa (158)",7,,2,4,1,
"No PEA (160)",6707,2529,1784,971,850,573
"Sin nivel (161)",1067,50,90,173,370,384
"Educación inicial (162)",122,121,,1,,
"Primaria (163)",3319,1873,417,464,398,167
"Secundaria (164)",1984,485,1151,273,61,14
"Superior no univ. incompleta (165)",79,,53,19,6,1
"Superior no univ. completa (166)",54,,27,24,2,1
"Superior univ. incompleta (167)",55,,43,8,3,1
"Superior univ. completa (168)",27,,3,9,10,5
