"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 50 y más años (039)",7,20,19,,95,,
"No PEA (040)",8886,27112,23814,506,87.8,1.9,
"De 12 a 14 años (041)",1133,2,2,,100,,
"De 15 a 19 años (042)",1347,141,136,41,96.5,29.1,
"De 20 a 24 años (043)",919,812,800,109,98.5,13.4,
"De 25 a 29 años (044)",720,1362,1330,124,97.7,9.1,
"De 30 a 34 años (045)",639,2060,1975,100,95.9,4.9,
"De 35 a 39 años (046)",639,2765,2612,69,94.5,2.5,
"De 40 a 44 años (047)",595,3108,2872,50,92.4,1.6,
"De 45 a 49 años (048)",503,2822,2518,12,89.2,0.4,
"De 50 y más años (049)",2391,14040,11569,1,82.4,,
,,,,,,,
"URBANA (060)",2384,5752,5350,103,93,1.8,
"De 12 a 14 años (061)",215,2,2,,100,,
"De 15 a 19 años (062)",329,29,27,6,93.1,20.7,
"De 20 a 24 años (063)",254,195,194,29,99.5,14.9,
"De 25 a 29 años (064)",252,362,358,31,98.9,8.6,
"De 30 a 34 años (065)",198,460,450,16,97.8,3.5,
"De 35 a 39 años (066)",225,665,638,15,95.9,2.3,
"De 40 a 44 años (067)",191,677,652,6,96.3,0.9,
"De 45 a 49 años (068)",151,610,579,,94.9,,
"De 50 y más años (069)",569,2752,2450,,89,,
"PEA (070)",747,1860,1790,41,96.2,2.2,
"De 12 a 14 años (071)",3,,,,,,
"De 15 a 19 años (072)",44,6,6,2,100,33.3,
"De 20 a 24 años (073)",76,52,52,8,100,15.4,
"De 25 a 29 años (074)",105,134,133,11,99.3,8.2,
"De 30 a 34 años (075)",83,158,155,6,98.1,3.8,
"De 35 a 39 años (076)",118,292,288,11,98.6,3.8,
"De 40 a 44 años (077)",111,369,359,3,97.3,0.8,
"De 45 a 49 años (078)",82,304,297,,97.7,,
"De 50 y más años (079)",125,545,500,,91.7,,
"Ocupada (080)",715,1808,1738,39,96.1,2.2,
"De 12 a 14 años (081)",3,,,,,,
"De 15 a 19 años (082)",43,6,6,2,100,33.3,
"De 20 a 24 años (083)",69,47,47,7,100,14.9,
"De 25 a 29 años (084)",97,127,126,10,99.2,7.9,
"De 30 a 34 años (085)",77,147,144,6,98,4.1,
"De 35 a 39 años (086)",114,286,282,11,98.6,3.8,
"De 40 a 44 años (087)",110,365,355,3,97.3,0.8,
"De 45 a 49 años (088)",80,291,284,,97.6,,
"De 50 y más años (089)",122,539,494,,91.7,,
"Desocupada (090)",32,52,52,2,100,3.8,
"De 15 a 19 años (092)",1,,,,,,
"De 20 a 24 años (093)",7,5,5,1,100,20,
"De 25 a 29 años (094)",8,7,7,1,100,14.3,
"De 30 a 34 años (095)",6,11,11,,100,,
"De 35 a 39 años (096)",4,6,6,,100,,
"De 40 a 44 años (097)",1,4,4,,100,,
"De 45 a 49 años (098)",2,13,13,,100,,
"De 50 y más años (099)",3,6,6,,100,,
"No PEA (100)",1637,3892,3560,62,91.5,1.6,
"De 12 a 14 años (101)",212,2,2,,100,,
"De 15 a 19 años (102)",285,23,21,4,91.3,17.4,
"De 20 a 24 años (103)",178,143,142,21,99.3,14.7,
"De 25 a 29 años (104)",147,228,225,20,98.7,8.8,
"De 30 a 34 años (105)",115,302,295,10,97.7,3.3,
"De 35 a 39 años (106)",107,373,350,4,93.8,1.1,
"De 40 a 44 años (107)",80,308,293,3,95.1,1,
"De 45 a 49 años (108)",69,306,282,,92.2,,
"De 50 y más años (109)",444,2207,1950,,88.4,,
,,,,,,,
"RURAL (120)",7850,25066,21841,476,87.1,1.9,
"De 12 a 14 años (121)",937,,,,,,
"De 15 a 19 años (122)",1123,132,126,40,95.5,30.3,
"De 20 a 24 años (123)",819,722,710,92,98.3,12.7,
"De 25 a 29 años (124)",656,1256,1221,114,97.2,9.1,
"De 30 a 34 años (125)",600,1962,1866,98,95.1,5,
"De 35 a 39 años (126)",600,2631,2474,70,94,2.7,
"De 40 a 44 años (127)",571,3042,2792,48,91.8,1.6,
"De 45 a 49 años (128)",472,2714,2428,13,89.5,0.5,
"De 50 y más años (129)",2072,12607,10224,1,81.1,,
"PEA (130)",601,1846,1587,32,86,1.7,
"De 12 a 14 años (131)",16,,,,,,
"De 15 a 19 años (132)",61,14,11,3,78.6,21.4,
"De 20 a 24 años (133)",78,53,52,4,98.1,7.5,
"De 25 a 29 años (134)",83,122,116,10,95.1,8.2,
"De 30 a 34 años (135)",76,204,186,8,91.2,3.9,
"De 35 a 39 años (136)",68,239,212,5,88.7,2.1,
"De 40 a 44 años (137)",56,242,213,1,88,0.4,
"De 45 a 49 años (138)",38,198,192,1,97,0.5,
"De 50 y más años (139)",125,774,605,,78.2,,
"Ocupada (140)",548,1816,1560,29,85.9,1.6,
"De 12 a 14 años (141)",15,,,,,,
"De 15 a 19 años (142)",49,12,9,2,75,16.7,
"De 20 a 24 años (143)",61,50,49,4,98,8,
"De 25 a 29 años (144)",73,116,110,8,94.8,6.9,
"De 30 a 34 años (145)",74,203,185,8,91.1,3.9,
"De 35 a 39 años (146)",65,238,212,5,89.1,2.1,
"De 40 a 44 años (147)",54,240,212,1,88.3,0.4,
"De 45 a 49 años (148)",36,197,191,1,97,0.5,
"De 50 y más años (149)",121,760,592,,77.9,,
"Desocupada (150)",53,30,27,3,90,10,
"De 12 a 14 años (151)",1,,,,,,
"De 15 a 19 años (152)",12,2,2,1,100,50,
"De 20 a 24 años (153)",17,3,3,,100,,
"De 25 a 29 años (154)",10,6,6,2,100,33.3,
"De 30 a 34 años (155)",2,1,1,,100,,
"De 35 a 39 años (156)",3,1,,,,,
"De 40 a 44 años (157)",2,2,1,,50,,
"De 45 a 49 años (158)",2,1,1,,100,,
"De 50 y más años (159)",4,14,13,,92.9,,
"No PEA (160)",7249,23220,20254,444,87.2,1.9,
"De 12 a 14 años (161)",921,,,,,,
"De 15 a 19 años (162)",1062,118,115,37,97.5,31.4,
"De 20 a 24 años (163)",741,669,658,88,98.4,13.2,
"De 25 a 29 años (164)",573,1134,1105,104,97.4,9.2,
"De 30 a 34 años (165)",524,1758,1680,90,95.6,5.1,
"De 35 a 39 años (166)",532,2392,2262,65,94.6,2.7,
"De 40 a 44 años (167)",515,2800,2579,47,92.1,1.7,
"De 45 a 49 años (168)",434,2516,2236,12,88.9,0.5,
"De 50 y más años (169)",1947,11833,9619,1,81.3,,
