"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Secundaria (064)",246,194,21,8,23
"Superior no univ. incompleta (065)",66,42,13,4,7
"Superior no univ. completa (066)",154,54,30,26,44
"Superior univ. incompleta (067)",25,15,4,2,4
"Superior univ. completa (068)",100,39,21,19,21
"De 06 a 14 años (070)",6,6,,,
"Primaria (073)",3,3,,,
"Secundaria (074)",3,3,,,
"De 15 a 29 años (080)",201,133,20,16,32
"Educación inicial (082)",1,,,,1
"Primaria (083)",15,11,4,,
"Secundaria (084)",108,83,9,5,11
"Superior no univ. incompleta (085)",19,15,,1,3
"Superior no univ. completa (086)",36,16,4,8,8
"Superior univ. incompleta (087)",10,6,1,1,2
"Superior univ. completa (088)",12,2,2,1,7
"De 30 a 44 años (090)",271,161,42,26,42
"Sin nivel (091)",1,1,,,
"Primaria (093)",43,40,3,,
"Secundaria (094)",66,54,4,2,6
"Superior no univ. incompleta (095)",24,14,7,,3
"Superior no univ. completa (096)",81,27,18,14,22
"Superior univ. incompleta (097)",9,5,2,,2
"Superior univ. completa (098)",47,20,8,10,9
"De 45 a 64 años (100)",226,145,37,20,24
"Sin nivel (101)",3,3,,,
"Primaria (103)",79,70,5,3,1
"Secundaria (104)",56,43,6,1,6
"Superior no univ. incompleta (105)",20,10,6,3,1
"Superior no univ. completa (106)",31,7,8,4,12
"Superior univ. incompleta (107)",3,1,1,1,
"Superior univ. completa (108)",34,11,11,8,4
"De 65 y más años (110)",84,76,5,,3
"Sin nivel (111)",5,5,,,
"Primaria (113)",47,44,3,,
"Secundaria (114)",13,11,2,,
"Superior no univ. incompleta (115)",3,3,,,
"Superior no univ. completa (116)",6,4,,,2
"Superior univ. incompleta (117)",3,3,,,
"Superior univ. completa (118)",7,6,,,1
,,,,,
"RURAL (120)",1393,1178,124,45,46
"Sin nivel (121)",122,112,5,,5
"Educación inicial (122)",1,1,,,
"Primaria (123)",574,508,44,10,12
"Secundaria (124)",439,363,39,20,17
"Superior no univ. incompleta (125)",115,96,11,4,4
"Superior no univ. completa (126)",98,68,15,8,7
"Superior univ. incompleta (127)",19,13,5,,1
"Superior univ. completa (128)",25,17,5,3,
"De 06 a 14 años (130)",59,57,2,,
"Sin nivel (131)",4,4,,,
"Primaria (133)",42,41,1,,
"Secundaria (134)",13,12,1,,
"De 15 a 29 años (140)",395,317,43,21,14
"Sin nivel (141)",7,7,,,
"Primaria (143)",113,96,10,4,3
"Secundaria (144)",203,162,19,13,9
"Superior no univ. incompleta (145)",36,28,6,2,
"Superior no univ. completa (146)",25,16,6,1,2
"Superior univ. incompleta (147)",7,6,1,,
"Superior univ. completa (148)",4,2,1,1,
"De 30 a 44 años (150)",431,346,49,16,20
"Sin nivel (151)",37,33,2,,2
"Educación inicial (152)",1,1,,,
"Primaria (153)",149,125,17,3,4
"Secundaria (154)",136,112,13,5,6
"Superior no univ. incompleta (155)",43,33,4,2,4
"Superior no univ. completa (156)",45,29,7,5,4
"Superior univ. incompleta (157)",8,5,3,,
"Superior univ. completa (158)",12,8,3,1,
"De 45 a 64 años (160)",354,308,26,8,12
"Sin nivel (161)",42,37,2,,3
"Primaria (163)",182,161,13,3,5
"Secundaria (164)",74,64,6,2,2
"Superior no univ. incompleta (165)",25,24,1,,
"Superior no univ. completa (166)",21,16,2,2,1
"Superior univ. incompleta (167)",3,1,1,,1
"Superior univ. completa (168)",7,5,1,1,
"De 65 y más años (170)",154,150,4,,
"Sin nivel (171)",32,31,1,,
"Primaria (173)",88,85,3,,
"Secundaria (174)",13,13,,,
"Superior no univ. incompleta (175)",11,11,,,
"Superior no univ. completa (176)",7,7,,,
"Superior univ. incompleta (177)",1,1,,,
"Superior univ. completa (178)",2,2,,,
