"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",3,3,,,
"Obrero (058)",7,5,1,1,
"Trabajador independiente (059)",2,2,,,
"Empleador o patrono (060)",1,1,,,
"Trabajador familiar no remunerado (061)",13,11,2,,
"Trabajador del hogar (062)",7,7,,,
"De 15 a 29 años (064)",706,536,63,39,68
"Empleado (065)",145,58,16,17,54
"Obrero (066)",217,154,29,21,13
"Trabajador independiente (067)",220,210,10,,
"Empleador o patrono (068)",8,7,1,,
"Trabajador familiar no remunerado (069)",92,83,7,1,1
"Trabajador del hogar (070)",24,24,,,
"De 30 a 44 años (072)",814,562,72,56,124
"Empleado (073)",202,22,27,39,114
"Obrero (074)",137,91,20,16,10
"Trabajador independiente (075)",414,394,20,,
"Empleador o patrono (076)",14,11,3,,
"Trabajador familiar no remunerado (077)",35,32,2,1,
"Trabajador del hogar (078)",12,12,,,
"De 45 a 64 años (080)",488,382,29,24,53
"Empleado (081)",78,13,7,12,46
"Obrero (082)",91,63,9,12,7
"Trabajador independiente (083)",278,267,11,,
"Empleador o patrono (084)",10,8,2,,
"Trabajador familiar no remunerado (085)",24,24,,,
"Trabajador del hogar (086)",7,7,,,
"De 65 y más años (088)",94,85,7,2,
"Empleado (089)",1,,1,,
"Obrero (090)",19,15,2,2,
"Trabajador independiente (091)",65,61,4,,
"Empleador o patrono (092)",2,2,,,
"Trabajador familiar no remunerado (093)",7,7,,,
,,,,,
"RURAL (096)",8453,7903,379,58,113
"Empleado (097)",305,144,55,14,92
"Obrero (098)",1424,1216,152,38,18
"Trabajador independiente (099)",4720,4613,107,,
"Empleador o patrono (100)",83,74,7,1,1
"Trabajador familiar no remunerado (101)",1771,1706,58,5,2
"Trabajador del hogar (102)",150,150,,,
"De 06 a 14 años (104)",412,400,10,2,
"Empleado (105)",1,1,,,
"Obrero (106)",60,57,3,,
"Trabajador independiente (107)",4,3,1,,
"Trabajador familiar no remunerado (109)",339,331,6,2,
"Trabajador del hogar (110)",8,8,,,
"De 15 a 29 años (112)",3323,3102,154,25,42
"Empleado (113)",94,48,10,6,30
"Obrero (114)",760,656,77,16,11
"Trabajador independiente (115)",1329,1299,30,,
"Empleador o patrono (116)",20,19,,,1
"Trabajador familiar no remunerado (117)",1020,980,37,3,
"Trabajador del hogar (118)",100,100,,,
"De 30 a 44 años (120)",2670,2454,135,23,58
"Empleado (121)",167,72,37,4,54
"Obrero (122)",367,303,42,19,3
"Trabajador independiente (123)",1802,1757,45,,
"Empleador o patrono (124)",36,34,2,,
"Trabajador familiar no remunerado (125)",271,261,9,,1
"Trabajador del hogar (126)",27,27,,,
"De 45 a 64 años (128)",1696,1608,69,6,13
"Empleado (129)",42,23,8,3,8
"Obrero (130)",204,169,29,2,4
"Trabajador independiente (131)",1296,1272,24,,
"Empleador o patrono (132)",24,20,3,1,
"Trabajador familiar no remunerado (133)",117,111,5,,1
"Trabajador del hogar (134)",13,13,,,
"De 65 y más años (136)",352,339,11,2,
"Empleado (137)",1,,,1,
"Obrero (138)",33,31,1,1,
"Trabajador independiente (139)",289,282,7,,
"Empleador o patrono (140)",3,1,2,,
"Trabajador familiar no remunerado (141)",24,23,1,,
"Trabajador del hogar (142)",2,2,,,
