"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (042)",7,1,5,,1,
"Actividad economica no especificada (044)",94,,21,26,29,18
"Desocupado (045)",380,4,188,119,46,23
"Mujeres (046)",5147,147,1227,1373,1507,893
"Agric., ganadería, caza y silvicultura (047)",4275,133,895,1078,1334,835
"Pesca (048)",2,,,,2,
"Industrias manufactureras (050)",50,5,18,11,13,3
"Construcción (052)",2,,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",306,4,107,114,71,10
"Venta, mant.y rep. veh.autom.y motoc. (054)",2,,1,1,,
"Comercio al por mayor (055)",6,,2,3,1,
"Comercio al por menor (056)",298,4,104,110,70,10
"Hoteles y restaurantes (057)",95,,34,35,19,7
"Trans., almac. y comunicaciones (058)",7,,4,3,,
"Activid.inmobil., empres. y alquileres (060)",6,,5,1,,
"Admin.pub. y defensa; p. segur.soc afil (061)",37,,17,19,1,
"Enseñanza (062)",84,,24,37,23,
"Servicios sociales y de salud (063)",19,,5,12,2,
"Otras activ. serv.comun.soc y personales (064)",5,,2,2,,1
"Hogares privados con servicio doméstico (065)",40,,25,11,3,1
"Actividad economica no especificada (067)",117,2,27,30,29,29
"Desocupado (068)",102,3,63,19,10,7
,,,,,,
"URBANA (069)",3106,97,828,1019,841,321
"Agric., ganadería, caza y silvicultura (070)",1749,76,426,482,517,248
"Pesca (071)",3,,,1,2,
"Explotación de minas y canteras (072)",2,,,,2,
"Industrias manufactureras (073)",72,5,29,16,18,4
"Suministro de electricidad, gas y agua (074)",3,,,2,1,
"Construcción (075)",59,,15,21,19,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",374,7,109,148,85,25
"Venta, mant.y rep. veh.autom.y motoc. (077)",13,,5,3,3,2
"Comercio al por mayor (078)",9,,4,4,1,
"Comercio al por menor (079)",352,7,100,141,81,23
"Hoteles y restaurantes (080)",100,3,29,37,23,8
"Trans., almac. y comunicaciones (081)",42,,14,16,9,3
"Intermediación financiera (082)",1,,,1,,
"Activid.inmobil., empres. y alquileres (083)",12,,4,5,3,
"Admin.pub. y defensa; p. segur.soc afil (084)",135,,36,74,22,3
"Enseñanza (085)",179,,25,79,73,2
"Servicios sociales y de salud (086)",35,,5,19,9,2
"Otras activ. serv.comun.soc y personales (087)",17,1,7,7,1,1
"Hogares privados con servicio doméstico (088)",20,1,8,9,2,
"Actividad economica no especificada (090)",96,2,21,34,30,9
"Desocupado (091)",207,2,100,68,25,12
"Hombres (092)",1836,53,460,597,528,198
"Agric., ganadería, caza y silvicultura (093)",1021,43,237,272,316,153
"Pesca (094)",2,,,1,1,
"Explotación de minas y canteras (095)",2,,,,2,
"Industrias manufactureras (096)",44,,23,10,9,2
"Suministro de electricidad, gas y agua (097)",3,,,2,1,
"Construcción (098)",59,,15,21,19,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",150,4,39,56,35,16
"Venta, mant.y rep. veh.autom.y motoc. (100)",12,,4,3,3,2
"Comercio al por mayor (101)",5,,2,2,1,
"Comercio al por menor (102)",133,4,33,51,31,14
"Hoteles y restaurantes (103)",22,3,3,7,7,2
"Trans., almac. y comunicaciones (104)",40,,12,16,9,3
"Intermediación financiera (105)",1,,,1,,
"Activid.inmobil., empres. y alquileres (106)",10,,2,5,3,
"Admin.pub. y defensa; p. segur.soc afil (107)",104,,21,59,21,3
"Enseñanza (108)",122,,13,53,54,2
"Servicios sociales y de salud (109)",23,,2,10,9,2
"Otras activ. serv.comun.soc y personales (110)",14,1,6,5,1,1
"Hogares privados con servicio doméstico (111)",5,1,3,,1,
"Actividad economica no especificada (113)",52,,11,21,18,2
"Desocupado (114)",162,1,73,58,22,8
"Mujeres (115)",1270,44,368,422,313,123
"Agric., ganadería, caza y silvicultura (116)",728,33,189,210,201,95
"Pesca (117)",1,,,,1,
"Industrias manufactureras (119)",28,5,6,6,9,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",224,3,70,92,50,9
"Venta, mant.y rep. veh.autom.y motoc. (123)",1,,1,,,
"Comercio al por mayor (124)",4,,2,2,,
"Comercio al por menor (125)",219,3,67,90,50,9
"Hoteles y restaurantes (126)",78,,26,30,16,6
"Trans., almac. y comunicaciones (127)",2,,2,,,
"Activid.inmobil., empres. y alquileres (129)",2,,2,,,
"Admin.pub. y defensa; p. segur.soc afil (130)",31,,15,15,1,
"Enseñanza (131)",57,,12,26,19,
"Servicios sociales y de salud (132)",12,,3,9,,
"Otras activ. serv.comun.soc y personales (133)",3,,1,2,,
"Hogares privados con servicio doméstico (134)",15,,5,9,1,
"Actividad economica no especificada (136)",44,2,10,13,12,7
"Desocupado (137)",45,1,27,10,3,4
,,,,,,
"RURAL (138)",8655,185,1884,2185,2641,1760
"Agric., ganadería, caza y silvicultura (139)",7549,175,1441,1866,2396,1671
"Pesca (140)",20,,5,9,5,1
"Explotación de minas y canteras (141)",6,,4,2,,
"Industrias manufactureras (142)",77,,45,15,12,5
"Construcción (144)",112,3,18,39,44,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",167,2,72,46,40,7
"Venta, mant.y rep. veh.autom.y motoc. (146)",4,,3,1,,
"Comercio al por mayor (147)",4,,,3,1,
"Comercio al por menor (148)",159,2,69,42,39,7
"Hoteles y restaurantes (149)",22,,10,6,5,1
"Trans., almac. y comunicaciones (150)",62,,27,23,11,1
"Activid.inmobil., empres. y alquileres (152)",7,,3,4,,
"Admin.pub. y defensa; p. segur.soc afil (153)",69,,23,27,12,7
"Enseñanza (154)",125,,29,47,49,
"Servicios sociales y de salud (155)",15,,3,6,6,
"Otras activ. serv.comun.soc y personales (156)",7,,4,1,,2
"Hogares privados con servicio doméstico (157)",27,,22,2,2,1
"Actividad economica no especificada (159)",115,,27,22,28,38
"Desocupado (160)",275,5,151,70,31,18
"Hombres (161)",4778,82,1025,1234,1447,990
"Agric., ganadería, caza y silvicultura (162)",4002,75,735,998,1263,931
"Pesca (163)",19,,5,9,4,1
"Explotación de minas y canteras (164)",6,,4,2,,
"Industrias manufactureras (165)",55,,33,10,8,4
"Construcción (167)",110,3,17,38,44,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",85,1,35,24,19,6
"Venta, mant.y rep. veh.autom.y motoc. (169)",3,,3,,,
"Comercio al por mayor (170)",2,,,2,,
"Comercio al por menor (171)",80,1,32,22,19,6
"Hoteles y restaurantes (172)",5,,2,1,2,
"Trans., almac. y comunicaciones (173)",57,,25,20,11,1
"Activid.inmobil., empres. y alquileres (175)",3,,,3,,
"Admin.pub. y defensa; p. segur.soc afil (176)",63,,21,23,12,7
"Enseñanza (177)",98,,17,36,45,
"Servicios sociales y de salud (178)",8,,1,3,4,
"Otras activ. serv.comun.soc y personales (179)",5,,3,1,,1
"Hogares privados con servicio doméstico (180)",2,,2,,,
"Actividad economica no especificada (182)",42,,10,5,11,16
"Desocupado (183)",218,3,115,61,24,15
"Mujeres (184)",3877,103,859,951,1194,770
"Agric., ganadería, caza y silvicultura (185)",3547,100,706,868,1133,740
"Pesca (186)",1,,,,1,
"Industrias manufactureras (188)",22,,12,5,4,1
"Construcción (190)",2,,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",82,1,37,22,21,1
"Venta, mant.y rep. veh.autom.y motoc. (192)",1,,,1,,
"Comercio al por mayor (193)",2,,,1,1,
"Comercio al por menor (194)",79,1,37,20,20,1
"Hoteles y restaurantes (195)",17,,8,5,3,1
"Trans., almac. y comunicaciones (196)",5,,2,3,,
"Activid.inmobil., empres. y alquileres (198)",4,,3,1,,
"Admin.pub. y defensa; p. segur.soc afil (199)",6,,2,4,,
"Enseñanza (200)",27,,12,11,4,
"Servicios sociales y de salud (201)",7,,2,3,2,
"Otras activ. serv.comun.soc y personales (202)",2,,1,,,1
"Hogares privados con servicio doméstico (203)",25,,20,2,2,1
"Actividad economica no especificada (205)",73,,17,17,17,22
"Desocupado (206)",57,2,36,9,7,3
