"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Primaria (063)",257,220,17,6,14
"Secundaria (064)",322,239,29,22,32
"Superior no univ. incompleta (065)",61,48,1,2,10
"Superior no univ. completa (066)",328,118,28,23,159
"Superior univ. incompleta (067)",30,17,2,1,10
"Superior univ. completa (068)",134,21,16,17,80
"De 06 a 14 años (070)",20,17,2,1,
"Primaria (073)",11,10,1,,
"Secundaria (074)",9,7,1,1,
"De 15 a 29 años (080)",283,205,24,17,37
"Sin nivel (081)",4,4,,,
"Primaria (083)",41,35,2,2,2
"Secundaria (084)",118,96,12,3,7
"Superior no univ. incompleta (085)",26,24,,1,1
"Superior no univ. completa (086)",68,34,9,6,19
"Superior univ. incompleta (087)",7,6,1,,
"Superior univ. completa (088)",19,6,,5,8
"De 30 a 44 años (090)",511,246,47,35,183
"Sin nivel (091)",9,8,1,,
"Educación inicial (092)",1,1,,,
"Primaria (093)",77,64,5,2,6
"Secundaria (094)",110,73,12,12,13
"Superior no univ. incompleta (095)",25,17,1,,7
"Superior no univ. completa (096)",208,69,16,14,109
"Superior univ. incompleta (097)",13,6,,,7
"Superior univ. completa (098)",68,8,12,7,41
"De 45 a 64 años (100)",305,184,20,17,84
"Sin nivel (101)",22,21,,,1
"Primaria (103)",86,71,8,1,6
"Secundaria (104)",82,60,4,6,12
"Superior no univ. incompleta (105)",8,5,,1,2
"Superior no univ. completa (106)",51,15,3,3,30
"Superior univ. incompleta (107)",9,5,1,1,2
"Superior univ. completa (108)",47,7,4,5,31
"De 65 y más años (110)",65,59,1,3,2
"Sin nivel (111)",16,14,,2,
"Primaria (113)",42,40,1,1,
"Secundaria (114)",3,3,,,
"Superior no univ. incompleta (115)",2,2,,,
"Superior no univ. completa (116)",1,,,,1
"Superior univ. incompleta (117)",1,,,,1
,,,,,
"RURAL (120)",4739,4372,245,39,83
"Sin nivel (121)",531,506,23,1,1
"Educación inicial (122)",7,7,,,
"Primaria (123)",2921,2768,127,14,12
"Secundaria (124)",1031,949,46,14,22
"Superior no univ. incompleta (125)",48,36,8,1,3
"Superior no univ. completa (126)",129,66,29,5,29
"Superior univ. incompleta (127)",18,14,,1,3
"Superior univ. completa (128)",54,26,12,3,13
"De 06 a 14 años (130)",152,149,3,,
"Sin nivel (131)",4,4,,,
"Educación inicial (132)",4,4,,,
"Primaria (133)",127,124,3,,
"Secundaria (134)",17,17,,,
"De 15 a 29 años (140)",1542,1420,86,16,20
"Sin nivel (141)",50,46,4,,
"Primaria (143)",879,831,40,6,2
"Secundaria (144)",557,512,29,6,10
"Superior no univ. incompleta (145)",18,13,3,1,1
"Superior no univ. completa (146)",30,14,7,3,6
"Superior univ. incompleta (147)",3,2,,,1
"Superior univ. completa (148)",5,2,3,,
"De 30 a 44 años (150)",1470,1323,90,14,43
"Sin nivel (151)",121,113,6,1,1
"Educación inicial (152)",3,3,,,
"Primaria (153)",878,827,42,4,5
"Secundaria (154)",342,314,14,4,10
"Superior no univ. incompleta (155)",25,19,5,,1
"Superior no univ. completa (156)",74,35,20,2,17
"Superior univ. incompleta (157)",8,5,,1,2
"Superior univ. completa (158)",19,7,3,2,7
"De 45 a 64 años (160)",1150,1067,56,8,19
"Sin nivel (161)",194,185,9,,
"Primaria (163)",783,740,36,3,4
"Secundaria (164)",110,101,3,4,2
"Superior no univ. incompleta (165)",4,3,,,1
"Superior no univ. completa (166)",24,16,2,,6
"Superior univ. incompleta (167)",7,7,,,
"Superior univ. completa (168)",28,15,6,1,6
"De 65 y más años (170)",425,413,10,1,1
"Sin nivel (171)",162,158,4,,
"Primaria (173)",254,246,6,1,1
"Secundaria (174)",5,5,,,
"Superior no univ. incompleta (175)",1,1,,,
"Superior no univ. completa (176)",1,1,,,
"Superior univ. completa (178)",2,2,,,
