"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",3921,,858,1852,1142,69
"Enseñanza (038)",7013,1,1150,3078,2610,174
"Servicios sociales y de salud (039)",1633,2,364,716,494,57
"Otras activ. serv.comun.soc y personales (040)",3153,85,1283,943,695,147
"Hogares privados con servicio doméstico (041)",170,20,86,24,29,11
"Actividad economica no especificada (043)",1479,36,573,455,316,99
"Mujeres (045)",72234,1076,23502,26873,17834,2949
"Agric., ganadería, caza y silvicultura (046)",8787,289,1801,2716,2863,1118
"Pesca (047)",29,,4,15,7,3
"Explotación de minas y canteras (048)",96,,49,35,11,1
"Industrias manufactureras (049)",5525,69,2303,1930,1080,143
"Suministro de electricidad, gas y agua (050)",83,,21,43,19,
"Construcción (051)",360,1,134,168,53,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",22264,329,6824,8160,5933,1018
"Venta, mant.y rep. veh.autom.y motoc. (053)",421,1,185,155,73,7
"Comercio al por mayor (054)",1050,7,418,382,213,30
"Comercio al por menor (055)",20793,321,6221,7623,5647,981
"Hoteles y restaurantes (056)",7173,175,2528,2306,1901,263
"Trans., almac. y comunicaciones (057)",1681,18,936,523,197,7
"Intermediación financiera (058)",650,,331,255,63,1
"Activid.inmobil., empres. y alquileres (059)",3239,6,1439,1269,503,22
"Admin.pub. y defensa; p. segur.soc.afil (060)",2057,,815,813,427,2
"Enseñanza (061)",8852,,1981,4606,2206,59
"Servicios sociales y de salud (062)",3005,,914,1197,879,15
"Otras activ. serv.comun.soc y personales (063)",3190,26,1024,1313,724,103
"Hogares privados con servicio doméstico (064)",3373,133,1734,895,537,74
"Actividad economica no especificada (066)",1870,30,664,629,431,116
,,,,,,
"URBANA (067)",154623,2153,49949,56806,38990,6725
"Agric., ganadería, caza y silvicultura (068)",14382,347,2874,4329,4748,2084
"Pesca (069)",71,1,8,32,26,4
"Explotación de minas y canteras (070)",2070,1,616,941,499,13
"Industrias manufactureras (071)",13593,224,5378,4468,2945,578
"Suministro de electricidad, gas y agua (072)",480,,103,226,145,6
"Construcción (073)",9256,56,2997,3535,2367,301
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",40881,724,13143,14426,10562,2026
"Venta, mant.y rep. veh.autom.y motoc. (075)",4110,47,1645,1419,877,122
"Comercio al por mayor (076)",2253,19,873,820,481,60
"Comercio al por menor (077)",34518,658,10625,12187,9204,1844
"Hoteles y restaurantes (078)",10200,309,3913,3066,2535,377
"Trans., almac. y comunicaciones (079)",14393,165,5715,5294,2929,290
"Intermediación financiera (080)",1392,,612,581,194,5
"Activid.inmobil., empres. y alquileres (081)",9549,24,3639,3872,1845,169
"Admin.pub. y defensa; p. segur.soc.afil (082)",5842,,1625,2612,1537,68
"Enseñanza (083)",15474,1,3040,7491,4709,233
"Servicios sociales y de salud (084)",4553,2,1241,1878,1362,70
"Otras activ. serv.comun.soc y personales (085)",6084,106,2189,2185,1368,236
"Hogares privados con servicio doméstico (086)",3352,148,1714,874,539,77
"Actividad economica no especificada (088)",3051,45,1142,996,680,188
"Hombres (089)",88321,1293,28396,31744,22634,4254
"Agric., ganadería, caza y silvicultura (090)",8981,225,1949,2574,2879,1354
"Pesca (091)",47,1,6,19,20,1
"Explotación de minas y canteras (092)",1975,1,568,906,488,12
"Industrias manufactureras (093)",8694,168,3378,2755,1954,439
"Suministro de electricidad, gas y agua (094)",398,,83,183,126,6
"Construcción (095)",8906,55,2868,3370,2316,297
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",19442,403,6593,6552,4840,1054
"Venta, mant.y rep. veh.autom.y motoc. (097)",3698,46,1467,1266,804,115
"Comercio al por mayor (098)",1222,12,464,444,271,31
"Comercio al por menor (099)",14522,345,4662,4842,3765,908
"Hoteles y restaurantes (100)",3307,146,1512,841,676,132
"Trans., almac. y comunicaciones (101)",12743,147,4800,4777,2736,283
"Intermediación financiera (102)",743,,281,327,131,4
"Activid.inmobil., empres. y alquileres (103)",6356,19,2230,2611,1349,147
"Admin.pub. y defensa; p. segur.soc.afil (104)",3817,,830,1807,1114,66
"Enseñanza (105)",6815,1,1114,2988,2538,174
"Servicios sociales y de salud (106)",1601,2,356,700,488,55
"Otras activ. serv.comun.soc y personales (107)",2999,82,1218,900,661,138
"Hogares privados con servicio doméstico (108)",158,20,79,21,28,10
"Actividad economica no especificada (110)",1339,23,531,413,290,82
"Mujeres (112)",66302,860,21553,25062,16356,2471
"Agric., ganadería, caza y silvicultura (113)",5401,122,925,1755,1869,730
"Pesca (114)",24,,2,13,6,3
"Explotación de minas y canteras (115)",95,,48,35,11,1
"Industrias manufactureras (116)",4899,56,2000,1713,991,139
"Suministro de electricidad, gas y agua (117)",82,,20,43,19,
"Construcción (118)",350,1,129,165,51,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",21439,321,6550,7874,5722,972
"Venta, mant.y rep. veh.autom.y motoc. (120)",412,1,178,153,73,7
"Comercio al por mayor (121)",1031,7,409,376,210,29
"Comercio al por menor (122)",19996,313,5963,7345,5439,936
"Hoteles y restaurantes (123)",6893,163,2401,2225,1859,245
"Trans., almac. y comunicaciones (124)",1650,18,915,517,193,7
"Intermediación financiera (125)",649,,331,254,63,1
"Activid.inmobil., empres. y alquileres (126)",3193,5,1409,1261,496,22
"Admin.pub. y defensa; p. segur.soc.afil (127)",2025,,795,805,423,2
"Enseñanza (128)",8659,,1926,4503,2171,59
"Servicios sociales y de salud (129)",2952,,885,1178,874,15
"Otras activ. serv.comun.soc y personales (130)",3085,24,971,1285,707,98
"Hogares privados con servicio doméstico (131)",3194,128,1635,853,511,67
"Actividad economica no especificada (133)",1712,22,611,583,390,106
,,,,,,
"RURAL (134)",17566,512,5480,5503,4514,1557
"Agric., ganadería, caza y silvicultura (135)",10922,391,2885,3194,3106,1346
"Pesca (136)",31,,11,12,6,2
"Explotación de minas y canteras (137)",177,,75,66,35,1
"Industrias manufactureras (138)",1510,39,669,501,270,31
"Suministro de electricidad, gas y agua (139)",35,,8,19,6,2
"Construcción (140)",592,4,198,233,142,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",1567,21,555,530,386,75
"Venta, mant.y rep. veh.autom.y motoc. (142)",201,,98,61,40,2
"Comercio al por mayor (143)",47,,23,14,8,2
"Comercio al por menor (144)",1319,21,434,455,338,71
"Hoteles y restaurantes (145)",374,18,169,111,56,20
"Trans., almac. y comunicaciones (146)",786,7,326,277,166,10
"Intermediación financiera (147)",3,,,3,,
"Activid.inmobil., empres. y alquileres (148)",209,1,89,72,46,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",136,,48,53,32,3
"Enseñanza (150)",391,,91,193,107,
"Servicios sociales y de salud (151)",85,,37,35,11,2
"Otras activ. serv.comun.soc y personales (152)",259,5,118,71,51,14
"Hogares privados con servicio doméstico (153)",191,5,106,45,27,8
"Actividad economica no especificada (155)",298,21,95,88,67,27
"Hombres (156)",11634,296,3531,3692,3036,1079
"Agric., ganadería, caza y silvicultura (157)",7536,224,2009,2233,2112,958
"Pesca (158)",26,,9,10,5,2
"Explotación de minas y canteras (159)",176,,74,66,35,1
"Industrias manufactureras (160)",884,26,366,284,181,27
"Suministro de electricidad, gas y agua (161)",34,,7,19,6,2
"Construcción (162)",582,4,193,230,140,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",742,13,281,244,175,29
"Venta, mant.y rep. veh.autom.y motoc. (164)",192,,91,59,40,2
"Comercio al por mayor (165)",28,,14,8,5,1
"Comercio al por menor (166)",522,13,176,177,130,26
"Hoteles y restaurantes (167)",94,6,42,30,14,2
"Trans., almac. y comunicaciones (168)",755,7,305,271,162,10
"Intermediación financiera (169)",2,,,2,,
"Activid.inmobil., empres. y alquileres (170)",163,,59,64,39,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",104,,28,45,28,3
"Enseñanza (172)",198,,36,90,72,
"Servicios sociales y de salud (173)",32,,8,16,6,2
"Otras activ. serv.comun.soc y personales (174)",154,3,65,43,34,9
"Hogares privados con servicio doméstico (175)",12,,7,3,1,1
"Actividad economica no especificada (177)",140,13,42,42,26,17
"Mujeres (179)",5932,216,1949,1811,1478,478
"Agric., ganadería, caza y silvicultura (180)",3386,167,876,961,994,388
"Pesca (181)",5,,2,2,1,
"Explotación de minas y canteras (182)",1,,1,,,
"Industrias manufactureras (183)",626,13,303,217,89,4
"Suministro de electricidad, gas y agua (184)",1,,1,,,
"Construcción (185)",10,,5,3,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",825,8,274,286,211,46
"Venta, mant.y rep. veh.autom.y motoc. (187)",9,,7,2,,
"Comercio al por mayor (188)",19,,9,6,3,1
"Comercio al por menor (189)",797,8,258,278,208,45
"Hoteles y restaurantes (190)",280,12,127,81,42,18
"Trans., almac. y comunicaciones (191)",31,,21,6,4,
"Intermediación financiera (192)",1,,,1,,
"Activid.inmobil., empres. y alquileres (193)",46,1,30,8,7,
"Admin.pub. y defensa; p. segur.soc.afil (194)",32,,20,8,4,
"Enseñanza (195)",193,,55,103,35,
"Servicios sociales y de salud (196)",53,,29,19,5,
"Otras activ. serv.comun.soc y personales (197)",105,2,53,28,17,5
"Hogares privados con servicio doméstico (198)",179,5,99,42,26,7
"Actividad economica no especificada (200)",158,8,53,46,41,10
