"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Pensionista (045)",31,1,,2,9,2,1,11,5
"Otro(a) no pariente (046)",1064,62,11,199,421,80,39,139,113
"Hombres (048)",27788,1913,766,7063,9206,1231,1535,2994,3080
"Jefe o Jefa (049)",10636,228,3,1776,3611,601,1066,1184,2167
"Esposa(o)/ compa¤era(o) (050)",857,30,1,139,336,48,68,121,114
"Hijo(a)/ hijastro(a) (051)",11671,1256,624,3898,3646,373,234,1155,485
"Yerno/ nuera (052)",303,,,6,90,33,48,47,79
"Nieto(a) (053)",858,177,89,333,183,9,8,51,8
"Padres/ suegros (054)",243,63,,124,33,1,5,4,13
"Otro(a) pariente (055)",2611,135,42,673,1067,121,87,342,144
"Trabajador(a) del hogar (056)",24,1,,6,16,1,,,
"Pensionista (057)",14,,,,1,1,1,8,3
"Otro(a) no pariente (058)",571,23,7,108,223,43,18,82,67
"Mujeres (060)",29453,3460,767,8017,9076,1243,1616,2626,2648
"Jefe o Jefa (061)",5772,785,5,1189,1732,310,448,554,749
"Esposa(o)/ compa¤era(o) (062)",7742,665,5,1848,2478,362,730,539,1115
"Hijo(a)/ hijastro(a) (063)",11028,1146,615,3689,3262,369,278,1100,569
"Yerno/ nuera (064)",300,4,,26,123,32,37,33,45
"Nieto(a) (065)",861,212,76,352,157,15,7,38,4
"Padres/ suegros (066)",594,397,,143,41,1,8,2,2
"Otro(a) pariente (067)",2419,204,61,623,938,102,85,292,114
"Trabajador(a) del hogar (068)",227,7,1,54,139,14,2,8,2
"Pensionista (069)",17,1,,2,8,1,,3,2
"Otro(a) no pariente (070)",493,39,4,91,198,37,21,57,46
,,,,,,,,,
"RURAL (072)",32906,7644,838,14762,8474,346,249,322,271
"Jefe o Jefa (073)",9532,2549,5,4194,2382,89,114,79,120
"Esposa(o)/ compa¤era(o) (074)",6362,2168,19,2839,1204,40,31,22,39
"Hijo(a)/ hijastro(a) (075)",14248,2113,699,6684,4225,179,76,191,81
"Yerno/ nuera (076)",307,12,1,88,175,11,8,5,7
"Nieto(a) (077)",884,227,89,408,144,3,3,8,2
"Padres/ suegros (078)",356,306,,45,5,,,,
"Otro(a) pariente (079)",986,216,23,420,272,23,7,14,11
"Trabajador(a) del hogar (080)",28,9,,6,13,,,,
"Pensionista (081)",4,1,,3,,,,,
"Otro(a) no pariente (082)",199,43,2,75,54,1,10,3,11
"Hombres (084)",16765,2688,412,7850,5109,201,155,194,156
"Jefe o Jefa (085)",7098,1226,3,3476,2069,70,89,70,95
"Esposa(o)/ compa¤era(o) (086)",478,75,1,242,144,3,5,2,6
"Hijo(a)/ hijastro(a) (087)",7751,1061,353,3544,2498,108,42,104,41
"Yerno/ nuera (088)",138,3,,39,81,5,4,2,4
"Nieto(a) (089)",488,130,45,211,94,3,2,3,
"Padres/ suegros (090)",104,68,,32,4,,,,
"Otro(a) pariente (091)",551,93,8,244,170,12,6,11,7
"Trabajador(a) del hogar (092)",15,5,,1,9,,,,
"Pensionista (093)",2,,,2,,,,,
"Otro(a) no pariente (094)",140,27,2,59,40,,7,2,3
"Mujeres (096)",16141,4956,426,6912,3365,145,94,128,115
"Jefe o Jefa (097)",2434,1323,2,718,313,19,25,9,25
"Esposa(o)/ compa¤era(o) (098)",5884,2093,18,2597,1060,37,26,20,33
"Hijo(a)/ hijastro(a) (099)",6497,1052,346,3140,1727,71,34,87,40
"Yerno/ nuera (100)",169,9,1,49,94,6,4,3,3
"Nieto(a) (101)",396,97,44,197,50,,1,5,2
"Padres/ suegros (102)",252,238,,13,1,,,,
"Otro(a) pariente (103)",435,123,15,176,102,11,1,3,4
"Trabajador(a) del hogar (104)",13,4,,5,4,,,,
"Pensionista (105)",2,1,,1,,,,,
"Otro(a) no pariente (106)",59,16,,16,14,1,3,1,8
