"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador del hogar (054)",338,338,,,
"De 06 a 14 años (056)",437,274,78,63,22
"Empleado (057)",29,24,4,1,
"Obrero (058)",147,48,36,45,18
"Trabajador independiente (059)",77,69,8,,
"Empleador o patrono (060)",1,,1,,
"Trabajador familiar no remunerado (061)",156,106,29,17,4
"Trabajador del hogar (062)",27,27,,,
"De 15 a 29 años (064)",11877,4124,1135,1167,5451
"Empleado (065)",1398,554,164,148,532
"Obrero (066)",7593,1072,661,990,4870
"Trabajador independiente (067)",2088,1866,222,,
"Empleador o patrono (068)",102,43,19,8,32
"Trabajador familiar no remunerado (069)",499,392,69,21,17
"Trabajador del hogar (070)",197,197,,,
"De 30 a 44 años (072)",7480,3565,670,686,2559
"Empleado (073)",984,309,84,166,425
"Obrero (074)",3743,758,375,496,2114
"Trabajador independiente (075)",2336,2161,175,,
"Empleador o patrono (076)",138,87,17,18,16
"Trabajador familiar no remunerado (077)",212,183,19,6,4
"Trabajador del hogar (078)",67,67,,,
"De 45 a 64 años (080)",3619,2301,354,290,674
"Empleado (081)",367,132,42,59,134
"Obrero (082)",1431,476,195,222,538
"Trabajador independiente (083)",1597,1496,101,,
"Empleador o patrono (084)",81,66,8,5,2
"Trabajador familiar no remunerado (085)",103,91,8,4,
"Trabajador del hogar (086)",40,40,,,
"De 65 y más años (088)",671,499,100,25,47
"Empleado (089)",40,22,6,2,10
"Obrero (090)",212,111,45,22,34
"Trabajador independiente (091)",345,307,38,,
"Empleador o patrono (092)",28,23,4,,1
"Trabajador familiar no remunerado (093)",39,29,7,1,2
"Trabajador del hogar (094)",7,7,,,
,,,,,
"RURAL (096)",6600,4729,798,394,679
"Empleado (097)",327,153,45,58,71
"Obrero (098)",3485,2016,563,306,600
"Trabajador independiente (099)",1986,1860,126,,
"Empleador o patrono (100)",238,190,25,19,4
"Trabajador familiar no remunerado (101)",501,447,39,11,4
"Trabajador del hogar (102)",63,63,,,
"De 06 a 14 años (104)",169,115,39,10,5
"Empleado (105)",3,3,,,
"Obrero (106)",88,56,21,7,4
"Trabajador independiente (107)",8,6,2,,
"Trabajador familiar no remunerado (109)",68,48,16,3,1
"Trabajador del hogar (110)",2,2,,,
"De 15 a 29 años (112)",2605,1618,399,201,387
"Empleado (113)",137,61,22,26,28
"Obrero (114)",1686,857,308,166,355
"Trabajador independiente (115)",444,394,50,,
"Empleador o patrono (116)",31,23,3,4,1
"Trabajador familiar no remunerado (117)",262,238,16,5,3
"Trabajador del hogar (118)",45,45,,,
"De 30 a 44 años (120)",1892,1344,210,118,220
"Empleado (121)",121,56,14,17,34
"Obrero (122)",957,545,138,90,184
"Trabajador independiente (123)",629,586,43,,
"Empleador o patrono (124)",78,57,10,9,2
"Trabajador familiar no remunerado (125)",99,92,5,2,
"Trabajador del hogar (126)",8,8,,,
"De 45 a 64 años (128)",1423,1178,128,55,62
"Empleado (129)",60,29,9,13,9
"Obrero (130)",601,430,82,37,52
"Trabajador independiente (131)",615,589,26,,
"Empleador o patrono (132)",83,68,9,5,1
"Trabajador familiar no remunerado (133)",58,56,2,,
"Trabajador del hogar (134)",6,6,,,
"De 65 y más años (136)",511,474,22,10,5
"Empleado (137)",6,4,,2,
"Obrero (138)",153,128,14,6,5
"Trabajador independiente (139)",290,285,5,,
"Empleador o patrono (140)",46,42,3,1,
"Trabajador familiar no remunerado (141)",14,13,,1,
"Trabajador del hogar (142)",2,2,,,
