"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Educación inicial (062)",1,1,,,
"Primaria (063)",881,807,47,4,23
"Secundaria (064)",1050,850,65,24,111
"Superior no univ. incompleta (065)",99,65,6,5,23
"Superior no univ. completa (066)",426,154,56,43,173
"Superior univ. incompleta (067)",80,46,10,7,17
"Superior univ. completa (068)",436,124,89,51,172
"De 06 a 14 años (070)",31,29,2,,
"Sin nivel (071)",1,1,,,
"Primaria (073)",16,14,2,,
"Secundaria (074)",14,14,,,
"De 15 a 29 años (080)",745,561,61,31,92
"Sin nivel (081)",18,17,1,,
"Educación inicial (082)",1,1,,,
"Primaria (083)",129,116,10,,3
"Secundaria (084)",381,313,31,11,26
"Superior no univ. incompleta (085)",29,22,,2,5
"Superior no univ. completa (086)",96,48,7,8,33
"Superior univ. incompleta (087)",24,19,3,,2
"Superior univ. completa (088)",67,25,9,10,23
"De 30 a 44 años (090)",1221,753,132,62,274
"Sin nivel (091)",27,26,1,,
"Primaria (093)",239,206,18,3,12
"Secundaria (094)",417,336,29,7,45
"Superior no univ. incompleta (095)",49,32,5,1,11
"Superior no univ. completa (096)",227,77,27,23,100
"Superior univ. incompleta (097)",33,17,5,4,7
"Superior univ. completa (098)",229,59,47,24,99
"De 45 a 64 años (100)",849,591,73,40,145
"Sin nivel (101)",44,42,1,1,
"Primaria (103)",322,304,11,,7
"Secundaria (104)",216,167,5,6,38
"Superior no univ. incompleta (105)",17,9,1,2,5
"Superior no univ. completa (106)",96,24,22,12,38
"Superior univ. incompleta (107)",22,9,2,3,8
"Superior univ. completa (108)",132,36,31,16,49
"De 65 y más años (110)",253,234,9,2,8
"Sin nivel (111)",36,35,1,,
"Primaria (113)",175,167,6,1,1
"Secundaria (114)",22,20,,,2
"Superior no univ. incompleta (115)",4,2,,,2
"Superior no univ. completa (116)",7,5,,,2
"Superior univ. incompleta (117)",1,1,,,
"Superior univ. completa (118)",8,4,2,1,1
,,,,,
"RURAL (120)",11825,10928,487,94,316
"Sin nivel (121)",844,819,16,1,8
"Educación inicial (122)",6,5,1,,
"Primaria (123)",7233,6893,211,23,106
"Secundaria (124)",3123,2891,134,35,63
"Superior no univ. incompleta (125)",93,64,8,5,16
"Superior no univ. completa (126)",263,144,48,18,53
"Superior univ. incompleta (127)",58,40,11,1,6
"Superior univ. completa (128)",205,72,58,11,64
"De 06 a 14 años (130)",151,145,4,1,1
"Sin nivel (131)",5,5,,,
"Primaria (133)",128,124,3,,1
"Secundaria (134)",18,16,1,1,
"De 15 a 29 años (140)",3536,3283,152,34,67
"Sin nivel (141)",105,101,4,,
"Educación inicial (142)",5,5,,,
"Primaria (143)",1810,1717,63,5,25
"Secundaria (144)",1475,1369,70,17,19
"Superior no univ. incompleta (145)",38,28,2,2,6
"Superior no univ. completa (146)",57,36,4,8,9
"Superior univ. incompleta (147)",16,13,2,,1
"Superior univ. completa (148)",30,14,7,2,7
"De 30 a 44 años (150)",3830,3449,180,40,161
"Sin nivel (151)",174,169,2,1,2
"Educación inicial (152)",1,,1,,
"Primaria (153)",2132,2026,56,8,42
"Secundaria (154)",1184,1090,48,16,30
"Superior no univ. incompleta (155)",46,30,4,3,9
"Superior no univ. completa (156)",156,81,33,7,35
"Superior univ. incompleta (157)",25,17,5,,3
"Superior univ. completa (158)",112,36,31,5,40
"De 45 a 64 años (160)",2938,2717,125,18,78
"Sin nivel (161)",283,271,7,,5
"Primaria (163)",2119,2011,68,9,31
"Secundaria (164)",404,376,13,1,14
"Superior no univ. incompleta (165)",7,5,2,,
"Superior no univ. completa (166)",47,24,11,3,9
"Superior univ. incompleta (167)",16,9,4,1,2
"Superior univ. completa (168)",62,21,20,4,17
"De 65 y más años (170)",1370,1334,26,1,9
"Sin nivel (171)",277,273,3,,1
"Primaria (173)",1044,1015,21,1,7
"Secundaria (174)",42,40,2,,
"Superior no univ. incompleta (175)",2,1,,,1
"Superior no univ. completa (176)",3,3,,,
"Superior univ. incompleta (177)",1,1,,,
"Superior univ. completa (178)",1,1,,,
