"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleador o patrono (052)",1167,780,191,128,68
"Trabajador familiar no remunerado (053)",2963,2652,217,71,23
"Trabajador del hogar (054)",1996,1996,,,
"De 06 a 14 años (056)",797,655,84,47,11
"Empleado (057)",102,86,13,2,1
"Obrero (058)",176,102,30,35,9
"Trabajador independiente (059)",164,152,12,,
"Trabajador familiar no remunerado (061)",322,282,29,10,1
"Trabajador del hogar (062)",33,33,,,
"De 15 a 29 años (064)",22893,13117,3196,3274,3306
"Empleado (065)",6157,2537,962,1077,1581
"Obrero (066)",8612,3192,1602,2124,1694
"Trabajador independiente (067)",5951,5461,490,,
"Empleador o patrono (068)",273,164,52,35,22
"Trabajador familiar no remunerado (069)",1088,951,90,38,9
"Trabajador del hogar (070)",812,812,,,
"De 30 a 44 años (072)",25252,14426,2868,3488,4470
"Empleado (073)",7006,1914,861,1485,2746
"Obrero (074)",7924,2887,1397,1950,1690
"Trabajador independiente (075)",8433,7939,494,,
"Empleador o patrono (076)",421,284,66,44,27
"Trabajador familiar no remunerado (077)",739,673,50,9,7
"Trabajador del hogar (078)",729,729,,,
"De 45 a 64 años (080)",16816,11202,1720,1734,2160
"Empleado (081)",3697,955,402,764,1576
"Obrero (082)",4552,2205,867,916,564
"Trabajador independiente (083)",7195,6843,352,,
"Empleador o patrono (084)",378,260,59,42,17
"Trabajador familiar no remunerado (085)",621,566,40,12,3
"Trabajador del hogar (086)",373,373,,,
"De 65 y más años (088)",3196,2772,202,119,103
"Empleado (089)",267,145,27,31,64
"Obrero (090)",712,496,103,79,34
"Trabajador independiente (091)",1880,1830,50,,
"Empleador o patrono (092)",95,72,14,7,2
"Trabajador familiar no remunerado (093)",193,180,8,2,3
"Trabajador del hogar (094)",49,49,,,
,,,,,
"RURAL (096)",13705,9137,1709,1439,1420
"Empleado (097)",1878,636,249,392,601
"Obrero (098)",6834,3859,1174,1006,795
"Trabajador independiente (099)",3503,3317,186,,
"Empleador o patrono (100)",460,373,46,21,20
"Trabajador familiar no remunerado (101)",781,703,54,20,4
"Trabajador del hogar (102)",249,249,,,
"De 06 a 14 años (104)",137,103,21,13,
"Empleado (105)",1,1,,,
"Obrero (106)",58,36,15,7,
"Trabajador independiente (107)",13,11,2,,
"Empleador o patrono (108)",1,1,,,
"Trabajador familiar no remunerado (109)",62,52,4,6,
"Trabajador del hogar (110)",2,2,,,
"De 15 a 29 años (112)",4441,2664,667,610,500
"Empleado (113)",691,271,110,151,159
"Obrero (114)",2588,1338,477,443,330
"Trabajador independiente (115)",692,644,48,,
"Empleador o patrono (116)",67,46,6,6,9
"Trabajador familiar no remunerado (117)",287,249,26,10,2
"Trabajador del hogar (118)",116,116,,,
"De 30 a 44 años (120)",4766,2998,628,534,606
"Empleado (121)",770,226,110,171,263
"Obrero (122)",2408,1294,424,356,334
"Trabajador independiente (123)",1152,1084,68,,
"Empleador o patrono (124)",134,106,15,5,8
"Trabajador familiar no remunerado (125)",204,190,11,2,1
"Trabajador del hogar (126)",98,98,,,
"De 45 a 64 años (128)",3451,2548,343,263,297
"Empleado (129)",381,118,27,63,173
"Obrero (130)",1519,981,227,189,122
"Trabajador independiente (131)",1176,1121,55,,
"Empleador o patrono (132)",175,143,22,9,1
"Trabajador familiar no remunerado (133)",172,157,12,2,1
"Trabajador del hogar (134)",28,28,,,
"De 65 y más años (136)",910,824,50,19,17
"Empleado (137)",35,20,2,7,6
"Obrero (138)",261,210,31,11,9
"Trabajador independiente (139)",470,457,13,,
"Empleador o patrono (140)",83,77,3,1,2
"Trabajador familiar no remunerado (141)",56,55,1,,
"Trabajador del hogar (142)",5,5,,,
