"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hijo(a)/ hijastro(a) (051)",890,112,57,307,319,24,28,20,23
"Yerno/ nuera (052)",30,,,2,16,6,3,,3
"Nieto(a) (053)",133,20,11,56,42,2,,2,
"Padres/ suegros (054)",8,1,,7,,,,,
"Otro(a) pariente (055)",242,14,3,66,118,8,12,5,16
"Trabajador(a) del hogar (056)",5,,,2,2,,,,1
"Otro(a) no pariente (058)",52,4,,7,28,,3,,10
"Mujeres (060)",2569,314,63,898,821,97,207,30,139
"Jefe o Jefa (061)",685,105,,231,191,28,72,8,50
"Esposa(o)/ compa¤era(o) (062)",615,36,,205,214,32,85,6,37
"Hijo(a)/ hijastro(a) (063)",913,110,52,350,297,30,30,14,30
"Yerno/ nuera (064)",18,,,1,10,1,5,,1
"Nieto(a) (065)",92,21,8,33,26,1,1,1,1
"Padres/ suegros (066)",40,21,,17,2,,,,
"Otro(a) pariente (067)",157,18,2,50,65,3,8,1,10
"Trabajador(a) del hogar (068)",8,,,3,5,,,,
"Otro(a) no pariente (070)",41,3,1,8,11,2,6,,10
,,,,,,,,,
"RURAL (072)",12080,2056,364,5632,3434,200,217,61,116
"Jefe o Jefa (073)",4108,628,1,1879,1249,110,132,36,73
"Esposa(o)/ compa¤era(o) (074)",1880,367,4,979,474,19,24,2,11
"Hijo(a)/ hijastro(a) (075)",5021,813,318,2322,1419,59,45,20,25
"Yerno/ nuera (076)",63,,,20,39,1,1,,2
"Nieto(a) (077)",385,94,31,181,74,2,2,1,
"Padres/ suegros (078)",93,57,,34,2,,,,
"Otro(a) pariente (079)",421,85,9,176,132,8,8,2,1
"Trabajador(a) del hogar (080)",7,,,2,5,,,,
"Pensionista (081)",3,,,,1,1,,,1
"Otro(a) no pariente (082)",99,12,1,39,39,,5,,3
"Hombres (084)",6036,665,198,2744,2028,138,145,39,79
"Jefe o Jefa (085)",2731,149,,1291,1009,90,106,27,59
"Esposa(o)/ compa¤era(o) (086)",127,4,,55,57,3,5,1,2
"Hijo(a)/ hijastro(a) (087)",2611,409,170,1159,794,34,24,8,13
"Yerno/ nuera (088)",30,,,8,19,1,1,,1
"Nieto(a) (089)",219,60,22,93,42,1,,1,
"Padres/ suegros (090)",25,5,,19,1,,,,
"Otro(a) pariente (091)",227,35,6,96,74,8,5,2,1
"Trabajador(a) del hogar (092)",4,,,2,2,,,,
"Pensionista (093)",3,,,,1,1,,,1
"Otro(a) no pariente (094)",59,3,,21,29,,4,,2
"Mujeres (096)",6044,1391,166,2888,1406,62,72,22,37
"Jefe o Jefa (097)",1377,479,1,588,240,20,26,9,14
"Esposa(o)/ compa¤era(o) (098)",1753,363,4,924,417,16,19,1,9
"Hijo(a)/ hijastro(a) (099)",2410,404,148,1163,625,25,21,12,12
"Yerno/ nuera (100)",33,,,12,20,,,,1
"Nieto(a) (101)",166,34,9,88,32,1,2,,
"Padres/ suegros (102)",68,52,,15,1,,,,
"Otro(a) pariente (103)",194,50,3,80,58,,3,,
"Trabajador(a) del hogar (104)",3,,,,3,,,,
"Otro(a) no pariente (106)",40,9,1,18,10,,1,,1
