"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Trabajador(a) del hogar (044)",132,3,2,53,61,5,3,1,4
"Pensionista (045)",197,2,,37,101,9,16,9,23
"Otro(a) no pariente (046)",1198,64,15,282,469,80,108,65,115
"Hombres (048)",60655,4258,1876,18115,23012,2921,4359,2421,3693
"Jefe o Jefa (049)",25228,557,24,7238,9998,1213,2697,1006,2495
"Esposa(o)/ compa¤era(o) (050)",1002,26,1,263,443,69,101,34,65
"Hijo(a)/ hijastro(a) (051)",25829,2702,1471,8046,9514,1217,1065,1065,749
"Yerno/ nuera (052)",1083,2,1,97,510,107,173,68,125
"Nieto(a) (053)",2881,617,285,1070,710,70,45,62,22
"Padres/ suegros (054)",320,50,,204,46,4,9,3,4
"Otro(a) pariente (055)",3473,270,89,999,1425,191,210,141,148
"Trabajador(a) del hogar (056)",12,1,,1,10,,,,
"Pensionista (057)",148,2,,32,71,7,12,5,19
"Otro(a) no pariente (058)",679,31,5,165,285,43,47,37,66
"Mujeres (060)",59716,4510,1772,19111,20660,3161,5368,2034,3100
"Jefe o Jefa (061)",7306,438,4,2799,2307,303,761,207,487
"Esposa(o)/ compa¤era(o) (062)",21077,546,22,6504,8182,1159,2560,596,1508
"Hijo(a)/ hijastro(a) (063)",23116,2514,1414,7270,7405,1267,1488,961,797
"Yerno/ nuera (064)",1324,5,,128,751,135,165,62,78
"Nieto(a) (065)",2594,584,254,960,576,87,63,47,23
"Padres/ suegros (066)",695,156,,405,85,6,19,2,22
"Otro(a) pariente (067)",2916,232,66,871,1089,160,244,126,128
"Trabajador(a) del hogar (068)",120,2,2,52,51,5,3,1,4
"Pensionista (069)",49,,,5,30,2,4,4,4
"Otro(a) no pariente (070)",519,33,10,117,184,37,61,28,49
,,,,,,,,,
"RURAL (072)",10566,973,274,4491,3738,337,461,167,125
"Jefe o Jefa (073)",2810,231,3,1527,851,41,114,11,32
"Esposa(o)/ compa¤era(o) (074)",2072,126,,1074,694,35,104,13,26
"Hijo(a)/ hijastro(a) (075)",4497,446,226,1436,1793,224,199,118,55
"Yerno/ nuera (076)",191,2,,39,110,15,11,7,7
"Nieto(a) (077)",411,75,31,153,121,14,9,7,1
"Padres/ suegros (078)",71,30,,35,3,,2,,1
"Otro(a) pariente (079)",436,59,12,188,139,7,20,10,1
"Trabajador(a) del hogar (080)",3,,,3,,,,,
"Pensionista (081)",6,,,3,3,,,,
"Otro(a) no pariente (082)",69,4,2,33,24,1,2,1,2
"Hombres (084)",5532,488,155,2309,2062,157,201,88,72
"Jefe o Jefa (085)",2185,155,3,1175,699,34,84,7,28
"Esposa(o)/ compa¤era(o) (086)",269,12,,140,99,2,11,2,3
"Hijo(a)/ hijastro(a) (087)",2460,233,126,770,1044,104,85,66,32
"Yerno/ nuera (088)",66,,,15,35,5,4,2,5
"Nieto(a) (089)",226,44,17,72,74,9,5,4,1
"Padres/ suegros (090)",24,9,,13,1,,1,,
"Otro(a) pariente (091)",246,32,7,97,91,2,10,6,1
"Trabajador(a) del hogar (092)",2,,,2,,,,,
"Pensionista (093)",5,,,2,3,,,,
"Otro(a) no pariente (094)",49,3,2,23,16,1,1,1,2
"Mujeres (096)",5034,485,119,2182,1676,180,260,79,53
"Jefe o Jefa (097)",625,76,,352,152,7,30,4,4
"Esposa(o)/ compa¤era(o) (098)",1803,114,,934,595,33,93,11,23
"Hijo(a)/ hijastro(a) (099)",2037,213,100,666,749,120,114,52,23
"Yerno/ nuera (100)",125,2,,24,75,10,7,5,2
"Nieto(a) (101)",185,31,14,81,47,5,4,3,
"Padres/ suegros (102)",47,21,,22,2,,1,,1
"Otro(a) pariente (103)",190,27,5,91,48,5,10,4,
"Trabajador(a) del hogar (104)",1,,,1,,,,,
"Pensionista (105)",1,,,1,,,,,
"Otro(a) no pariente (106)",20,1,,10,8,,1,,
