"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"PEA (070)",121,,,1,4,25,56,35
"De 15 a 19 años (072)",3,,,,,,2,1
"De 20 a 24 años (073)",15,,,,,,12,3
"De 25 a 29 años (074)",20,,,,,1,13,6
"De 30 a 34 años (075)",30,,,,,3,13,14
"De 35 a 39 años (076)",18,,,,,6,8,4
"De 40 a 44 años (077)",18,,,,,8,6,4
"De 45 a 49 años (078)",11,,,,2,6,2,1
"De 50 y más años (079)",6,,,1,2,1,,2
"Ocupada (080)",119,,,1,4,25,55,34
"De 15 a 19 años (082)",3,,,,,,2,1
"De 20 a 24 años (083)",15,,,,,,12,3
"De 25 a 29 años (084)",18,,,,,1,12,5
"De 30 a 34 años (085)",30,,,,,3,13,14
"De 35 a 39 años (086)",18,,,,,6,8,4
"De 40 a 44 años (087)",18,,,,,8,6,4
"De 45 a 49 años (088)",11,,,,2,6,2,1
"De 50 y más años (089)",6,,,1,2,1,,2
"Desocupada (090)",2,,,,,,1,1
"De 25 a 29 años (094)",2,,,,,,1,1
"No PEA (100)",164,,1,4,7,28,85,39
"De 12 a 14 años (101)",3,,,,,,1,2
"De 15 a 19 años (102)",21,,,,,,13,8
"De 20 a 24 años (103)",24,,,,,,17,7
"De 25 a 29 años (104)",34,,,,,2,26,6
"De 30 a 34 años (105)",21,,,,,3,14,4
"De 35 a 39 años (106)",13,,,,,2,7,4
"De 40 a 44 años (107)",15,,,,,6,7,2
"De 45 a 49 años (108)",8,,,,,7,,1
"De 50 y más años (109)",25,,1,4,7,8,,5
,,,,,,,,
"RURAL (120)",566,,8,24,32,73,313,116
"De 12 a 14 años (121)",5,,,,,,3,2
"De 15 a 19 años (122)",77,,,,,,50,27
"De 20 a 24 años (123)",78,,,,,,55,23
"De 25 a 29 años (124)",97,,,,,4,83,10
"De 30 a 34 años (125)",69,,,,1,5,52,11
"De 35 a 39 años (126)",59,,,,,13,37,9
"De 40 a 44 años (127)",52,,,,2,18,25,7
"De 45 a 49 años (128)",35,,,,2,20,8,5
"De 50 y más años (129)",94,,8,24,27,13,,22
"PEA (130)",76,,,1,6,13,32,24
"De 15 a 19 años (132)",6,,,,,,5,1
"De 20 a 24 años (133)",14,,,,,,5,9
"De 25 a 29 años (134)",12,,,,,2,8,2
"De 30 a 34 años (135)",7,,,,,1,3,3
"De 35 a 39 años (136)",7,,,,,2,2,3
"De 40 a 44 años (137)",16,,,,1,4,8,3
"De 45 a 49 años (138)",6,,,,,3,1,2
"De 50 y más años (139)",8,,,1,5,1,,1
"Ocupada (140)",76,,,1,6,13,32,24
"De 15 a 19 años (142)",6,,,,,,5,1
"De 20 a 24 años (143)",14,,,,,,5,9
"De 25 a 29 años (144)",12,,,,,2,8,2
"De 30 a 34 años (145)",7,,,,,1,3,3
"De 35 a 39 años (146)",7,,,,,2,2,3
"De 40 a 44 años (147)",16,,,,1,4,8,3
"De 45 a 49 años (148)",6,,,,,3,1,2
"De 50 y más años (149)",8,,,1,5,1,,1
"No PEA (160)",490,,8,23,26,60,281,92
"De 12 a 14 años (161)",5,,,,,,3,2
"De 15 a 19 años (162)",71,,,,,,45,26
"De 20 a 24 años (163)",64,,,,,,50,14
"De 25 a 29 años (164)",85,,,,,2,75,8
"De 30 a 34 años (165)",62,,,,1,4,49,8
"De 35 a 39 años (166)",52,,,,,11,35,6
"De 40 a 44 años (167)",36,,,,1,14,17,4
"De 45 a 49 años (168)",29,,,,2,17,7,3
"De 50 y más años (169)",86,,8,23,22,12,,21
