"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Educación inicial (062)",11,11,,,
"Primaria (063)",2843,2677,81,38,47
"Secundaria (064)",1870,1588,104,77,101
"Superior no univ. incompleta (065)",242,147,23,38,34
"Superior no univ. completa (066)",539,201,67,98,173
"Superior univ. incompleta (067)",143,81,12,19,31
"Superior univ. completa (068)",362,149,46,73,94
"De 06 a 14 años (070)",104,97,7,,
"Sin nivel (071)",7,5,2,,
"Educación inicial (072)",1,1,,,
"Primaria (073)",67,64,3,,
"Secundaria (074)",29,27,2,,
"De 15 a 29 años (080)",1870,1522,122,85,141
"Sin nivel (081)",28,25,1,2,
"Educación inicial (082)",5,5,,,
"Primaria (083)",648,591,20,12,25
"Secundaria (084)",845,722,57,32,34
"Superior no univ. incompleta (085)",83,56,11,8,8
"Superior no univ. completa (086)",144,67,16,17,44
"Superior univ. incompleta (087)",36,28,2,1,5
"Superior univ. completa (088)",81,28,15,13,25
"De 30 a 44 años (090)",2332,1788,135,174,235
"Sin nivel (091)",53,53,,,
"Educación inicial (092)",5,5,,,
"Primaria (093)",970,920,25,17,8
"Secundaria (094)",653,547,31,31,44
"Superior no univ. incompleta (095)",107,61,8,21,17
"Superior no univ. completa (096)",280,89,44,53,94
"Superior univ. incompleta (097)",78,38,6,13,21
"Superior univ. completa (098)",186,75,21,39,51
"De 45 a 64 años (100)",1535,1283,67,86,99
"Sin nivel (101)",88,82,4,1,1
"Primaria (103)",859,813,27,8,11
"Secundaria (104)",316,265,14,14,23
"Superior no univ. incompleta (105)",45,26,2,9,8
"Superior no univ. completa (106)",109,42,6,28,33
"Superior univ. incompleta (107)",26,12,4,5,5
"Superior univ. completa (108)",92,43,10,21,18
"De 65 y más años (110)",407,388,10,2,7
"Sin nivel (111)",62,59,1,1,1
"Primaria (113)",299,289,6,1,3
"Secundaria (114)",27,27,,,
"Superior no univ. incompleta (115)",7,4,2,,1
"Superior no univ. completa (116)",6,3,1,,2
"Superior univ. incompleta (117)",3,3,,,
"Superior univ. completa (118)",3,3,,,
,,,,,
"RURAL (120)",3789,3493,138,61,97
"Sin nivel (121)",400,395,4,1,
"Educación inicial (122)",5,5,,,
"Primaria (123)",2368,2241,85,17,25
"Secundaria (124)",714,619,29,25,41
"Superior no univ. incompleta (125)",33,27,3,2,1
"Superior no univ. completa (126)",78,50,3,7,18
"Superior univ. incompleta (127)",52,45,3,,4
"Superior univ. completa (128)",139,111,11,9,8
"De 06 a 14 años (130)",112,110,2,,
"Sin nivel (131)",7,7,,,
"Educación inicial (132)",2,2,,,
"Primaria (133)",93,92,1,,
"Secundaria (134)",10,9,1,,
"De 15 a 29 años (140)",1454,1341,48,31,34
"Sin nivel (141)",40,39,1,,
"Educación inicial (142)",2,2,,,
"Primaria (143)",925,876,32,10,7
"Secundaria (144)",401,361,11,14,15
"Superior no univ. incompleta (145)",18,16,,1,1
"Superior no univ. completa (146)",28,12,1,6,9
"Superior univ. incompleta (147)",23,21,1,,1
"Superior univ. completa (148)",17,14,2,,1
"De 30 a 44 años (150)",1163,1045,56,21,41
"Sin nivel (151)",126,126,,,
"Educación inicial (152)",1,1,,,
"Primaria (153)",697,648,30,4,15
"Secundaria (154)",216,177,15,8,16
"Superior no univ. incompleta (155)",13,9,3,1,
"Superior no univ. completa (156)",26,18,2,1,5
"Superior univ. incompleta (157)",14,11,1,,2
"Superior univ. completa (158)",70,55,5,7,3
"De 45 a 64 años (160)",780,725,24,9,22
"Sin nivel (161)",145,143,1,1,
"Primaria (163)",493,470,17,3,3
"Secundaria (164)",71,56,2,3,10
"Superior no univ. incompleta (165)",2,2,,,
"Superior no univ. completa (166)",18,14,,,4
"Superior univ. incompleta (167)",13,11,1,,1
"Superior univ. completa (168)",38,29,3,2,4
"De 65 y más años (170)",280,272,8,,
"Sin nivel (171)",82,80,2,,
"Primaria (173)",160,155,5,,
"Secundaria (174)",16,16,,,
"Superior no univ. completa (176)",6,6,,,
"Superior univ. incompleta (177)",2,2,,,
"Superior univ. completa (178)",14,13,1,,
