"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 12 a 14 años (021)",7,5,1,4,,,,,,,2,4
"De 15 a 19 años (022)",185,161,8,133,16,3,1,,,,24,178
"De 20 a 24 años (023)",1054,853,9,524,253,51,16,,,,201,1253
"De 25 a 29 años (024)",1465,1286,7,458,392,265,157,6,1,,179,2746
"De 30 a 34 años (025)",1551,1465,6,269,442,333,332,69,13,1,86,4139
"De 35 a 39 años (026)",1669,1615,6,203,322,356,492,186,46,4,54,5689
"De 40 a 44 años (027)",1502,1468,6,138,214,302,443,252,90,23,34,6037
"De 45 a 49 años (028)",1315,1303,4,99,139,186,395,312,134,34,12,6199
"De 50 y más años (029)",4139,4108,32,295,410,506,1213,1033,499,120,31,20210
"Desocupada (030)",516,394,6,144,98,46,62,26,10,2,122,1029
"De 15 a 19 años (032)",15,11,,9,2,,,,,,4,13
"De 20 a 24 años (033)",119,72,1,51,17,2,1,,,,47,95
"De 25 a 29 años (034)",138,93,2,51,24,8,8,,,,45,157
"De 30 a 34 años (035)",72,54,1,11,21,12,9,,,,18,129
"De 35 a 39 años (036)",59,53,1,10,12,12,11,6,1,,6,166
"De 40 a 44 años (037)",37,37,,7,7,6,7,8,2,,,136
"De 45 a 49 años (038)",23,21,,2,3,3,6,5,1,1,2,99
"De 50 y más años (039)",53,53,1,3,12,3,20,7,6,1,,234
"No PEA (040)",21460,20498,117,3566,3587,3136,5166,3247,1345,334,962,78647
"De 12 a 14 años (041)",32,10,,9,1,,,,,,22,11
"De 15 a 19 años (042)",497,423,9,359,48,5,2,,,,74,478
"De 20 a 24 años (043)",2044,1677,19,1068,453,105,28,4,,,367,2431
"De 25 a 29 años (044)",2403,2174,15,699,799,413,240,6,2,,229,4607
"De 30 a 34 años (045)",2226,2136,6,374,603,537,505,97,11,3,90,6107
"De 35 a 39 años (046)",2207,2142,11,190,426,478,676,297,58,6,65,7887
"De 40 a 44 años (047)",1851,1826,2,124,249,295,622,353,145,36,25,8103
"De 45 a 49 años (048)",1768,1748,6,97,182,240,578,403,192,50,20,8493
"De 50 y más años (049)",8432,8362,49,646,826,1063,2515,2087,937,239,70,40530
,,,,,,,,,,,,
"URBANA (060)",9184,8673,45,1885,1925,1515,1856,974,373,100,511,28872
"De 12 a 14 años (061)",9,4,,3,1,,,,,,5,5
"De 15 a 19 años (062)",197,172,4,151,15,2,,,,,25,187
"De 20 a 24 años (063)",969,769,7,522,191,35,13,1,,,200,1069
"De 25 a 29 años (064)",1263,1113,6,458,402,164,80,2,1,,150,2109
"De 30 a 34 años (065)",1277,1218,5,263,418,292,213,23,4,,59,3067
"De 35 a 39 años (066)",1245,1216,4,146,335,319,295,97,18,2,29,3863
"De 40 a 44 años (067)",1010,997,,95,201,241,292,121,41,6,13,3683
"De 45 a 49 años (068)",791,779,3,49,110,140,270,140,54,13,12,3377
"De 50 y más años (069)",2423,2405,16,198,252,322,693,590,255,79,18,11512
"PEA (070)",3392,3177,14,716,770,613,612,313,116,23,215,9996
"De 15 a 19 años (072)",41,36,1,31,4,,,,,,5,39
"De 20 a 24 años (073)",284,218,2,152,53,7,4,,,,66,295
"De 25 a 29 años (074)",471,389,,187,122,56,22,1,1,,82,705
"De 30 a 34 años (075)",514,482,4,130,173,96,69,8,2,,32,1128
"De 35 a 39 años (076)",550,536,2,76,170,140,112,27,7,2,14,1578
"De 40 a 44 años (077)",481,475,,53,112,140,107,48,14,1,6,1596
"De 45 a 49 años (078)",332,327,2,28,50,72,100,55,16,4,5,1312
"De 50 y más años (079)",719,714,3,59,86,102,198,174,76,16,5,3343
"Ocupada (080)",3146,2985,11,646,716,592,586,300,111,23,161,9516
"De 15 a 19 años (082)",33,29,1,24,4,,,,,,4,32
"De 20 a 24 años (083)",229,186,1,132,44,6,3,,,,43,250
"De 25 a 29 años (084)",406,345,,166,107,52,18,1,1,,61,626
"De 30 a 34 años (085)",476,452,4,123,160,92,63,8,2,,24,1056
"De 35 a 39 años (086)",520,506,1,68,165,131,109,23,7,2,14,1493
"De 40 a 44 años (087)",462,456,,49,106,137,105,45,13,1,6,1536
"De 45 a 49 años (088)",321,317,2,27,47,72,97,53,15,4,4,1270
"De 50 y más años (089)",699,694,2,57,83,102,191,170,73,16,5,3253
"Desocupada (090)",246,192,3,70,54,21,26,13,5,,54,480
"De 15 a 19 años (092)",8,7,,7,,,,,,,1,7
"De 20 a 24 años (093)",55,32,1,20,9,1,1,,,,23,45
"De 25 a 29 años (094)",65,44,,21,15,4,4,,,,21,79
"De 30 a 34 años (095)",38,30,,7,13,4,6,,,,8,72
"De 35 a 39 años (096)",30,30,1,8,5,9,3,4,,,,85
"De 40 a 44 años (097)",19,19,,4,6,3,2,3,1,,,60
"De 45 a 49 años (098)",11,10,,1,3,,3,2,1,,1,42
"De 50 y más años (099)",20,20,1,2,3,,7,4,3,,,90
"No PEA (100)",5792,5496,31,1169,1155,902,1244,661,257,77,296,18876
"De 12 a 14 años (101)",9,4,,3,1,,,,,,5,5
"De 15 a 19 años (102)",156,136,3,120,11,2,,,,,20,148
"De 20 a 24 años (103)",685,551,5,370,138,28,9,1,,,134,774
"De 25 a 29 años (104)",792,724,6,271,280,108,58,1,,,68,1404
"De 30 a 34 años (105)",763,736,1,133,245,196,144,15,2,,27,1939
"De 35 a 39 años (106)",695,680,2,70,165,179,183,70,11,,15,2285
"De 40 a 44 años (107)",529,522,,42,89,101,185,73,27,5,7,2087
"De 45 a 49 años (108)",459,452,1,21,60,68,170,85,38,9,7,2065
"De 50 y más años (109)",1704,1691,13,139,166,220,495,416,179,63,13,8169
,,,,,,,,,,,,
"RURAL (120)",25679,24483,157,3948,3948,3669,6421,4157,1765,418,1196,97259
"De 12 a 14 años (121)",30,11,1,10,,,,,,,19,10
"De 15 a 19 años (122)",500,423,13,350,51,6,3,,,,77,482
"De 20 a 24 años (123)",2248,1833,22,1121,532,123,32,3,,,415,2710
"De 25 a 29 años (124)",2743,2440,18,750,813,522,325,10,2,,303,5401
"De 30 a 34 años (125)",2572,2437,8,391,648,590,633,143,20,4,135,7308
"De 35 a 39 años (126)",2690,2594,14,257,425,527,884,392,87,8,96,9879
"De 40 a 44 años (127)",2380,2334,8,174,269,362,780,492,196,53,46,10593
"De 45 a 49 años (128)",2315,2293,7,149,214,289,709,580,273,72,22,11414
"De 50 y más años (129)",10201,10118,66,746,996,1250,3055,2537,1187,281,83,49462
"PEA (130)",10011,9481,71,1551,1516,1435,2499,1571,677,161,530,37488
"De 12 a 14 años (131)",7,5,1,4,,,,,,,2,4
"De 15 a 19 años (132)",159,136,7,111,14,3,1,,,,23,152
"De 20 a 24 años (133)",889,707,8,423,217,46,13,,,,182,1053
"De 25 a 29 años (134)",1132,990,9,322,294,217,143,5,,,142,2198
"De 30 a 34 años (135)",1109,1037,3,150,290,249,272,61,11,1,72,3140
"De 35 a 39 años (136)",1178,1132,5,137,164,228,391,165,40,2,46,4277
"De 40 a 44 años (137)",1058,1030,6,92,109,168,343,212,78,22,28,4577
"De 45 a 49 años (138)",1006,997,2,73,92,117,301,262,119,31,9,4986
"De 50 y más años (139)",3473,3447,30,239,336,407,1035,866,429,105,26,17101
"Ocupada (140)",9741,9279,68,1477,1472,1410,2463,1558,672,159,462,36939
"De 12 a 14 años (141)",7,5,1,4,,,,,,,2,4
"De 15 a 19 años (142)",152,132,7,109,12,3,1,,,,20,146
"De 20 a 24 años (143)",825,667,8,392,209,45,13,,,,158,1003
"De 25 a 29 años (144)",1059,941,7,292,285,213,139,5,,,118,2120
"De 30 a 34 años (145)",1075,1013,2,146,282,241,269,61,11,1,62,3083
"De 35 a 39 años (146)",1149,1109,5,135,157,225,383,163,39,2,40,4196
"De 40 a 44 años (147)",1040,1012,6,89,108,165,338,207,77,22,28,4501
"De 45 a 49 años (148)",994,986,2,72,92,114,298,259,119,30,8,4929
"De 50 y más años (149)",3440,3414,30,238,327,404,1022,863,426,104,26,16957
"Desocupada (150)",270,202,3,74,44,25,36,13,5,2,68,549
"De 15 a 19 años (152)",7,4,,2,2,,,,,,3,6
"De 20 a 24 años (153)",64,40,,31,8,1,,,,,24,50
"De 25 a 29 años (154)",73,49,2,30,9,4,4,,,,24,78
"De 30 a 34 años (155)",34,24,1,4,8,8,3,,,,10,57
"De 35 a 39 años (156)",29,23,,2,7,3,8,2,1,,6,81
"De 40 a 44 años (157)",18,18,,3,1,3,5,5,1,,,76
"De 45 a 49 años (158)",12,11,,1,,3,3,3,,1,1,57
"De 50 y más años (159)",33,33,,1,9,3,13,3,3,1,,144
"No PEA (160)",15668,15002,86,2397,2432,2234,3922,2586,1088,257,666,59771
"De 12 a 14 años (161)",23,6,,6,,,,,,,17,6
"De 15 a 19 años (162)",341,287,6,239,37,3,2,,,,54,330
"De 20 a 24 años (163)",1359,1126,14,698,315,77,19,3,,,233,1657
"De 25 a 29 años (164)",1611,1450,9,428,519,305,182,5,2,,161,3203
"De 30 a 34 años (165)",1463,1400,5,241,358,341,361,82,9,3,63,4168
"De 35 a 39 años (166)",1512,1462,9,120,261,299,493,227,47,6,50,5602
"De 40 a 44 años (167)",1322,1304,2,82,160,194,437,280,118,31,18,6016
"De 45 a 49 años (168)",1309,1296,5,76,122,172,408,318,154,41,13,6428
"De 50 y más años (169)",6728,6671,36,507,660,843,2020,1671,758,176,57,32361
