"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"URBANA (060)",9468,5695,1125,1137,1511
"Sin nivel (061)",518,390,66,44,18
"Educación inicial (062)",11,8,2,,1
"Primaria (063)",1962,1367,266,200,129
"Secundaria (064)",3664,2217,450,426,571
"Superior no univ. incompleta (065)",735,465,70,75,125
"Superior no univ. completa (066)",1189,585,116,158,330
"Superior univ. incompleta (067)",362,236,41,19,66
"Superior univ. completa (068)",1027,427,114,215,271
"De 06 a 14 años (070)",171,138,21,11,1
"Sin nivel (071)",2,2,,,
"Educación inicial (072)",4,4,,,
"Primaria (073)",110,91,12,6,1
"Secundaria (074)",55,41,9,5,
"De 15 a 29 años (080)",2712,1561,367,383,401
"Sin nivel (081)",16,12,2,1,1
"Educación inicial (082)",4,2,1,,1
"Primaria (083)",278,174,42,41,21
"Secundaria (084)",1434,853,209,201,171
"Superior no univ. incompleta (085)",279,177,30,36,36
"Superior no univ. completa (086)",428,202,47,61,118
"Superior univ. incompleta (087)",91,68,9,6,8
"Superior univ. completa (088)",182,73,27,37,45
"De 30 a 44 años (090)",3538,1878,430,472,758
"Sin nivel (091)",147,102,23,15,7
"Educación inicial (092)",3,2,1,,
"Primaria (093)",544,341,89,70,44
"Secundaria (094)",1354,748,159,165,282
"Superior no univ. incompleta (095)",291,168,25,30,68
"Superior no univ. completa (096)",518,239,51,70,158
"Superior univ. incompleta (097)",168,95,22,11,40
"Superior univ. completa (098)",513,183,60,111,159
"De 45 a 64 años (100)",2408,1563,262,246,337
"Sin nivel (101)",225,169,29,20,7
"Primaria (103)",729,495,99,75,60
"Secundaria (104)",701,465,70,53,113
"Superior no univ. incompleta (105)",151,107,15,9,20
"Superior no univ. completa (106)",214,118,16,26,54
"Superior univ. incompleta (107)",90,62,8,2,18
"Superior univ. completa (108)",298,147,25,61,65
"De 65 y más años (110)",639,555,45,25,14
"Sin nivel (111)",128,105,12,8,3
"Primaria (113)",301,266,24,8,3
"Secundaria (114)",120,110,3,2,5
"Superior no univ. incompleta (115)",14,13,,,1
"Superior no univ. completa (116)",29,26,2,1,
"Superior univ. incompleta (117)",13,11,2,,
"Superior univ. completa (118)",34,24,2,6,2
,,,,,
"RURAL (120)",7011,4539,934,683,855
"Sin nivel (121)",812,682,95,30,5
"Educación inicial (122)",4,3,1,,
"Primaria (123)",2054,1535,265,182,72
"Secundaria (124)",2867,1655,411,366,435
"Superior no univ. incompleta (125)",329,202,51,18,58
"Superior no univ. completa (126)",478,219,59,43,157
"Superior univ. incompleta (127)",158,116,13,7,22
"Superior univ. completa (128)",309,127,39,37,106
"De 06 a 14 años (130)",67,62,3,2,
"Sin nivel (131)",7,7,,,
"Educación inicial (132)",1,1,,,
"Primaria (133)",39,38,1,,
"Secundaria (134)",20,16,2,2,
"De 15 a 29 años (140)",1969,1106,296,291,276
"Sin nivel (141)",21,19,2,,
"Educación inicial (142)",2,1,1,,
"Primaria (143)",410,296,53,49,12
"Secundaria (144)",1144,617,177,201,149
"Superior no univ. incompleta (145)",131,72,30,12,17
"Superior no univ. completa (146)",169,68,18,22,61
"Superior univ. incompleta (147)",33,20,6,2,5
"Superior univ. completa (148)",59,13,9,5,32
"De 30 a 44 años (150)",2469,1396,374,244,455
"Sin nivel (151)",211,170,34,6,1
"Educación inicial (152)",1,1,,,
"Primaria (153)",608,390,110,73,35
"Secundaria (154)",1085,566,160,120,239
"Superior no univ. incompleta (155)",137,78,15,5,39
"Superior no univ. completa (156)",233,98,33,19,83
"Superior univ. incompleta (157)",60,42,4,2,12
"Superior univ. completa (158)",134,51,18,19,46
"De 45 a 64 años (160)",1857,1385,224,131,117
"Sin nivel (161)",349,281,46,19,3
"Primaria (163)",701,540,86,52,23
"Secundaria (164)",537,386,67,41,43
"Superior no univ. incompleta (165)",49,41,5,1,2
"Superior no univ. completa (166)",66,44,7,2,13
"Superior univ. incompleta (167)",54,43,3,3,5
"Superior univ. completa (168)",101,50,10,13,28
"De 65 y más años (170)",649,590,37,15,7
"Sin nivel (171)",224,205,13,5,1
"Primaria (173)",296,271,15,8,2
"Secundaria (174)",81,70,5,2,4
"Superior no univ. incompleta (175)",12,11,1,,
"Superior no univ. completa (176)",10,9,1,,
"Superior univ. incompleta (177)",11,11,,,
"Superior univ. completa (178)",15,13,2,,
