"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",16,13,2,1,
"Obrero (058)",7,7,,,
"Trabajador independiente (059)",37,34,3,,
"Trabajador familiar no remunerado (061)",46,43,3,,
"Trabajador del hogar (062)",16,16,,,
"De 15 a 29 años (064)",1641,1190,149,67,235
"Empleado (065)",473,208,79,49,137
"Obrero (066)",302,155,33,16,98
"Trabajador independiente (067)",552,528,24,,
"Empleador o patrono (068)",15,11,3,1,
"Trabajador familiar no remunerado (069)",178,167,10,1,
"Trabajador del hogar (070)",121,121,,,
"De 30 a 44 años (072)",2081,1338,255,185,303
"Empleado (073)",912,256,189,177,290
"Obrero (074)",167,125,23,7,12
"Trabajador independiente (075)",844,810,34,,
"Empleador o patrono (076)",19,17,2,,
"Trabajador familiar no remunerado (077)",116,107,7,1,1
"Trabajador del hogar (078)",23,23,,,
"De 45 a 64 años (080)",1495,1088,148,115,144
"Empleado (081)",492,163,95,107,127
"Obrero (082)",121,80,17,8,16
"Trabajador independiente (083)",779,745,34,,
"Empleador o patrono (084)",18,17,1,,
"Trabajador familiar no remunerado (085)",71,69,1,,1
"Trabajador del hogar (086)",14,14,,,
"De 65 y más años (088)",355,334,15,3,3
"Empleado (089)",16,8,4,2,2
"Obrero (090)",27,22,3,1,1
"Trabajador independiente (091)",282,275,7,,
"Empleador o patrono (092)",5,5,,,
"Trabajador familiar no remunerado (093)",24,23,1,,
"Trabajador del hogar (094)",1,1,,,
,,,,,
"RURAL (096)",30074,28516,1021,183,354
"Empleado (097)",986,439,170,93,284
"Obrero (098)",2356,1998,221,70,67
"Trabajador independiente (099)",19663,19269,394,,
"Empleador o patrono (100)",206,190,10,4,2
"Trabajador familiar no remunerado (101)",6643,6400,226,16,1
"Trabajador del hogar (102)",220,220,,,
"De 06 a 14 años (104)",758,741,16,1,
"Obrero (106)",31,30,,1,
"Trabajador independiente (107)",108,104,4,,
"Trabajador familiar no remunerado (109)",610,598,12,,
"Trabajador del hogar (110)",9,9,,,
"De 15 a 29 años (112)",10026,9483,370,71,102
"Empleado (113)",308,164,50,24,70
"Obrero (114)",1093,936,90,36,31
"Trabajador independiente (115)",4269,4165,104,,
"Empleador o patrono (116)",43,37,2,3,1
"Trabajador familiar no remunerado (117)",4199,4067,124,8,
"Trabajador del hogar (118)",114,114,,,
"De 30 a 44 años (120)",8709,8098,370,66,175
"Empleado (121)",498,205,94,45,154
"Obrero (122)",674,557,80,16,21
"Trabajador independiente (123)",6334,6194,140,,
"Empleador o patrono (124)",74,71,3,,
"Trabajador familiar no remunerado (125)",1082,1024,53,5,
"Trabajador del hogar (126)",47,47,,,
"De 45 a 64 años (128)",7410,7070,227,43,70
"Empleado (129)",174,65,26,24,59
"Obrero (130)",449,378,46,15,10
"Trabajador independiente (131)",6131,6012,119,,
"Empleador o patrono (132)",64,59,4,1,
"Trabajador familiar no remunerado (133)",552,516,32,3,1
"Trabajador del hogar (134)",40,40,,,
"De 65 y más años (136)",3171,3124,38,2,7
"Empleado (137)",6,5,,,1
"Obrero (138)",109,97,5,2,5
"Trabajador independiente (139)",2821,2794,27,,
"Empleador o patrono (140)",25,23,1,,1
"Trabajador familiar no remunerado (141)",200,195,5,,
"Trabajador del hogar (142)",10,10,,,
