"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Pensionista (045)",71,2,,12,36,4,3,4,10
"Otro(a) no pariente (046)",1313,80,15,333,608,65,69,38,105
"Hombres (048)",22427,1625,544,6726,9504,849,890,859,1430
"Jefe o Jefa (049)",9298,315,3,2170,4238,474,610,454,1034
"Esposa(o)/ compa¤era(o) (050)",820,43,,194,421,39,40,34,49
"Hijo(a)/ hijastro(a) (051)",8727,940,434,3278,3319,203,137,253,163
"Yerno/ nuera (052)",258,2,,21,139,20,26,13,37
"Nieto(a) (053)",658,148,51,273,159,8,6,10,3
"Padres/ suegros (054)",131,33,,63,25,,,2,8
"Otro(a) pariente (055)",1714,102,44,533,794,66,44,63,68
"Trabajador(a) del hogar (056)",44,2,,16,22,3,,1,
"Pensionista (057)",35,2,,4,17,2,2,2,6
"Otro(a) no pariente (058)",742,38,12,174,370,34,25,27,62
"Mujeres (060)",22925,2602,504,7374,8773,838,1056,756,1022
"Jefe o Jefa (061)",4807,558,5,1308,1939,211,297,153,336
"Esposa(o)/ compa¤era(o) (062)",6438,679,3,1798,2710,260,412,187,389
"Hijo(a)/ hijastro(a) (063)",8131,890,398,3142,2769,236,211,323,162
"Yerno/ nuera (064)",260,2,,31,152,20,30,10,15
"Nieto(a) (065)",647,130,54,283,148,8,5,15,4
"Padres/ suegros (066)",301,165,,86,36,1,4,,9
"Otro(a) pariente (067)",1575,130,41,512,669,59,50,55,59
"Trabajador(a) del hogar (068)",159,6,,47,93,10,2,,1
"Pensionista (069)",36,,,8,19,2,1,2,4
"Otro(a) no pariente (070)",571,42,3,159,238,31,44,11,43
,,,,,,,,,
"RURAL (072)",107458,20505,2090,48904,32160,1233,1124,605,837
"Jefe o Jefa (073)",30392,5157,20,13598,10014,442,491,238,432
"Esposa(o)/ compa¤era(o) (074)",19549,4683,33,9052,5264,162,160,72,123
"Hijo(a)/ hijastro(a) (075)",42517,7298,1701,19943,12480,453,290,211,141
"Yerno/ nuera (076)",1188,38,,323,731,32,30,15,19
"Nieto(a) (077)",3007,861,201,1400,513,15,4,8,5
"Padres/ suegros (078)",914,641,,230,39,1,2,1,
"Otro(a) pariente (079)",6206,1152,119,2806,1898,72,78,36,45
"Trabajador(a) del hogar (080)",311,83,,147,80,1,,,
"Pensionista (081)",85,5,,22,34,3,10,1,10
"Otro(a) no pariente (082)",3289,587,16,1383,1107,52,59,23,62
"Hombres (084)",57769,8374,1037,26206,19917,704,621,416,494
"Jefe o Jefa (085)",24179,2931,14,11302,8689,347,360,220,316
"Esposa(o)/ compa¤era(o) (086)",1377,158,4,538,597,18,17,19,26
"Hijo(a)/ hijastro(a) (087)",23242,3696,837,10510,7632,237,137,121,72
"Yerno/ nuera (088)",553,9,,140,360,8,17,7,12
"Nieto(a) (089)",1639,462,103,750,307,7,3,5,2
"Padres/ suegros (090)",349,154,,165,28,1,1,,
"Otro(a) pariente (091)",3661,524,73,1622,1291,45,53,23,30
"Trabajador(a) del hogar (092)",74,15,,27,32,,,,
"Pensionista (093)",68,3,,20,34,,7,1,3
"Otro(a) no pariente (094)",2627,422,6,1132,947,41,26,20,33
"Mujeres (096)",49689,12131,1053,22698,12243,529,503,189,343
"Jefe o Jefa (097)",6213,2226,6,2296,1325,95,131,18,116
"Esposa(o)/ compa¤era(o) (098)",18172,4525,29,8514,4667,144,143,53,97
"Hijo(a)/ hijastro(a) (099)",19275,3602,864,9433,4848,216,153,90,69
"Yerno/ nuera (100)",635,29,,183,371,24,13,8,7
"Nieto(a) (101)",1368,399,98,650,206,8,1,3,3
"Padres/ suegros (102)",565,487,,65,11,,1,1,
"Otro(a) pariente (103)",2545,628,46,1184,607,27,25,13,15
"Trabajador(a) del hogar (104)",237,68,,120,48,1,,,
"Pensionista (105)",17,2,,2,,3,3,,7
"Otro(a) no pariente (106)",662,165,10,251,160,11,33,3,29
