"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",16985,1324,509,5733,7003,755,728,382,551
"Jefe o Jefa (049)",7299,178,6,2484,3257,385,463,171,355
"Esposa(o)/ compa¤era(o) (050)",386,13,4,102,199,24,21,12,11
"Hijo(a)/ hijastro(a) (051)",6959,906,420,2384,2583,232,172,145,117
"Yerno/ nuera (052)",203,,,28,110,21,22,6,16
"Nieto(a) (053)",518,114,49,196,124,14,6,8,7
"Padres/ suegros (054)",91,6,,68,14,1,,1,1
"Otro(a) pariente (055)",1176,93,29,377,539,54,26,29,29
"Trabajador(a) del hogar (056)",8,,,4,4,,,,
"Pensionista (057)",42,,,15,18,1,4,,4
"Otro(a) no pariente (058)",303,14,1,75,155,23,14,10,11
"Mujeres (060)",16356,1380,462,5978,6126,712,909,328,461
"Jefe o Jefa (061)",2110,135,6,862,769,89,151,38,60
"Esposa(o)/ compa¤era(o) (062)",5927,183,11,2161,2568,265,428,99,212
"Hijo(a)/ hijastro(a) (063)",6277,809,394,2235,2052,268,235,147,137
"Yerno/ nuera (064)",237,1,,26,139,21,29,9,12
"Nieto(a) (065)",472,114,37,188,103,9,9,6,6
"Padres/ suegros (066)",177,52,,99,22,3,,1,
"Otro(a) pariente (067)",927,79,14,345,354,47,45,23,20
"Trabajador(a) del hogar (068)",39,,,17,22,,,,
"Pensionista (069)",15,,,4,9,,,1,1
"Otro(a) no pariente (070)",175,7,,41,88,10,12,4,13
,,,,,,,,,
"RURAL (072)",3429,387,110,1514,1068,139,146,41,24
"Jefe o Jefa (073)",977,78,,533,265,41,45,7,8
"Esposa(o)/ compa¤era(o) (074)",653,63,,296,224,25,36,5,4
"Hijo(a)/ hijastro(a) (075)",1373,185,93,522,434,59,47,24,9
"Yerno/ nuera (076)",51,1,,13,24,3,8,,2
"Nieto(a) (077)",91,22,8,37,21,3,,,
"Padres/ suegros (078)",26,14,,10,2,,,,
"Otro(a) pariente (079)",233,23,9,95,84,8,9,4,1
"Trabajador(a) del hogar (080)",1,,,1,,,,,
"Pensionista (081)",1,,,1,,,,,
"Otro(a) no pariente (082)",23,1,,6,14,,1,1,
"Hombres (084)",1887,192,55,848,603,79,74,22,14
"Jefe o Jefa (085)",858,56,,460,246,40,41,7,8
"Esposa(o)/ compa¤era(o) (086)",5,,,2,3,,,,
"Hijo(a)/ hijastro(a) (087)",767,104,44,285,260,32,27,11,4
"Yerno/ nuera (088)",18,,,6,8,1,2,,1
"Nieto(a) (089)",45,11,4,16,13,1,,,
"Padres/ suegros (090)",10,4,,6,,,,,
"Otro(a) pariente (091)",162,16,7,67,60,5,3,3,1
"Trabajador(a) del hogar (092)",1,,,1,,,,,
"Pensionista (093)",1,,,1,,,,,
"Otro(a) no pariente (094)",20,1,,4,13,,1,1,
"Mujeres (096)",1542,195,55,666,465,60,72,19,10
"Jefe o Jefa (097)",119,22,,73,19,1,4,,
"Esposa(o)/ compa¤era(o) (098)",648,63,,294,221,25,36,5,4
"Hijo(a)/ hijastro(a) (099)",606,81,49,237,174,27,20,13,5
"Yerno/ nuera (100)",33,1,,7,16,2,6,,1
"Nieto(a) (101)",46,11,4,21,8,2,,,
"Padres/ suegros (102)",16,10,,4,2,,,,
"Otro(a) pariente (103)",71,7,2,28,24,3,6,1,
"Otro(a) no pariente (106)",3,,,2,1,,,,
