"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",2840,285,8,1117,711,119,288,64,248
"Esposa(o)/ compa¤era(o) (050)",170,21,1,47,47,9,16,7,22
"Hijo(a)/ hijastro(a) (051)",2848,283,126,979,979,114,107,145,115
"Yerno/ nuera (052)",129,2,,29,44,10,20,9,15
"Nieto(a) (053)",280,65,24,115,57,4,4,8,3
"Padres/ suegros (054)",45,11,,28,6,,,,
"Otro(a) pariente (055)",313,27,11,90,120,14,21,14,16
"Trabajador(a) del hogar (056)",2,,,1,1,,,,
"Pensionista (057)",8,,,1,4,,,2,1
"Otro(a) no pariente (058)",99,3,3,22,43,7,7,6,8
"Mujeres (060)",7235,1799,192,2429,1550,261,456,216,332
"Jefe o Jefa (061)",1115,406,5,320,157,45,88,21,73
"Esposa(o)/ compa¤era(o) (062)",2346,780,15,738,410,55,193,34,121
"Hijo(a)/ hijastro(a) (063)",2742,318,122,1034,769,128,135,141,95
"Yerno/ nuera (064)",142,10,,45,50,7,12,3,15
"Nieto(a) (065)",299,69,30,132,48,5,4,8,3
"Padres/ suegros (066)",155,111,,36,6,,1,,1
"Otro(a) pariente (067)",313,79,13,85,78,14,19,8,17
"Trabajador(a) del hogar (068)",34,10,2,12,9,1,,,
"Pensionista (069)",2,,,2,,,,,
"Otro(a) no pariente (070)",87,16,5,25,23,6,4,1,7
,,,,,,,,,
"RURAL (072)",27356,8081,783,12463,5018,320,365,176,150
"Jefe o Jefa (073)",7245,2447,23,3494,1043,66,95,24,53
"Esposa(o)/ compa¤era(o) (074)",5086,2731,32,1871,352,18,57,11,14
"Hijo(a)/ hijastro(a) (075)",11854,1876,577,5783,3067,203,169,124,55
"Yerno/ nuera (076)",550,85,3,239,181,11,17,4,10
"Nieto(a) (077)",1219,306,121,586,181,10,5,6,4
"Padres/ suegros (078)",380,324,,54,,,,,2
"Otro(a) pariente (079)",932,285,22,402,177,11,20,6,9
"Trabajador(a) del hogar (080)",14,4,1,9,,,,,
"Pensionista (081)",2,,,,1,,,,1
"Otro(a) no pariente (082)",74,23,4,25,16,1,2,1,2
"Hombres (084)",13214,2415,364,6573,3248,210,189,114,101
"Jefe o Jefa (085)",5457,1244,17,3048,946,56,75,24,47
"Esposa(o)/ compa¤era(o) (086)",234,53,1,123,42,2,7,4,2
"Hijo(a)/ hijastro(a) (087)",6121,815,273,2786,1911,137,92,75,32
"Yerno/ nuera (088)",219,15,,88,96,4,4,4,8
"Nieto(a) (089)",614,142,59,286,117,3,1,3,3
"Padres/ suegros (090)",76,49,,26,,,,,1
"Otro(a) pariente (091)",448,89,12,201,121,7,9,3,6
"Trabajador(a) del hogar (092)",1,,,1,,,,,
"Pensionista (093)",2,,,,1,,,,1
"Otro(a) no pariente (094)",42,8,2,14,14,1,1,1,1
"Mujeres (096)",14142,5666,419,5890,1770,110,176,62,49
"Jefe o Jefa (097)",1788,1203,6,446,97,10,20,,6
"Esposa(o)/ compa¤era(o) (098)",4852,2678,31,1748,310,16,50,7,12
"Hijo(a)/ hijastro(a) (099)",5733,1061,304,2997,1156,66,77,49,23
"Yerno/ nuera (100)",331,70,3,151,85,7,13,,2
"Nieto(a) (101)",605,164,62,300,64,7,4,3,1
"Padres/ suegros (102)",304,275,,28,,,,,1
"Otro(a) pariente (103)",484,196,10,201,56,4,11,3,3
"Trabajador(a) del hogar (104)",13,4,1,8,,,,,
"Otro(a) no pariente (106)",32,15,2,11,2,,1,,1
