"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 45 a 49 años (038)",5,17,14,,82.4,,
"De 50 y más años (039)",5,25,21,,84,,
"No PEA (040)",16604,47777,40541,1268,84.9,2.7,
"De 12 a 14 años (041)",1944,2,2,,100,,
"De 15 a 19 años (042)",2602,496,480,161,96.8,32.5,
"De 20 a 24 años (043)",2367,2507,2438,376,97.2,15,
"De 25 a 29 años (044)",1878,3807,3675,329,96.5,8.6,
"De 30 a 34 años (045)",1489,4456,4223,218,94.8,4.9,
"De 35 a 39 años (046)",1291,5014,4574,133,91.2,2.7,
"De 40 a 44 años (047)",1025,4635,4153,47,89.6,1,
"De 45 a 49 años (048)",899,4719,4016,4,85.1,0.1,
"De 50 y más años (049)",3109,22141,16980,,76.7,,
,,,,,,,
"URBANA (060)",20733,56739,48605,1387,85.7,2.4,
"De 12 a 14 años (061)",1962,2,2,,100,,
"De 15 a 19 años (062)",3059,514,498,151,96.9,29.4,
"De 20 a 24 años (063)",3087,2803,2726,400,97.3,14.3,
"De 25 a 29 años (064)",2503,4458,4323,365,97,8.2,
"De 30 a 34 años (065)",2054,5692,5407,257,95,4.5,
"De 35 a 39 años (066)",1818,6530,6000,154,91.9,2.4,
"De 40 a 44 años (067)",1422,6062,5463,55,90.1,0.9,
"De 45 a 49 años (068)",1223,6055,5172,5,85.4,0.1,
"De 50 y más años (069)",3605,24623,19014,,77.2,,
"PEA (070)",5147,12081,10793,215,89.3,1.8,
"De 12 a 14 años (071)",130,,,,,,
"De 15 a 19 años (072)",625,66,65,8,98.5,12.1,
"De 20 a 24 años (073)",856,462,445,49,96.3,10.6,
"De 25 a 29 años (074)",759,968,950,63,98.1,6.5,
"De 30 a 34 años (075)",641,1474,1406,53,95.4,3.6,
"De 35 a 39 años (076)",610,1849,1734,30,93.8,1.6,
"De 40 a 44 años (077)",460,1758,1610,11,91.6,0.6,
"De 45 a 49 años (078)",377,1639,1419,1,86.6,0.1,
"De 50 y más años (079)",689,3865,3164,,81.9,,
"Ocupada (080)",5002,11932,10653,211,89.3,1.8,
"De 12 a 14 años (081)",122,,,,,,
"De 15 a 19 años (082)",597,65,64,8,98.5,12.3,
"De 20 a 24 años (083)",814,448,431,47,96.2,10.5,
"De 25 a 29 años (084)",735,950,932,62,98.1,6.5,
"De 30 a 34 años (085)",629,1451,1383,52,95.3,3.6,
"De 35 a 39 años (086)",595,1816,1701,30,93.7,1.7,
"De 40 a 44 años (087)",454,1740,1594,11,91.6,0.6,
"De 45 a 49 años (088)",372,1622,1405,1,86.6,0.1,
"De 50 y más años (089)",684,3840,3143,,81.8,,
"Desocupada (090)",145,149,140,4,94,2.7,
"De 12 a 14 años (091)",8,,,,,,
"De 15 a 19 años (092)",28,1,1,,100,,
"De 20 a 24 años (093)",42,14,14,2,100,14.3,
"De 25 a 29 años (094)",24,18,18,1,100,5.6,
"De 30 a 34 años (095)",12,23,23,1,100,4.3,
"De 35 a 39 años (096)",15,33,33,,100,,
"De 40 a 44 años (097)",6,18,16,,88.9,,
"De 45 a 49 años (098)",5,17,14,,82.4,,
"De 50 y más años (099)",5,25,21,,84,,
"No PEA (100)",15586,44658,37812,1172,84.7,2.6,
"De 12 a 14 años (101)",1832,2,2,,100,,
"De 15 a 19 años (102)",2434,448,433,143,96.7,31.9,
"De 20 a 24 años (103)",2231,2341,2281,351,97.4,15,
"De 25 a 29 años (104)",1744,3490,3373,302,96.6,8.7,
"De 30 a 34 años (105)",1413,4218,4001,204,94.9,4.8,
"De 35 a 39 años (106)",1208,4681,4266,124,91.1,2.6,
"De 40 a 44 años (107)",962,4304,3853,44,89.5,1,
"De 45 a 49 años (108)",846,4416,3753,4,85,0.1,
"De 50 y más años (109)",2916,20758,15850,,76.4,,
,,,,,,,
"RURAL (120)",1270,3758,3284,103,87.4,2.7,
"De 12 a 14 años (121)",126,,,,,,
"De 15 a 19 años (122)",200,49,48,18,98,36.7,
"De 20 a 24 años (123)",181,190,179,24,94.2,12.6,
"De 25 a 29 años (124)",166,357,341,28,95.5,7.8,
"De 30 a 34 años (125)",95,271,252,15,93,5.5,
"De 35 a 39 años (126)",103,397,369,13,92.9,3.3,
"De 40 a 44 años (127)",87,421,381,4,90.5,1,
"De 45 a 49 años (128)",74,397,349,1,87.9,0.3,
"De 50 y más años (129)",238,1676,1365,,81.4,,
"PEA (130)",252,639,555,9,86.9,1.4,
"De 12 a 14 años (131)",14,,,,,,
"De 15 a 19 años (132)",32,1,1,1,100,100,
"De 20 a 24 años (133)",45,24,22,,91.7,,
"De 25 a 29 años (134)",32,40,39,1,97.5,2.5,
"De 30 a 34 años (135)",19,33,30,1,90.9,3,
"De 35 a 39 años (136)",20,64,61,4,95.3,6.3,
"De 40 a 44 años (137)",24,90,81,1,90,1.1,
"De 45 a 49 años (138)",21,94,86,1,91.5,1.1,
"De 50 y más años (139)",45,293,235,,80.2,,
"Ocupada (140)",248,639,555,9,86.9,1.4,
"De 12 a 14 años (141)",13,,,,,,
"De 15 a 19 años (142)",30,1,1,1,100,100,
"De 20 a 24 años (143)",44,24,22,,91.7,,
"De 25 a 29 años (144)",32,40,39,1,97.5,2.5,
"De 30 a 34 años (145)",19,33,30,1,90.9,3,
"De 35 a 39 años (146)",20,64,61,4,95.3,6.3,
"De 40 a 44 años (147)",24,90,81,1,90,1.1,
"De 45 a 49 años (148)",21,94,86,1,91.5,1.1,
"De 50 y más años (149)",45,293,235,,80.2,,
"Desocupada (150)",4,,,,,,
"De 12 a 14 años (151)",1,,,,,,
"De 15 a 19 años (152)",2,,,,,,
"De 20 a 24 años (153)",1,,,,,,
"No PEA (160)",1018,3119,2729,94,87.5,3,
"De 12 a 14 años (161)",112,,,,,,
"De 15 a 19 años (162)",168,48,47,17,97.9,35.4,
"De 20 a 24 años (163)",136,166,157,24,94.6,14.5,
"De 25 a 29 años (164)",134,317,302,27,95.3,8.5,
"De 30 a 34 años (165)",76,238,222,14,93.3,5.9,
"De 35 a 39 años (166)",83,333,308,9,92.5,2.7,
"De 40 a 44 años (167)",63,331,300,3,90.6,0.9,
"De 45 a 49 años (168)",53,303,263,,86.8,,
"De 50 y más años (169)",193,1383,1130,,81.7,,
