"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Actividad economica no especificada (043)",353,238,57,38,20
"Mujeres (044)",6346,5241,529,353,223
"Agric., ganadería, caza y silvicultura (045)",3016,2726,262,28,
"Pesca (046)",58,55,2,1,
"Industrias manufactureras (048)",113,99,11,3,
"Suministro de electricidad, gas y agua (049)",1,1,,,
"Construcción (050)",5,3,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",911,871,38,2,
"Venta, mant.y rep. veh.autom y motoc. (052)",6,6,,,
"Comercio al por mayor (053)",20,18,2,,
"Comercio al por menor (054)",885,847,36,2,
"Hoteles y restaurantes (055)",406,369,30,4,3
"Trans., almac. y comunicaciones (056)",19,16,2,1,
"Intermediación financiera (057)",3,3,,,
"Activid.inmobil., empres. y alquileres (058)",37,17,4,13,3
"Admin.pub. y defensa; p. segur soc.afil (059)",93,,,,93
"Enseñanza (060)",686,185,143,278,80
"Servicios sociales y de salud (061)",52,16,2,5,29
"Otras activ. serv.comun.soc y personales (062)",94,75,9,6,4
"Hogares privados con servicio doméstico (063)",528,528,,,
"Actividad economica no especificada (065)",324,277,24,12,11
,,,,,
"URBANA (066)",11926,8836,1365,955,770
"Agric., ganadería, caza y silvicultura (067)",5003,4278,610,103,12
"Pesca (068)",633,575,43,14,1
"Explotación de minas y canteras (069)",2,,,,2
"Industrias manufactureras (070)",474,366,74,34,
"Suministro de electricidad, gas y agua (071)",30,11,5,14,
"Construcción (072)",250,111,59,72,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1636,1521,101,14,
"Venta, mant.y rep. veh.autom y motoc. (074)",73,70,3,,
"Comercio al por mayor (075)",57,49,6,2,
"Comercio al por menor (076)",1506,1402,92,12,
"Hoteles y restaurantes (077)",450,396,43,7,4
"Trans., almac. y comunicaciones (078)",497,395,46,35,21
"Intermediación financiera (079)",12,4,5,2,1
"Activid.inmobil., empres. y alquileres (080)",146,70,21,37,18
"Admin.pub. y defensa; p. segur soc.afil (081)",425,,,,425
"Enseñanza (082)",1160,187,246,559,168
"Servicios sociales y de salud (083)",112,26,9,7,70
"Otras activ. serv.comun.soc y personales (084)",187,134,34,10,9
"Hogares privados con servicio doméstico (085)",416,416,,,
"Actividad economica no especificada (087)",493,346,69,47,31
"Hombres (088)",7961,5777,1005,626,553
"Agric., ganadería, caza y silvicultura (089)",3812,3236,475,89,12
"Pesca (090)",597,541,42,13,1
"Explotación de minas y canteras (091)",2,,,,2
"Industrias manufactureras (092)",370,275,64,31,
"Suministro de electricidad, gas y agua (093)",29,10,5,14,
"Construcción (094)",247,109,58,72,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",810,732,66,12,
"Venta, mant.y rep. veh.autom y motoc. (096)",67,64,3,,
"Comercio al por mayor (097)",40,34,4,2,
"Comercio al por menor (098)",703,634,59,10,
"Hoteles y restaurantes (099)",87,67,15,4,1
"Trans., almac. y comunicaciones (100)",479,380,44,34,21
"Intermediación financiera (101)",9,1,5,2,1
"Activid.inmobil., empres. y alquileres (102)",109,53,17,24,15
"Admin.pub. y defensa; p. segur soc.afil (103)",337,,,,337
"Enseñanza (104)",586,75,134,289,88
"Servicios sociales y de salud (105)",67,16,7,2,42
"Otras activ. serv.comun.soc y personales (106)",97,63,25,4,5
"Hogares privados con servicio doméstico (107)",39,39,,,
"Actividad economica no especificada (109)",284,180,48,36,20
"Mujeres (110)",3965,3059,360,329,217
"Agric., ganadería, caza y silvicultura (111)",1191,1042,135,14,
"Pesca (112)",36,34,1,1,
"Industrias manufactureras (114)",104,91,10,3,
"Suministro de electricidad, gas y agua (115)",1,1,,,
"Construcción (116)",3,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",826,789,35,2,
"Venta, mant.y rep. veh.autom y motoc. (118)",6,6,,,
"Comercio al por mayor (119)",17,15,2,,
"Comercio al por menor (120)",803,768,33,2,
"Hoteles y restaurantes (121)",363,329,28,3,3
"Trans., almac. y comunicaciones (122)",18,15,2,1,
"Intermediación financiera (123)",3,3,,,
"Activid.inmobil., empres. y alquileres (124)",37,17,4,13,3
"Admin.pub. y defensa; p. segur soc.afil (125)",88,,,,88
"Enseñanza (126)",574,112,112,270,80
"Servicios sociales y de salud (127)",45,10,2,5,28
"Otras activ. serv.comun.soc y personales (128)",90,71,9,6,4
"Hogares privados con servicio doméstico (129)",377,377,,,
"Actividad economica no especificada (131)",209,166,21,11,11
,,,,,
"RURAL (132)",9287,8310,828,115,34
"Agric., ganadería, caza y silvicultura (133)",7493,6814,605,71,3
"Pesca (134)",586,562,21,3,
"Explotación de minas y canteras (135)",5,,1,3,1
"Industrias manufactureras (136)",71,44,20,5,2
"Construcción (138)",38,29,8,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",270,252,17,,1
"Venta, mant.y rep. veh.autom y motoc. (140)",7,7,,,
"Comercio al por mayor (141)",16,12,3,,1
"Comercio al por menor (142)",247,233,14,,
"Hoteles y restaurantes (143)",48,44,3,1,
"Trans., almac. y comunicaciones (144)",28,25,3,,
"Activid.inmobil., empres. y alquileres (146)",3,2,,1,
"Admin.pub. y defensa; p. segur soc.afil (147)",23,,,,23
"Enseñanza (148)",331,173,133,25,
"Servicios sociales y de salud (149)",17,13,,,4
"Otras activ. serv.comun.soc y personales (150)",16,9,5,2,
"Hogares privados con servicio doméstico (151)",174,174,,,
"Actividad economica no especificada (153)",184,169,12,3,
"Hombres (154)",6906,6128,659,91,28
"Agric., ganadería, caza y silvicultura (155)",5668,5130,478,57,3
"Pesca (156)",564,541,20,3,
"Explotación de minas y canteras (157)",5,,1,3,1
"Industrias manufactureras (158)",62,36,19,5,2
"Construcción (160)",36,28,7,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",185,170,14,,1
"Venta, mant.y rep. veh.autom y motoc. (162)",7,7,,,
"Comercio al por mayor (163)",13,9,3,,1
"Comercio al por menor (164)",165,154,11,,
"Hoteles y restaurantes (165)",5,4,1,,
"Trans., almac. y comunicaciones (166)",27,24,3,,
"Activid.inmobil., empres. y alquileres (168)",3,2,,1,
"Admin.pub. y defensa; p. segur soc.afil (169)",18,,,,18
"Enseñanza (170)",219,100,102,17,
"Servicios sociales y de salud (171)",10,7,,,3
"Otras activ. serv.comun.soc y personales (172)",12,5,5,2,
"Hogares privados con servicio doméstico (173)",23,23,,,
"Actividad economica no especificada (175)",69,58,9,2,
"Mujeres (176)",2381,2182,169,24,6
"Agric., ganadería, caza y silvicultura (177)",1825,1684,127,14,
"Pesca (178)",22,21,1,,
"Industrias manufactureras (180)",9,8,1,,
"Construcción (182)",2,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",85,82,3,,
"Comercio al por mayor (185)",3,3,,,
"Comercio al por menor (186)",82,79,3,,
"Hoteles y restaurantes (187)",43,40,2,1,
"Trans., almac. y comunicaciones (188)",1,1,,,
"Admin.pub. y defensa; p. segur soc.afil (191)",5,,,,5
"Enseñanza (192)",112,73,31,8,
"Servicios sociales y de salud (193)",7,6,,,1
"Otras activ. serv.comun.soc y personales (194)",4,4,,,
"Hogares privados con servicio doméstico (195)",151,151,,,
"Actividad economica no especificada (197)",115,111,3,1,
