"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Educación inicial (062)",5,5,,,
"Primaria (063)",545,490,34,4,17
"Secundaria (064)",645,542,42,25,36
"Superior no univ. incompleta (065)",143,96,14,7,26
"Superior no univ. completa (066)",509,195,56,82,176
"Superior univ. incompleta (067)",159,87,9,24,39
"Superior univ. completa (068)",496,154,59,92,191
"De 06 a 14 años (070)",42,33,9,,
"Educación inicial (072)",1,1,,,
"Primaria (073)",27,20,7,,
"Secundaria (074)",14,12,2,,
"De 15 a 29 años (080)",734,491,60,63,120
"Sin nivel (081)",12,12,,,
"Educación inicial (082)",2,2,,,
"Primaria (083)",73,64,6,1,2
"Secundaria (084)",278,229,23,12,14
"Superior no univ. incompleta (085)",66,49,4,5,8
"Superior no univ. completa (086)",130,54,17,19,40
"Superior univ. incompleta (087)",84,53,4,8,19
"Superior univ. completa (088)",89,28,6,18,37
"De 30 a 44 años (090)",1056,610,92,101,253
"Sin nivel (091)",48,47,1,,
"Educación inicial (092)",2,2,,,
"Primaria (093)",164,151,9,2,2
"Secundaria (094)",208,182,8,6,12
"Superior no univ. incompleta (095)",57,36,7,2,12
"Superior no univ. completa (096)",281,93,33,45,110
"Superior univ. incompleta (097)",56,27,3,11,15
"Superior univ. completa (098)",240,72,31,35,102
"De 45 a 64 años (100)",683,458,53,68,104
"Sin nivel (101)",72,70,1,,1
"Primaria (103)",201,182,10,1,8
"Secundaria (104)",126,104,9,6,7
"Superior no univ. incompleta (105)",19,10,3,,6
"Superior no univ. completa (106)",90,41,6,17,26
"Superior univ. incompleta (107)",18,6,2,5,5
"Superior univ. completa (108)",157,45,22,39,51
"De 65 y más años (110)",173,159,3,2,9
"Sin nivel (111)",54,53,1,,
"Primaria (113)",80,73,2,,5
"Secundaria (114)",19,15,,1,3
"Superior no univ. incompleta (115)",1,1,,,
"Superior no univ. completa (116)",8,7,,1,
"Superior univ. incompleta (117)",1,1,,,
"Superior univ. completa (118)",10,9,,,1
,,,,,
"RURAL (120)",5600,5005,394,85,116
"Sin nivel (121)",1457,1362,68,18,9
"Educación inicial (122)",13,10,2,1,
"Primaria (123)",2411,2232,147,17,15
"Secundaria (124)",1255,1124,91,12,28
"Superior no univ. incompleta (125)",129,99,15,4,11
"Superior no univ. completa (126)",160,84,43,16,17
"Superior univ. incompleta (127)",61,40,8,5,8
"Superior univ. completa (128)",114,54,20,12,28
"De 06 a 14 años (130)",85,64,18,3,
"Sin nivel (131)",2,2,,,
"Educación inicial (132)",6,5,,1,
"Primaria (133)",69,49,18,2,
"Secundaria (134)",8,8,,,
"De 15 a 29 años (140)",1599,1423,124,18,34
"Sin nivel (141)",90,87,3,,
"Educación inicial (142)",5,3,2,,
"Primaria (143)",588,547,34,4,3
"Secundaria (144)",730,648,62,6,14
"Superior no univ. incompleta (145)",80,64,10,2,4
"Superior no univ. completa (146)",47,31,7,3,6
"Superior univ. incompleta (147)",30,26,2,1,1
"Superior univ. completa (148)",29,17,4,2,6
"De 30 a 44 años (150)",1757,1526,141,34,56
"Sin nivel (151)",416,381,24,5,6
"Educación inicial (152)",2,2,,,
"Primaria (153)",790,727,47,7,9
"Secundaria (154)",364,328,25,3,8
"Superior no univ. incompleta (155)",41,29,5,2,5
"Superior no univ. completa (156)",71,29,26,7,9
"Superior univ. incompleta (157)",22,7,5,3,7
"Superior univ. completa (158)",51,23,9,7,12
"De 45 a 64 años (160)",1509,1363,97,24,25
"Sin nivel (161)",564,521,32,8,3
"Primaria (163)",729,678,44,4,3
"Secundaria (164)",137,125,3,3,6
"Superior no univ. incompleta (165)",6,5,,,1
"Superior no univ. completa (166)",34,17,10,5,2
"Superior univ. incompleta (167)",6,4,1,1,
"Superior univ. completa (168)",33,13,7,3,10
"De 65 y más años (170)",650,629,14,6,1
"Sin nivel (171)",385,371,9,5,
"Primaria (173)",235,231,4,,
"Secundaria (174)",16,15,1,,
"Superior no univ. incompleta (175)",2,1,,,1
"Superior no univ. completa (176)",8,7,,1,
"Superior univ. incompleta (177)",3,3,,,
"Superior univ. completa (178)",1,1,,,
