"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 20 a 24 años (023)",321,278,136,96,39,5,1,1,,,43,200
"De 25 a 29 años (024)",420,371,103,126,97,31,14,,,,49,471
"De 30 a 34 años (025)",386,353,63,101,103,60,22,4,,,33,609
"De 35 a 39 años (026)",343,326,31,65,98,71,51,9,1,,17,755
"De 40 a 44 años (027)",291,278,23,30,85,49,67,15,7,2,13,808
"De 45 a 49 años (028)",277,275,25,24,63,55,69,29,6,4,2,891
"De 50 y más años (029)",855,844,75,43,86,103,193,173,111,60,11,4106
"Desocupada (030)",260,224,133,34,24,9,18,3,1,2,36,234
"De 12 a 14 años (031)",1,1,1,,,,,,,,,
"De 15 a 19 años (032)",41,41,38,2,1,,,,,,,4
"De 20 a 24 años (033)",82,71,62,9,,,,,,,11,9
"De 25 a 29 años (034)",53,36,20,9,5,1,1,,,,17,26
"De 30 a 34 años (035)",34,29,5,11,7,3,2,1,,,5,49
"De 35 a 39 años (036)",15,12,4,,3,,3,2,,,3,31
"De 40 a 44 años (037)",10,10,2,1,4,,3,,,,,22
"De 45 a 49 años (038)",11,11,1,,3,4,3,,,,,31
"De 50 y más años (039)",13,13,,2,1,1,6,,1,2,,62
"No PEA (040)",5998,5750,1864,715,737,583,798,510,312,231,248,15953
"De 12 a 14 años (041)",596,591,587,4,,,,,,,5,4
"De 15 a 19 años (042)",846,830,747,73,9,1,,,,,16,94
"De 20 a 24 años (043)",679,597,284,223,82,6,2,,,,82,414
"De 25 a 29 años (044)",505,457,72,166,149,50,19,1,,,48,700
"De 30 a 34 años (045)",441,414,37,84,138,97,49,8,,1,27,919
"De 35 a 39 años (046)",402,382,20,50,100,105,77,27,3,,20,1090
"De 40 a 44 años (047)",387,379,20,20,73,95,113,39,16,3,8,1356
"De 45 a 49 años (048)",325,321,13,19,47,49,114,54,20,5,4,1335
"De 50 y más años (049)",1817,1779,84,76,139,180,424,381,273,222,38,10041
,,,,,,,,,,,,
"URBANA (060)",4224,4016,1239,632,621,425,502,316,171,110,208,10024
"De 12 a 14 años (061)",264,261,259,2,,,,,,,3,2
"De 15 a 19 años (062)",475,470,420,44,6,,,,,,5,56
"De 20 a 24 años (063)",579,516,290,161,63,1,1,,,,63,295
"De 25 a 29 años (064)",459,410,98,157,114,27,14,,,,49,522
"De 30 a 34 años (065)",420,385,58,105,125,72,22,3,,,35,684
"De 35 a 39 años (066)",366,349,24,64,102,81,58,17,3,,17,888
"De 40 a 44 años (067)",281,271,20,23,75,61,68,15,7,2,10,823
"De 45 a 49 años (068)",261,260,17,18,44,52,77,38,10,4,1,967
"De 50 y más años (069)",1119,1094,53,58,92,131,262,243,151,104,25,5787
"PEA (070)",1724,1616,364,297,315,207,221,127,58,27,108,4108
"De 12 a 14 años (071)",9,9,9,,,,,,,,,
"De 15 a 19 años (072)",85,83,73,8,2,,,,,,2,12
"De 20 a 24 años (073)",205,178,107,51,20,,,,,,27,91
"De 25 a 29 años (074)",251,220,68,74,57,14,7,,,,31,258
"De 30 a 34 años (075)",243,221,41,73,66,33,6,2,,,22,342
"De 35 a 39 años (076)",207,197,21,40,61,41,27,6,1,,10,445
"De 40 a 44 años (077)",155,146,12,17,46,29,34,4,3,1,9,401
"De 45 a 49 años (078)",154,153,12,13,28,32,43,19,4,2,1,525
"De 50 y más años (079)",415,409,21,21,35,58,104,96,50,24,6,2034
"Ocupada (080)",1621,1527,315,286,304,203,210,125,58,26,94,3993
"De 12 a 14 años (081)",9,9,9,,,,,,,,,
"De 15 a 19 años (082)",70,68,59,7,2,,,,,,2,11
"De 20 a 24 años (083)",181,156,87,49,20,,,,,,25,89
"De 25 a 29 años (084)",229,206,62,70,54,14,6,,,,23,244
"De 30 a 34 años (085)",225,206,36,69,62,32,6,1,,,19,321
"De 35 a 39 años (086)",201,192,18,40,61,41,26,5,1,,9,435
"De 40 a 44 años (087)",150,141,12,17,44,29,31,4,3,1,9,384
"De 45 a 49 años (088)",147,146,11,13,26,30,41,19,4,2,1,507
"De 50 y más años (089)",409,403,21,21,35,57,100,96,50,23,6,2002
"Desocupada (090)",103,89,49,11,11,4,11,2,,1,14,115
"De 15 a 19 años (092)",15,15,14,1,,,,,,,,1
"De 20 a 24 años (093)",24,22,20,2,,,,,,,2,2
"De 25 a 29 años (094)",22,14,6,4,3,,1,,,,8,14
"De 30 a 34 años (095)",18,15,5,4,4,1,,1,,,3,21
"De 35 a 39 años (096)",6,5,3,,,,1,1,,,1,10
"De 40 a 44 años (097)",5,5,,,2,,3,,,,,17
"De 45 a 49 años (098)",7,7,1,,2,2,2,,,,,18
"De 50 y más años (099)",6,6,,,,1,4,,,1,,32
"No PEA (100)",2500,2400,875,335,306,218,281,189,113,83,100,5916
"De 12 a 14 años (101)",255,252,250,2,,,,,,,3,2
"De 15 a 19 años (102)",390,387,347,36,4,,,,,,3,44
"De 20 a 24 años (103)",374,338,183,110,43,1,1,,,,36,204
"De 25 a 29 años (104)",208,190,30,83,57,13,7,,,,18,264
"De 30 a 34 años (105)",177,164,17,32,59,39,16,1,,,13,342
"De 35 a 39 años (106)",159,152,3,24,41,40,31,11,2,,7,443
"De 40 a 44 años (107)",126,125,8,6,29,32,34,11,4,1,1,422
"De 45 a 49 años (108)",107,107,5,5,16,20,34,19,6,2,,442
"De 50 y más años (109)",704,685,32,37,57,73,158,147,101,80,19,3753
,,,,,,,,,,,,
"RURAL (120)",5099,4851,1352,629,714,541,731,428,267,189,248,14036
"De 12 a 14 años (121)",356,354,352,2,,,,,,,2,2
"De 15 a 19 años (122)",561,546,480,58,7,1,,,,,15,75
"De 20 a 24 años (123)",503,430,192,167,58,10,2,1,,,73,328
"De 25 a 29 años (124)",519,454,97,144,137,55,20,1,,,65,675
"De 30 a 34 años (125)",441,411,47,91,123,88,51,10,,1,30,893
"De 35 a 39 años (126)",394,371,31,51,99,95,73,21,1,,23,988
"De 40 a 44 años (127)",407,396,25,28,87,83,115,39,16,3,11,1363
"De 45 a 49 años (128)",352,347,22,25,69,56,109,45,16,5,5,1290
"De 50 y más años (129)",1566,1542,106,63,134,153,361,311,234,180,24,8422
"PEA (130)",1601,1501,363,249,283,176,214,107,68,41,100,3999
"De 12 a 14 años (131)",15,15,15,,,,,,,,,
"De 15 a 19 años (132)",105,103,80,21,2,,,,,,2,25
"De 20 a 24 años (133)",198,171,91,54,19,5,1,1,,,27,118
"De 25 a 29 años (134)",222,187,55,61,45,18,8,,,,35,239
"De 30 a 34 años (135)",177,161,27,39,44,30,18,3,,,16,316
"De 35 a 39 años (136)",151,141,14,25,40,30,27,5,,,10,341
"De 40 a 44 años (137)",146,142,13,14,43,20,36,11,4,1,4,429
"De 45 a 49 años (138)",134,133,14,11,38,27,29,10,2,2,1,397
"De 50 y más años (139)",453,448,54,24,52,46,95,77,62,38,5,2134
"Ocupada (140)",1444,1366,279,226,270,171,207,106,67,40,78,3880
"De 12 a 14 años (141)",14,14,14,,,,,,,,,
"De 15 a 19 años (142)",79,77,56,20,1,,,,,,2,22
"De 20 a 24 años (143)",140,122,49,47,19,5,1,1,,,18,111
"De 25 a 29 años (144)",191,165,41,56,43,17,8,,,,26,227
"De 30 a 34 años (145)",161,147,27,32,41,28,16,3,,,14,288
"De 35 a 39 años (146)",142,134,13,25,37,30,25,4,,,8,320
"De 40 a 44 años (147)",141,137,11,13,41,20,36,11,4,1,4,424
"De 45 a 49 años (148)",130,129,14,11,37,25,28,10,2,2,1,384
"De 50 y más años (149)",446,441,54,22,51,46,93,77,61,37,5,2104
"Desocupada (150)",157,135,84,23,13,5,7,1,1,1,22,119
"De 12 a 14 años (151)",1,1,1,,,,,,,,,
"De 15 a 19 años (152)",26,26,24,1,1,,,,,,,3
"De 20 a 24 años (153)",58,49,42,7,,,,,,,9,7
"De 25 a 29 años (154)",31,22,14,5,2,1,,,,,9,12
"De 30 a 34 años (155)",16,14,,7,3,2,2,,,,2,28
"De 35 a 39 años (156)",9,7,1,,3,,2,1,,,2,21
"De 40 a 44 años (157)",5,5,2,1,2,,,,,,,5
"De 45 a 49 años (158)",4,4,,,1,2,1,,,,,13
"De 50 y más años (159)",7,7,,2,1,,2,,1,1,,30
"No PEA (160)",3498,3350,989,380,431,365,517,321,199,148,148,10037
"De 12 a 14 años (161)",341,339,337,2,,,,,,,2,2
"De 15 a 19 años (162)",456,443,400,37,5,1,,,,,13,50
"De 20 a 24 años (163)",305,259,101,113,39,5,1,,,,46,210
"De 25 a 29 años (164)",297,267,42,83,92,37,12,1,,,30,436
"De 30 a 34 años (165)",264,250,20,52,79,58,33,7,,1,14,577
"De 35 a 39 años (166)",243,230,17,26,59,65,46,16,1,,13,647
"De 40 a 44 años (167)",261,254,12,14,44,63,79,28,12,2,7,934
"De 45 a 49 años (168)",218,214,8,14,31,29,80,35,14,3,4,893
"De 50 y más años (169)",1113,1094,52,39,82,107,266,234,172,142,19,6288
