"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 45 a 49 años (048)",583,,,2,105,279,92,105
"De 50 y más años (049)",3002,64,229,583,789,407,16,914
,,,,,,,,
"URBANA (060)",12952,48,185,545,1182,2853,4557,3582
"De 12 a 14 años (061)",14,,,,,,1,13
"De 15 a 19 años (062)",321,,,,,,184,137
"De 20 a 24 años (063)",1491,,,,,2,889,600
"De 25 a 29 años (064)",1871,,,,,101,1148,622
"De 30 a 34 años (065)",1812,,,,,375,991,446
"De 35 a 39 años (066)",1646,,,,17,600,720,309
"De 40 a 44 años (067)",1469,,,,108,673,432,256
"De 45 a 49 años (068)",1079,,,3,191,537,160,188
"De 50 y más años (069)",3249,48,185,542,866,565,32,1011
"PEA (070)",7247,4,37,207,639,1902,2528,1930
"De 12 a 14 años (071)",1,,,,,,,1
"De 15 a 19 años (072)",112,,,,,,66,46
"De 20 a 24 años (073)",792,,,,,1,449,342
"De 25 a 29 años (074)",1063,,,,,66,608,389
"De 30 a 34 años (075)",1130,,,,,258,588,284
"De 35 a 39 años (076)",1086,,,,11,427,437,211
"De 40 a 44 años (077)",974,,,,74,478,260,162
"De 45 a 49 años (078)",694,,,2,130,352,95,115
"De 50 y más años (079)",1395,4,37,205,424,320,25,380
"Ocupada (080)",7071,4,36,198,628,1869,2466,1870
"De 12 a 14 años (081)",1,,,,,,,1
"De 15 a 19 años (082)",108,,,,,,64,44
"De 20 a 24 años (083)",764,,,,,1,433,330
"De 25 a 29 años (084)",1025,,,,,62,589,374
"De 30 a 34 años (085)",1110,,,,,257,579,274
"De 35 a 39 años (086)",1061,,,,11,415,432,203
"De 40 a 44 años (087)",958,,,,72,472,254,160
"De 45 a 49 años (088)",676,,,2,129,345,90,110
"De 50 y más años (089)",1368,4,36,196,416,317,25,374
"Desocupada (090)",176,,1,9,11,33,62,60
"De 15 a 19 años (092)",4,,,,,,2,2
"De 20 a 24 años (093)",28,,,,,,16,12
"De 25 a 29 años (094)",38,,,,,4,19,15
"De 30 a 34 años (095)",20,,,,,1,9,10
"De 35 a 39 años (096)",25,,,,,12,5,8
"De 40 a 44 años (097)",16,,,,2,6,6,2
"De 45 a 49 años (098)",18,,,,1,7,5,5
"De 50 y más años (099)",27,,1,9,8,3,,6
"No PEA (100)",5705,44,148,338,543,951,2029,1652
"De 12 a 14 años (101)",13,,,,,,1,12
"De 15 a 19 años (102)",209,,,,,,118,91
"De 20 a 24 años (103)",699,,,,,1,440,258
"De 25 a 29 años (104)",808,,,,,35,540,233
"De 30 a 34 años (105)",682,,,,,117,403,162
"De 35 a 39 años (106)",560,,,,6,173,283,98
"De 40 a 44 años (107)",495,,,,34,195,172,94
"De 45 a 49 años (108)",385,,,1,61,185,65,73
"De 50 y más años (109)",1854,44,148,337,442,245,7,631
,,,,,,,,
"RURAL (120)",6531,26,124,460,848,1279,2281,1513
"De 12 a 14 años (121)",10,,,,,,1,9
"De 15 a 19 años (122)",174,,,,,,114,60
"De 20 a 24 años (123)",706,,,,,2,449,255
"De 25 a 29 años (124)",867,,,,,29,593,245
"De 30 a 34 años (125)",748,,,,,115,473,160
"De 35 a 39 años (126)",689,,,,6,216,353,114
"De 40 a 44 años (127)",607,,,,48,290,189,80
"De 45 a 49 años (128)",536,,,3,100,266,87,80
"De 50 y más años (129)",2194,26,124,457,694,361,22,510
"PEA (130)",3496,6,43,213,437,759,1270,768
"De 12 a 14 años (131)",3,,,,,,1,2
"De 15 a 19 años (132)",77,,,,,,54,23
"De 20 a 24 años (133)",391,,,,,1,257,133
"De 25 a 29 años (134)",499,,,,,18,337,144
"De 30 a 34 años (135)",413,,,,,66,261,86
"De 35 a 39 años (136)",373,,,,5,128,181,59
"De 40 a 44 años (137)",356,,,,29,175,106,46
"De 45 a 49 años (138)",338,,,2,56,172,60,48
"De 50 y más años (139)",1046,6,43,211,347,199,13,227
"Ocupada (140)",3465,6,43,212,433,755,1260,756
"De 12 a 14 años (141)",3,,,,,,1,2
"De 15 a 19 años (142)",76,,,,,,54,22
"De 20 a 24 años (143)",388,,,,,1,255,132
"De 25 a 29 años (144)",490,,,,,18,334,138
"De 30 a 34 años (145)",411,,,,,66,259,86
"De 35 a 39 años (146)",370,,,,5,128,179,58
"De 40 a 44 años (147)",354,,,,29,174,105,46
"De 45 a 49 años (148)",335,,,2,56,171,60,46
"De 50 y más años (149)",1038,6,43,210,343,197,13,226
"Desocupada (150)",31,,,1,4,4,10,12
"De 15 a 19 años (152)",1,,,,,,,1
"De 20 a 24 años (153)",3,,,,,,2,1
"De 25 a 29 años (154)",9,,,,,,3,6
"De 30 a 34 años (155)",2,,,,,,2,
"De 35 a 39 años (156)",3,,,,,,2,1
"De 40 a 44 años (157)",2,,,,,1,1,
"De 45 a 49 años (158)",3,,,,,1,,2
"De 50 y más años (159)",8,,,1,4,2,,1
"No PEA (160)",3035,20,81,247,411,520,1011,745
"De 12 a 14 años (161)",7,,,,,,,7
"De 15 a 19 años (162)",97,,,,,,60,37
"De 20 a 24 años (163)",315,,,,,1,192,122
"De 25 a 29 años (164)",368,,,,,11,256,101
"De 30 a 34 años (165)",335,,,,,49,212,74
"De 35 a 39 años (166)",316,,,,1,88,172,55
"De 40 a 44 años (167)",251,,,,19,115,83,34
"De 45 a 49 años (168)",198,,,1,44,94,27,32
"De 50 y más años (169)",1148,20,81,246,347,162,9,283
