"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) no pariente (046)",730,72,10,147,234,67,95,21,84
"Hombres (048)",17689,1668,473,5940,6273,870,1289,367,809
"Jefe o Jefa (049)",6991,558,3,2408,2320,327,755,148,472
"Esposa(o)/ compa¤era(o) (050)",480,41,,127,182,37,52,5,36
"Hijo(a)/ hijastro(a) (051)",7221,731,349,2443,2703,380,305,148,162
"Yerno/ nuera (052)",231,3,,25,107,21,45,2,28
"Nieto(a) (053)",846,157,90,344,212,18,6,9,10
"Padres/ suegros (054)",110,30,,61,13,,4,1,1
"Otro(a) pariente (055)",1339,120,24,428,551,54,74,38,50
"Trabajador(a) del hogar (056)",10,,,3,7,,,,
"Pensionista (057)",42,2,,6,26,1,3,2,2
"Otro(a) no pariente (058)",419,26,7,95,152,32,45,14,48
"Mujeres (060)",18164,3536,434,5910,5124,867,1420,268,605
"Jefe o Jefa (061)",3659,1256,4,1031,686,144,354,32,152
"Esposa(o)/ compa¤era(o) (062)",4949,1054,6,1647,1303,179,517,40,203
"Hijo(a)/ hijastro(a) (063)",6740,698,311,2380,2324,366,349,165,147
"Yerno/ nuera (064)",244,5,,32,97,35,57,6,12
"Nieto(a) (065)",774,147,91,309,163,35,17,6,6
"Padres/ suegros (066)",228,168,,47,8,1,3,,1
"Otro(a) pariente (067)",1196,159,19,403,422,61,72,12,48
"Trabajador(a) del hogar (068)",40,3,,8,27,2,,,
"Pensionista (069)",23,,,1,12,9,1,,
"Otro(a) no pariente (070)",311,46,3,52,82,35,50,7,36
,,,,,,,,,
"RURAL (072)",25060,4927,570,10970,7041,469,598,185,300
"Jefe o Jefa (073)",8675,1675,2,3780,2537,156,281,92,152
"Esposa(o)/ compa¤era(o) (074)",4099,1145,2,1771,985,65,90,13,28
"Hijo(a)/ hijastro(a) (075)",8669,1394,449,4010,2474,139,113,37,53
"Yerno/ nuera (076)",205,10,,69,100,10,10,2,4
"Nieto(a) (077)",843,216,56,424,132,7,5,2,1
"Padres/ suegros (078)",252,162,,72,17,,1,,
"Otro(a) pariente (079)",1728,261,57,691,582,54,36,21,26
"Trabajador(a) del hogar (080)",28,1,,15,10,1,,,1
"Pensionista (081)",14,,,1,7,,4,,2
"Otro(a) no pariente (082)",547,63,4,137,197,37,58,18,33
"Hombres (084)",13408,1721,328,6006,4414,295,330,142,172
"Jefe o Jefa (085)",6229,657,2,2975,2095,126,190,84,100
"Esposa(o)/ compa¤era(o) (086)",430,69,,158,173,9,14,2,5
"Hijo(a)/ hijastro(a) (087)",4633,714,260,2085,1412,75,44,21,22
"Yerno/ nuera (088)",95,5,,27,49,4,6,1,3
"Nieto(a) (089)",438,100,31,224,73,5,3,1,1
"Padres/ suegros (090)",88,31,,43,13,,1,,
"Otro(a) pariente (091)",1042,109,35,385,417,42,23,16,15
"Trabajador(a) del hogar (092)",15,,,8,5,1,,,1
"Pensionista (093)",11,,,1,7,,1,,2
"Otro(a) no pariente (094)",427,36,,100,170,33,48,17,23
"Mujeres (096)",11652,3206,242,4964,2627,174,268,43,128
"Jefe o Jefa (097)",2446,1018,,805,442,30,91,8,52
"Esposa(o)/ compa¤era(o) (098)",3669,1076,2,1613,812,56,76,11,23
"Hijo(a)/ hijastro(a) (099)",4036,680,189,1925,1062,64,69,16,31
"Yerno/ nuera (100)",110,5,,42,51,6,4,1,1
"Nieto(a) (101)",405,116,25,200,59,2,2,1,
"Padres/ suegros (102)",164,131,,29,4,,,,
"Otro(a) pariente (103)",686,152,22,306,165,12,13,5,11
"Trabajador(a) del hogar (104)",13,1,,7,5,,,,
"Pensionista (105)",3,,,,,,3,,
"Otro(a) no pariente (106)",120,27,4,37,27,4,10,1,10
