"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"URBANA (060)",18750,11902,2833,2328,1687
"Sin nivel (061)",659,444,131,68,16
"Educación inicial (062)",19,16,,1,2
"Primaria (063)",3188,2184,571,334,99
"Secundaria (064)",6818,4447,1120,778,473
"Superior no univ. incompleta (065)",1763,1171,230,186,176
"Superior no univ. completa (066)",3121,1723,413,473,512
"Superior univ. incompleta (067)",810,477,133,104,96
"Superior univ. completa (068)",2372,1440,235,384,313
"De 06 a 14 años (070)",103,79,18,6,
"Sin nivel (071)",1,,1,,
"Educación inicial (072)",3,3,,,
"Primaria (073)",42,31,9,2,
"Secundaria (074)",57,45,8,4,
"De 15 a 29 años (080)",4924,2953,958,671,342
"Sin nivel (081)",26,11,10,5,
"Educación inicial (082)",13,11,,,2
"Primaria (083)",314,163,87,59,5
"Secundaria (084)",2309,1412,484,306,107
"Superior no univ. incompleta (085)",700,449,116,89,46
"Superior no univ. completa (086)",973,582,154,113,124
"Superior univ. incompleta (087)",245,145,48,42,10
"Superior univ. completa (088)",344,180,59,57,48
"De 30 a 44 años (090)",7123,4227,1104,1051,741
"Sin nivel (091)",211,129,53,24,5
"Educación inicial (092)",3,2,,1,
"Primaria (093)",1026,656,211,139,20
"Secundaria (094)",2565,1670,400,295,200
"Superior no univ. incompleta (095)",663,436,81,72,74
"Superior no univ. completa (096)",1490,774,191,278,247
"Superior univ. incompleta (097)",328,181,62,38,47
"Superior univ. completa (098)",837,379,106,204,148
"De 45 a 64 años (100)",5453,3647,670,560,576
"Sin nivel (101)",312,215,55,33,9
"Primaria (103)",1431,1013,232,119,67
"Secundaria (104)",1724,1192,208,163,161
"Superior no univ. incompleta (105)",353,248,30,23,52
"Superior no univ. completa (106)",617,334,66,79,138
"Superior univ. incompleta (107)",212,134,18,23,37
"Superior univ. completa (108)",804,511,61,120,112
"De 65 y más años (110)",1147,996,83,40,28
"Sin nivel (111)",109,89,12,6,2
"Primaria (113)",375,321,32,15,7
"Secundaria (114)",163,128,20,10,5
"Superior no univ. incompleta (115)",47,38,3,2,4
"Superior no univ. completa (116)",41,33,2,3,3
"Superior univ. incompleta (117)",25,17,5,1,2
"Superior univ. completa (118)",387,370,9,3,5
,,,,,
"RURAL (120)",2521,1429,383,441,268
"Sin nivel (121)",179,123,22,33,1
"Educación inicial (122)",4,3,1,,
"Primaria (123)",605,422,109,66,8
"Secundaria (124)",943,537,182,160,64
"Superior no univ. incompleta (125)",187,96,21,35,35
"Superior no univ. completa (126)",312,125,22,79,86
"Superior univ. incompleta (127)",107,54,5,33,15
"Superior univ. completa (128)",184,69,21,35,59
"De 06 a 14 años (130)",35,26,8,,1
"Educación inicial (132)",2,2,,,
"Primaria (133)",20,16,4,,
"Secundaria (134)",13,8,4,,1
"De 15 a 29 años (140)",724,338,139,147,100
"Sin nivel (141)",9,7,1,1,
"Primaria (143)",77,38,19,19,1
"Secundaria (144)",378,185,87,81,25
"Superior no univ. incompleta (145)",103,42,16,17,28
"Superior no univ. completa (146)",98,42,10,16,30
"Superior univ. incompleta (147)",22,13,4,4,1
"Superior univ. completa (148)",37,11,2,9,15
"De 30 a 44 años (150)",898,447,142,191,118
"Sin nivel (151)",64,36,10,17,1
"Educación inicial (152)",2,1,1,,
"Primaria (153)",176,105,43,28,
"Secundaria (154)",327,184,67,55,21
"Superior no univ. incompleta (155)",43,22,3,11,7
"Superior no univ. completa (156)",157,59,6,48,44
"Superior univ. incompleta (157)",42,17,,16,9
"Superior univ. completa (158)",87,23,12,16,36
"De 45 a 64 años (160)",657,432,84,93,48
"Sin nivel (161)",81,56,10,15,
"Primaria (163)",214,156,36,16,6
"Secundaria (164)",187,127,23,20,17
"Superior no univ. incompleta (165)",35,26,2,7,
"Superior no univ. completa (166)",49,18,5,14,12
"Superior univ. incompleta (167)",36,19,1,11,5
"Superior univ. completa (168)",55,30,7,10,8
"De 65 y más años (170)",207,186,10,10,1
"Sin nivel (171)",25,24,1,,
"Primaria (173)",118,107,7,3,1
"Secundaria (174)",38,33,1,4,
"Superior no univ. incompleta (175)",6,6,,,
"Superior no univ. completa (176)",8,6,1,1,
"Superior univ. incompleta (177)",7,5,,2,
"Superior univ. completa (178)",5,5,,,
