"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Superior no univ. incompleta (035)",12,,7,4,1,
"Superior no univ. completa (036)",17,,8,6,2,1
"Superior univ. incompleta (037)",5,,3,1,1,
"Superior univ. completa (038)",5,,2,,2,1
"No PEA (040)",4546,1601,1070,591,624,660
"Sin nivel (041)",481,24,44,89,124,200
"Educación inicial (042)",112,110,1,1,,
"Primaria (043)",2355,1217,208,265,329,336
"Secundaria (044)",1217,250,661,142,105,59
"Superior no univ. incompleta (045)",150,,80,31,19,20
"Superior no univ. completa (046)",134,,40,40,27,27
"Superior univ. incompleta (047)",43,,29,8,4,2
"Superior univ. completa (048)",54,,7,15,16,16
,,,,,,
"URBANA (060)",2225,470,517,449,430,359
"Sin nivel (061)",69,7,1,11,11,39
"Educación inicial (062)",35,32,2,1,,
"Primaria (063)",878,337,48,93,192,208
"Secundaria (064)",695,94,324,130,104,43
"Superior no univ. incompleta (065)",132,,44,40,30,18
"Superior no univ. completa (066)",235,,57,107,44,27
"Superior univ. incompleta (067)",41,,23,10,4,4
"Superior univ. completa (068)",140,,18,57,45,20
"PEA (070)",835,6,223,284,232,90
"Sin nivel (071)",9,,,1,3,5
"Educación inicial (072)",1,,1,,,
"Primaria (073)",201,3,19,46,81,52
"Secundaria (074)",265,3,120,72,57,13
"Superior no univ. incompleta (075)",68,,20,25,20,3
"Superior no univ. completa (076)",161,,39,84,32,6
"Superior univ. incompleta (077)",26,,11,9,3,3
"Superior univ. completa (078)",104,,13,47,36,8
"Ocupada (080)",788,6,201,271,226,84
"Sin nivel (081)",9,,,1,3,5
"Educación inicial (082)",1,,1,,,
"Primaria (083)",187,3,15,43,79,47
"Secundaria (084)",246,3,108,66,56,13
"Superior no univ. incompleta (085)",66,,19,24,20,3
"Superior no univ. completa (086)",154,,36,81,31,6
"Superior univ. incompleta (087)",25,,10,9,3,3
"Superior univ. completa (088)",100,,12,47,34,7
"Desocupada (090)",47,,22,13,6,6
"Primaria (093)",14,,4,3,2,5
"Secundaria (094)",19,,12,6,1,
"Superior no univ. incompleta (095)",2,,1,1,,
"Superior no univ. completa (096)",7,,3,3,1,
"Superior univ. incompleta (097)",1,,1,,,
"Superior univ. completa (098)",4,,1,,2,1
"No PEA (100)",1390,464,294,165,198,269
"Sin nivel (101)",60,7,1,10,8,34
"Educación inicial (102)",34,32,1,1,,
"Primaria (103)",677,334,29,47,111,156
"Secundaria (104)",430,91,204,58,47,30
"Superior no univ. incompleta (105)",64,,24,15,10,15
"Superior no univ. completa (106)",74,,18,23,12,21
"Superior univ. incompleta (107)",15,,12,1,1,1
"Superior univ. completa (108)",36,,5,10,9,12
,,,,,,
"RURAL (120)",4669,1198,1225,894,802,550
"Sin nivel (121)",550,22,51,119,160,198
"Educación inicial (122)",79,78,,1,,
"Primaria (123)",2296,926,304,381,414,271
"Secundaria (124)",1270,172,687,233,135,43
"Superior no univ. incompleta (125)",211,,98,62,35,16
"Superior no univ. completa (126)",168,,52,65,37,14
"Superior univ. incompleta (127)",51,,26,16,7,2
"Superior univ. completa (128)",44,,7,17,14,6
"PEA (130)",1513,61,449,468,376,159
"Sin nivel (131)",129,5,8,40,44,32
"Educación inicial (132)",1,,,1,,
"Primaria (133)",618,43,125,163,196,91
"Secundaria (134)",483,13,230,149,77,14
"Superior no univ. incompleta (135)",125,,42,46,26,11
"Superior no univ. completa (136)",108,,30,48,22,8
"Superior univ. incompleta (137)",23,,9,9,4,1
"Superior univ. completa (138)",26,,5,12,7,2
"Ocupada (140)",1393,59,395,431,354,154
"Sin nivel (141)",122,4,7,37,42,32
"Educación inicial (142)",1,,,1,,
"Primaria (143)",574,42,113,149,182,88
"Secundaria (144)",439,13,203,136,74,13
"Superior no univ. incompleta (145)",115,,36,43,25,11
"Superior no univ. completa (146)",98,,25,45,21,7
"Superior univ. incompleta (147)",19,,7,8,3,1
"Superior univ. completa (148)",25,,4,12,7,2
"Desocupada (150)",120,2,54,37,22,5
"Sin nivel (151)",7,1,1,3,2,
"Primaria (153)",44,1,12,14,14,3
"Secundaria (154)",44,,27,13,3,1
"Superior no univ. incompleta (155)",10,,6,3,1,
"Superior no univ. completa (156)",10,,5,3,1,1
"Superior univ. incompleta (157)",4,,2,1,1,
"Superior univ. completa (158)",1,,1,,,
"No PEA (160)",3156,1137,776,426,426,391
"Sin nivel (161)",421,17,43,79,116,166
"Educación inicial (162)",78,78,,,,
"Primaria (163)",1678,883,179,218,218,180
"Secundaria (164)",787,159,457,84,58,29
"Superior no univ. incompleta (165)",86,,56,16,9,5
"Superior no univ. completa (166)",60,,22,17,15,6
"Superior univ. incompleta (167)",28,,17,7,3,1
"Superior univ. completa (168)",18,,2,5,7,4
