"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Superior no univ. completa (036)",25,,13,10,2,
"Superior univ. incompleta (037)",8,,8,,,
"Superior univ. completa (038)",8,,7,1,,
"No PEA (040)",6114,2069,1698,732,755,860
"Sin nivel (041)",374,19,25,24,97,209
"Educación inicial (042)",113,110,3,,,
"Primaria (043)",2467,1445,104,139,288,491
"Secundaria (044)",2282,495,1042,367,253,125
"Superior no univ. incompleta (045)",347,,261,62,21,3
"Superior no univ. completa (046)",232,,105,77,41,9
"Superior univ. incompleta (047)",164,,128,19,16,1
"Superior univ. completa (048)",135,,30,44,39,22
,,,,,,
"URBANA (060)",7537,1484,2215,1703,1404,731
"Sin nivel (061)",281,16,24,35,89,117
"Educación inicial (062)",76,73,3,,,
"Primaria (063)",2203,1021,143,232,379,428
"Secundaria (064)",3041,374,1266,746,524,131
"Superior no univ. incompleta (065)",502,,315,127,54,6
"Superior no univ. completa (066)",659,,239,282,125,13
"Superior univ. incompleta (067)",275,,140,73,58,4
"Superior univ. completa (068)",500,,85,208,175,32
"PEA (070)",3494,74,1090,1228,911,191
"Sin nivel (071)",76,1,9,15,34,17
"Primaria (073)",626,46,72,165,229,114
"Secundaria (074)",1536,27,610,524,340,35
"Superior no univ. incompleta (075)",243,,125,79,35,4
"Superior no univ. completa (076)",476,,163,217,90,6
"Superior univ. incompleta (077)",158,,52,57,46,3
"Superior univ. completa (078)",379,,59,171,137,12
"Ocupada (080)",3374,73,1030,1202,884,185
"Sin nivel (081)",73,1,9,14,34,15
"Primaria (083)",611,46,71,163,221,110
"Secundaria (084)",1467,26,573,508,325,35
"Superior no univ. incompleta (085)",235,,120,78,33,4
"Superior no univ. completa (086)",463,,157,212,88,6
"Superior univ. incompleta (087)",151,,45,57,46,3
"Superior univ. completa (088)",374,,55,170,137,12
"Desocupada (090)",120,1,60,26,27,6
"Sin nivel (091)",3,,,1,,2
"Primaria (093)",15,,1,2,8,4
"Secundaria (094)",69,1,37,16,15,
"Superior no univ. incompleta (095)",8,,5,1,2,
"Superior no univ. completa (096)",13,,6,5,2,
"Superior univ. incompleta (097)",7,,7,,,
"Superior univ. completa (098)",5,,4,1,,
"No PEA (100)",4043,1410,1125,475,493,540
"Sin nivel (101)",205,15,15,20,55,100
"Educación inicial (102)",76,73,3,,,
"Primaria (103)",1577,975,71,67,150,314
"Secundaria (104)",1505,347,656,222,184,96
"Superior no univ. incompleta (105)",259,,190,48,19,2
"Superior no univ. completa (106)",183,,76,65,35,7
"Superior univ. incompleta (107)",117,,88,16,12,1
"Superior univ. completa (108)",121,,26,37,38,20
,,,,,,
"RURAL (120)",3924,676,1166,863,767,452
"Sin nivel (121)",246,4,15,19,74,134
"Educación inicial (122)",37,37,,,,
"Primaria (123)",1369,477,85,184,358,265
"Secundaria (124)",1716,158,758,493,263,44
"Superior no univ. incompleta (125)",195,,135,46,12,2
"Superior no univ. completa (126)",170,,86,61,20,3
"Superior univ. incompleta (127)",87,,57,14,16,
"Superior univ. completa (128)",104,,30,46,24,4
"PEA (130)",1853,17,593,606,505,132
"Sin nivel (131)",77,,5,15,32,25
"Primaria (133)",479,7,52,112,220,88
"Secundaria (134)",939,10,372,348,194,15
"Superior no univ. incompleta (135)",107,,64,32,10,1
"Superior no univ. completa (136)",121,,57,49,14,1
"Superior univ. incompleta (137)",40,,17,11,12,
"Superior univ. completa (138)",90,,26,39,23,2
"Ocupada (140)",1796,16,559,596,494,131
"Sin nivel (141)",75,,4,15,32,24
"Primaria (143)",462,7,47,111,209,88
"Secundaria (144)",919,9,356,345,194,15
"Superior no univ. incompleta (145)",105,,63,31,10,1
"Superior no univ. completa (146)",109,,50,44,14,1
"Superior univ. incompleta (147)",39,,16,11,12,
"Superior univ. completa (148)",87,,23,39,23,2
"Desocupada (150)",57,1,34,10,11,1
"Sin nivel (151)",2,,1,,,1
"Primaria (153)",17,,5,1,11,
"Secundaria (154)",20,1,16,3,,
"Superior no univ. incompleta (155)",2,,1,1,,
"Superior no univ. completa (156)",12,,7,5,,
"Superior univ. incompleta (157)",1,,1,,,
"Superior univ. completa (158)",3,,3,,,
"No PEA (160)",2071,659,573,257,262,320
"Sin nivel (161)",169,4,10,4,42,109
"Educación inicial (162)",37,37,,,,
"Primaria (163)",890,470,33,72,138,177
"Secundaria (164)",777,148,386,145,69,29
"Superior no univ. incompleta (165)",88,,71,14,2,1
"Superior no univ. completa (166)",49,,29,12,6,2
"Superior univ. incompleta (167)",47,,40,3,4,
"Superior univ. completa (168)",14,,4,7,1,2
