"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Actividad economica no especificada (044)",103,,30,36,21,16
"Desocupado (045)",418,2,207,130,68,11
"Mujeres (046)",3378,28,926,1126,982,316
"Agric., ganadería, caza y silvicultura (047)",2476,12,594,781,810,279
"Industrias manufactureras (050)",51,1,16,20,10,4
"Suministro de electricidad, gas y agua (051)",1,,1,,,
"Construcción (052)",21,,13,5,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",230,5,59,112,46,8
"Venta, mant.y rep. veh.autom.y motoc. (054)",1,,1,,,
"Comercio al por mayor (055)",7,,4,3,,
"Comercio al por menor (056)",222,5,54,109,46,8
"Hoteles y restaurantes (057)",126,3,48,45,25,5
"Trans., almac. y comunicaciones (058)",11,2,5,4,,
"Activid.inmobil., empres. y alquileres (060)",8,,4,4,,
"Admin.pub. y defensa; p. segur.soc afil (061)",28,,19,4,5,
"Enseñanza (062)",126,,40,58,27,1
"Servicios sociales y de salud (063)",36,,9,23,4,
"Otras activ. serv.comun.soc y personales (064)",21,,5,6,8,2
"Hogares privados con servicio doméstico (065)",41,2,28,5,5,1
"Actividad economica no especificada (067)",119,,30,43,30,16
"Desocupado (068)",83,3,55,16,9,
,,,,,,
"URBANA (069)",1895,34,544,768,439,110
"Agric., ganadería, caza y silvicultura (070)",595,11,154,196,165,69
"Pesca (071)",1,,,,1,
"Explotación de minas y canteras (072)",3,,1,1,1,
"Industrias manufactureras (073)",96,3,34,37,19,3
"Suministro de electricidad, gas y agua (074)",7,,5,1,1,
"Construcción (075)",130,,42,55,30,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",248,8,61,115,52,12
"Venta, mant.y rep. veh.autom.y motoc. (077)",8,,5,3,,
"Comercio al por mayor (078)",8,,4,3,1,
"Comercio al por menor (079)",232,8,52,109,51,12
"Hoteles y restaurantes (080)",114,6,38,38,27,5
"Trans., almac. y comunicaciones (081)",55,1,26,25,2,1
"Activid.inmobil., empres. y alquileres (083)",32,,10,16,6,
"Admin.pub. y defensa; p. segur.soc afil (084)",115,,41,45,27,2
"Enseñanza (085)",231,,31,130,69,1
"Servicios sociales y de salud (086)",49,,10,33,6,
"Otras activ. serv.comun.soc y personales (087)",41,1,11,18,9,2
"Hogares privados con servicio doméstico (088)",30,4,17,5,3,1
"Actividad economica no especificada (090)",50,,17,16,8,9
"Desocupado (091)",98,,46,37,13,2
"Hombres (092)",1170,23,327,481,278,61
"Agric., ganadería, caza y silvicultura (093)",388,10,100,131,105,42
"Pesca (094)",1,,,,1,
"Explotación de minas y canteras (095)",3,,1,1,1,
"Industrias manufactureras (096)",77,2,27,28,17,3
"Suministro de electricidad, gas y agua (097)",7,,5,1,1,
"Construcción (098)",126,,38,55,30,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",90,3,22,38,23,4
"Venta, mant.y rep. veh.autom.y motoc. (100)",8,,5,3,,
"Comercio al por mayor (101)",2,,1,,1,
"Comercio al por menor (102)",80,3,16,35,22,4
"Hoteles y restaurantes (103)",16,4,7,1,4,
"Trans., almac. y comunicaciones (104)",48,,23,22,2,1
"Activid.inmobil., empres. y alquileres (106)",26,,8,12,6,
"Admin.pub. y defensa; p. segur.soc afil (107)",93,,25,42,24,2
"Enseñanza (108)",150,,16,85,49,
"Servicios sociales y de salud (109)",18,,3,13,2,
"Otras activ. serv.comun.soc y personales (110)",23,1,7,13,2,
"Hogares privados con servicio doméstico (111)",9,3,3,2,1,
"Actividad economica no especificada (113)",23,,8,9,2,4
"Desocupado (114)",72,,34,28,8,2
"Mujeres (115)",725,11,217,287,161,49
"Agric., ganadería, caza y silvicultura (116)",207,1,54,65,60,27
"Industrias manufactureras (119)",19,1,7,9,2,
"Construcción (121)",4,,4,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",158,5,39,77,29,8
"Comercio al por mayor (124)",6,,3,3,,
"Comercio al por menor (125)",152,5,36,74,29,8
"Hoteles y restaurantes (126)",98,2,31,37,23,5
"Trans., almac. y comunicaciones (127)",7,1,3,3,,
"Activid.inmobil., empres. y alquileres (129)",6,,2,4,,
"Admin.pub. y defensa; p. segur.soc afil (130)",22,,16,3,3,
"Enseñanza (131)",81,,15,45,20,1
"Servicios sociales y de salud (132)",31,,7,20,4,
"Otras activ. serv.comun.soc y personales (133)",18,,4,5,7,2
"Hogares privados con servicio doméstico (134)",21,1,14,3,2,1
"Actividad economica no especificada (136)",27,,9,7,6,5
"Desocupado (137)",26,,12,9,5,
,,,,,,
"RURAL (138)",7734,45,1971,2608,2324,786
"Agric., ganadería, caza y silvicultura (139)",5792,34,1265,1865,1902,726
"Pesca (140)",3,,2,1,,
"Explotación de minas y canteras (141)",16,,6,7,2,1
"Industrias manufactureras (142)",238,1,68,85,68,16
"Suministro de electricidad, gas y agua (143)",9,,3,4,2,
"Construcción (144)",488,,139,223,118,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",156,1,50,72,31,2
"Venta, mant.y rep. veh.autom.y motoc. (146)",11,,7,4,,
"Comercio al por mayor (147)",5,,2,3,,
"Comercio al por menor (148)",140,1,41,65,31,2
"Hoteles y restaurantes (149)",31,1,19,8,3,
"Trans., almac. y comunicaciones (150)",67,1,34,25,7,
"Intermediación financiera (151)",1,,1,,,
"Activid.inmobil., empres. y alquileres (152)",17,,6,8,3,
"Admin.pub. y defensa; p. segur.soc afil (153)",86,,26,37,22,1
"Enseñanza (154)",196,,60,86,50,
"Servicios sociales y de salud (155)",11,,3,6,2,
"Otras activ. serv.comun.soc y personales (156)",21,,12,5,4,
"Hogares privados con servicio doméstico (157)",27,2,18,4,3,
"Actividad economica no especificada (159)",172,,43,63,43,23
"Desocupado (160)",403,5,216,109,64,9
"Hombres (161)",5081,28,1262,1769,1503,519
"Agric., ganadería, caza y silvicultura (162)",3523,23,725,1149,1152,474
"Pesca (163)",3,,2,1,,
"Explotación de minas y canteras (164)",16,,6,7,2,1
"Industrias manufactureras (165)",206,1,59,74,60,12
"Suministro de electricidad, gas y agua (166)",8,,2,4,2,
"Construcción (167)",471,,130,218,115,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",84,1,30,37,14,2
"Venta, mant.y rep. veh.autom.y motoc. (169)",10,,6,4,,
"Comercio al por mayor (170)",4,,1,3,,
"Comercio al por menor (171)",70,1,23,30,14,2
"Hoteles y restaurantes (172)",3,,2,,1,
"Trans., almac. y comunicaciones (173)",63,,32,24,7,
"Intermediación financiera (174)",1,,1,,,
"Activid.inmobil., empres. y alquileres (175)",15,,4,8,3,
"Admin.pub. y defensa; p. segur.soc afil (176)",80,,23,36,20,1
"Enseñanza (177)",151,,35,73,43,
"Servicios sociales y de salud (178)",6,,1,3,2,
"Otras activ. serv.comun.soc y personales (179)",18,,11,4,3,
"Hogares privados con servicio doméstico (180)",7,1,4,2,,
"Actividad economica no especificada (182)",80,,22,27,19,12
"Desocupado (183)",346,2,173,102,60,9
"Mujeres (184)",2653,17,709,839,821,267
"Agric., ganadería, caza y silvicultura (185)",2269,11,540,716,750,252
"Industrias manufactureras (188)",32,,9,11,8,4
"Suministro de electricidad, gas y agua (189)",1,,1,,,
"Construcción (190)",17,,9,5,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",72,,20,35,17,
"Venta, mant.y rep. veh.autom.y motoc. (192)",1,,1,,,
"Comercio al por mayor (193)",1,,1,,,
"Comercio al por menor (194)",70,,18,35,17,
"Hoteles y restaurantes (195)",28,1,17,8,2,
"Trans., almac. y comunicaciones (196)",4,1,2,1,,
"Activid.inmobil., empres. y alquileres (198)",2,,2,,,
"Admin.pub. y defensa; p. segur.soc afil (199)",6,,3,1,2,
"Enseñanza (200)",45,,25,13,7,
"Servicios sociales y de salud (201)",5,,2,3,,
"Otras activ. serv.comun.soc y personales (202)",3,,1,1,1,
"Hogares privados con servicio doméstico (203)",20,1,14,2,3,
"Actividad economica no especificada (205)",92,,21,36,24,11
"Desocupado (206)",57,3,43,7,4,
